Id	TemplateId	Count	Params[0]	Params[1]	Params[2]
113101	60001	4			
113102	1	12500			
113110	29	50			
113111	40114	2			
113112	12	6			
113120	40693	5			
113121	2994001	3	1	0	
113122	40100	4			
113130	3026005	1	1	0	
113131	60001	5			
113132	1	15000			
113140	3	100			
113141	29	50			
113142	12	7			
113150	40114	4			
113151	2994001	4	1	0	
113152	40104	5			
113160	3056005	1	1	0	
113161	60001	6			
113162	1	17500			
113170	29	50			
113171	40110	4			
113172	12	8			
113180	30014	3			
113181	2994001	5	1	0	
113182	40103	6			
113190	3016007	1	1	0	
113191	60001	7			
113192	1	20000			
113200	3	100			
113201	29	50			
113202	12	9			
113210	40114	4			
113211	90014	1			
113212	40100	7			
113220	3046007	1	1	0	
113221	60001	8			
113222	1	25000			
113230	40110	6			
113231	90014	1			
113232	12	10			
113240	29	50			
113241	40113	6			
113242	40104	8			
113250	360	1			
113260	360	1			
113270	360	1			
113280	360	1			
113290	360	1			
113300	360	1			
113310	360	1			
113320	360	1			
113330	360	1			
113340	360	1			
120010	31	10			
120011	40693	1			
120012	40691	1			
120020	31	10			
120021	40693	1			
120022	40692	1			
120030	31	10			
120031	40693	1			
120032	40691	1			
120040	31	10			
120041	40693	1			
120042	40691	1			
120050	31	15			
120051	40693	1			
120052	40692	1			
120060	30	3			
120061	31	10			
120062	90031	1			
130010	31	15			
130011	30	1			
130020	31	15			
130021	30	1			
130030	31	15			
130031	30	1			
130040	31	15			
130041	30	1			
130050	31	15			
130051	30	1			
130060	31	15			
130061	30	1			
130070	31	15			
130071	30	1			
130080	31	15			
130081	30	1			
130090	31	15			
130091	30	1			
130100	31	15			
130101	30	1			
130110	31	10			
130111	30	1			
130120	31	10			
130121	30	1			
130130	31	10			
130131	30	1			
130140	31	10			
130141	30	1			
130150	31	10			
130151	30	1			
130160	31	10			
130161	30	1			
130170	31	10			
130171	30	1			
130180	31	10			
130181	30	1			
130190	31	10			
130191	30	1			
130200	31	10			
130201	30	1			
130210	31	15			
130211	30	1			
130220	31	15			
130221	30	1			
130230	31	15			
130231	30	1			
130240	31	15			
130241	30	1			
130250	31	15			
130251	30	1			
130260	31	10			
130261	30	1			
130270	31	10			
130271	30	1			
130280	31	10			
130281	30	1			
130290	31	10			
130291	30	1			
130300	31	10			
130301	30	1			
130310	31	10			
130311	30	1			
130320	31	10			
130321	30	1			
130330	31	10			
130331	30	1			
130340	31	10			
130341	30	1			
130350	31	10			
130351	30	1			
130360	31	10			
130361	30	1			
130370	31	10			
130371	30	1			
130380	31	10			
130381	30	1			
130390	31	10			
130391	30	1			
130400	31	10			
130401	30	1			
130410	31	10			
130411	30	1			
130420	31	10			
130421	30	1			
130430	31	10			
130431	30	1			
130440	31	10			
130441	30	1			
130450	31	10			
130451	30	1			
130460	31	10			
130461	30	1			
130470	31	10			
130471	30	1			
130480	31	10			
130481	30	1			
130490	31	10			
130491	30	1			
130500	31	10			
130501	30	1			
130510	31	10			
130511	30	1			
130520	31	10			
130521	30	1			
130530	31	10			
130531	30	1			
130540	31	10			
130541	30	1			
130550	31	10			
130551	30	1			
130560	31	10			
130561	30	1			
130570	31	10			
130571	30	1			
130580	31	10			
130581	30	1			
130590	31	10			
130591	30	1			
130600	31	10			
130601	30	1			
130610	31	10			
130611	30	1			
130620	31	10			
130621	30	1			
130630	31	10			
130631	30	1			
130640	31	10			
130641	30	1			
130650	31	10			
130651	30	1			
130660	31	10			
130661	30	1			
130670	31	10			
130671	30	1			
130680	31	10			
130681	30	1			
130690	31	10			
130691	30	1			
130700	31	10			
130701	30	1			
130710	31	10			
130711	30	1			
130720	31	10			
130721	30	1			
130730	31	10			
130731	30	1			
130740	31	10			
130741	30	1			
130750	31	10			
130751	30	1			
130760	31	10			
130761	30	1			
130770	31	10			
130771	30	1			
130780	31	10			
130781	30	1			
130790	31	10			
130791	30	1			
130800	31	10			
130801	30	1			
130810	31	10			
130811	30	1			
130820	31	10			
130821	30	1			
130830	31	10			
130831	30	1			
130840	31	10			
130841	30	1			
130850	31	10			
130851	30	1			
130860	31	10			
130861	30	1			
130870	31	10			
130871	30	1			
130880	31	10			
130881	30	1			
130890	31	10			
130891	30	1			
130900	31	10			
130901	30	1			
130910	31	10			
130911	30	1			
130920	31	10			
130921	30	1			
130930	31	10			
130931	30	1			
130940	31	10			
130941	30	1			
130950	31	10			
130951	30	1			
130960	31	10			
130961	30	1			
130970	31	10			
130971	30	1			
130980	31	10			
130981	30	1			
130990	31	10			
130991	30	1			
131000	31	10			
131001	30	1			
131010	31	15			
131011	30	1			
131020	31	15			
131021	30	1			
131030	31	15			
131031	30	1			
131040	31	15			
131041	30	1			
131050	31	15			
131051	30	1			
131060	31	20			
131061	30	1			
131070	31	20			
131071	30	1			
131080	31	20			
131081	30	1			
131090	31	20			
131091	30	1			
131100	31	20			
131101	30	1			
131110	31	30			
131111	30	1			
131120	31	50			
131121	30	1			
131130	31	70			
131131	30	1			
131140	31	100			
131141	30	1			
131150	31	150			
131151	30	1			
131160	31	30			
131161	30	1			
131170	31	50			
131171	30	1			
131180	31	70			
131181	30	1			
131190	31	100			
131191	30	1			
131200	31	150			
131201	30	1			
131210	31	15			
131211	30	1			
131220	31	15			
131221	30	1			
131230	31	15			
131231	30	1			
131240	31	15			
131241	30	1			
131250	31	15			
131251	30	1			
131260	31	15			
131261	30	1			
131270	31	15			
131271	30	1			
131280	31	15			
131281	30	1			
131290	31	15			
131291	30	1			
131300	31	15			
131301	30	1			
131310	31	15			
131311	30	1			
131320	31	15			
131321	30	1			
131330	31	15			
131331	30	1			
131340	31	15			
131341	30	1			
131350	31	15			
131351	30	1			
131360	31	15			
131361	30	1			
131370	31	15			
131371	30	1			
131380	31	15			
131381	30	1			
131390	31	15			
131391	30	1			
131400	31	15			
131401	30	1			
140010	31	15			
140011	8000001	1			
140020	31	10			
140021	8000002	1			
140030	31	10			
140031	30	1			
140040	31	20			
140041	30	1			
140050	31	15			
140051	30	1			
140060	31	10			
140061	30	2			
140070	31	20			
140071	36	4			
140080	8000002	1			
140081	2041	1			
300000	1	3000			
300001	28	100			
300100	1	5000			
300101	28	100			
300200	1	7500			
300201	28	100			
300300	1	10000			
300301	28	100			
302000	1	3000			
302001	12	3			
302002	30013	1			
302100	1	5000			
302101	12	7			
302102	30013	2			
302200	1	7500			
302201	12	12			
302202	30013	3			
302300	1	10000			
302301	12	20			
302302	30013	5			
303000	1	3000			
303001	40113	1			
303002	40110	1			
303100	1	5000			
303101	40113	2			
303102	40110	2			
303200	1	7500			
303201	40113	3			
303202	40110	3			
303300	1	10000			
303301	40113	4			
303302	40110	4			
304000	1	3000			
304001	200	5			
304100	1	5000			
304101	200	10			
304200	1	7500			
304201	200	15			
304300	1	10000			
304301	200	20			
305000	1	3000			
305001	23	50			
305100	1	5000			
305101	23	100			
305200	1	7500			
305201	23	150			
305300	1	10000			
305301	23	200			
306000	1	3000			
306001	3934001	1	1	0	
306002	3934001	1	1	0	
306100	1	5000			
306101	3934001	1	1	0	
306102	3934001	1	1	0	
306200	1	7500			
306201	3934001	1	1	0	
306202	3934001	1	1	0	
306300	1	10000			
306301	3934001	1	1	0	
306302	3934001	1	1	0	
306400	401	1			
306500	401	1			
306600	401	1			
306700	401	1			
306800	401	1			
306900	401	1			
307000	401	1			
307100	401	1			
307200	401	1			
307300	401	1			
307400	401	1			
307500	401	1			
307600	401	1			
307700	401	1			
307800	401	1			
307900	401	1			
308000	401	1			
308100	401	1			
308200	401	1			
308300	401	1			
308400	401	1			
308500	401	1			
310000	1	3000			
310001	3	50			
310100	1	3000			
310101	3	50			
310200	1	3000			
310201	3	50			
310300	1	3000			
310301	3	50			
310400	1	3000			
310401	3	50			
310500	1	3000			
310501	3	50			
310600	1	3000			
310601	3	50			
310700	1	3000			
310701	3	50			
310800	1	3000			
310801	3	50			
310900	1	3000			
310901	3	50			
311000	1	3000			
311001	3	50			
312000	1	5000			
312001	3	50			
312100	1	5000			
312101	3	50			
312200	1	5000			
312201	3	50			
312300	1	5000			
312301	3	50			
312400	1	5000			
312401	3	50			
312500	1	5000			
312501	3	50			
313000	1	10000			
313001	3	50			
313100	1	10000			
313101	3	50			
313200	1	10000			
313201	3	50			
313300	1	10000			
313301	3	50			
313400	1	10000			
313401	3	50			
313500	1	10000			
313501	3	50			
313600	1	10000			
313601	3	50			
314000	1	20000			
314001	3	50			
314100	1	20000			
314101	3	50			
314200	1	20000			
314201	3	50			
314300	1	20000			
314301	3	50			
314400	1	20000			
314401	3	50			
314500	1	20000			
314501	3	50			
314600	1	20000			
314601	3	50			
315000	1	3000			
315001	32	4			
315100	1	5000			
315101	32	6			
315200	1	7500			
315201	32	8			
315300	1	10000			
315301	32	10			
316000	1	3000			
316001	32	4			
316100	1	5000			
316101	32	6			
316200	1	7500			
316201	32	8			
316300	1	10000			
316301	32	10			
317000	1	3000			
317001	2994001	1	1	0	
317002	2994001	1	1	0	
317100	1	3000			
317101	2994001	1	1	0	
317102	2994001	1	1	0	
317200	1	3000			
317201	2994001	1	1	0	
317202	2994001	1	1	0	
317300	1	3000			
317301	2994001	1	1	0	
317302	2994001	1	1	0	
317400	1	3000			
317401	2994001	1	1	0	
317402	2994001	1	1	0	
317500	1	3000			
317501	2994001	1	1	0	
317502	2994001	1	1	0	
317600	1	3000			
317601	2994001	1	1	0	
317602	2994001	1	1	0	
317700	1	3000			
317701	2994001	1	1	0	
317702	2994001	1	1	0	
317800	1	3000			
317801	2994001	1	1	0	
317802	2994001	1	1	0	
318000	1	5000			
318001	3934001	1	1	0	
318002	3934001	1	1	0	
318100	1	5000			
318101	3934001	1	1	0	
318102	3934001	1	1	0	
318200	1	5000			
318201	3934001	1	1	0	
318202	3934001	1	1	0	
318300	1	5000			
318301	3934001	1	1	0	
318302	3934001	1	1	0	
318400	1	5000			
318401	3934001	1	1	0	
318402	3934001	1	1	0	
318500	1	5000			
318501	3934001	1	1	0	
318502	3934001	1	1	0	
318600	1	5000			
318601	3934001	1	1	0	
318602	3934001	1	1	0	
318700	1	5000			
318701	3934001	1	1	0	
318702	3934001	1	1	0	
318800	1	5000			
318801	3934001	1	1	0	
318802	3934001	1	1	0	
319000	1	3000			
319001	2994001	1	1	0	
319002	2994001	1	1	0	
319100	1	3000			
319101	2994001	1	1	0	
319102	2994001	1	1	0	
319200	1	3000			
319201	2994001	1	1	0	
319202	2994001	1	1	0	
319300	1	3000			
319301	2994001	1	1	0	
319302	2994001	1	1	0	
319400	1	3000			
319401	2994001	1	1	0	
319402	2994001	1	1	0	
319500	1	3000			
319501	2994001	1	1	0	
319502	2994001	1	1	0	
319600	1	3000			
319601	2994001	1	1	0	
319602	2994001	1	1	0	
319700	1	3000			
319701	2994001	1	1	0	
319702	2994001	1	1	0	
319800	1	3000			
319801	2994001	1	1	0	
319802	2994001	1	1	0	
319900	1	3000			
319901	2994001	1	1	0	
319902	2994001	1	1	0	
320000	1	3000			
320001	2994001	1	1	0	
320002	2994001	1	1	0	
320100	1	3000			
320101	2994001	1	1	0	
320102	2994001	1	1	0	
320200	1	3000			
320201	2994001	1	1	0	
320202	2994001	1	1	0	
320300	1	3000			
320301	2994001	1	1	0	
320302	2994001	1	1	0	
320400	1	3000			
320401	2994001	1	1	0	
320402	2994001	1	1	0	
321000	1	50			
321001	3934001	1	1	0	
321002	3934001	1	1	0	
321100	1	50			
321101	3934001	1	1	0	
321102	3934001	1	1	0	
321200	1	50			
321201	3934001	1	1	0	
321202	3934001	1	1	0	
321300	1	50			
321301	3934001	1	1	0	
321302	3934001	1	1	0	
321400	1	50			
321401	3934001	1	1	0	
321402	3934001	1	1	0	
321500	1	50			
321501	3934001	1	1	0	
321502	3934001	1	1	0	
321600	1	50			
321601	3934001	1	1	0	
321602	3934001	1	1	0	
321700	1	50			
321701	3934001	1	1	0	
321702	3934001	1	1	0	
321800	1	50			
321801	3934001	1	1	0	
321802	3934001	1	1	0	
321900	1	50			
321901	3934001	1	1	0	
321902	3934001	1	1	0	
322000	1	50			
322001	3934001	1	1	0	
322002	3934001	1	1	0	
322100	1	50			
322101	3934001	1	1	0	
322102	3934001	1	1	0	
322200	1	50			
322201	3934001	1	1	0	
322202	3934001	1	1	0	
322300	1	50			
322301	3934001	1	1	0	
322302	3934001	1	1	0	
322400	1	50			
322401	3934001	1	1	0	
322402	3934001	1	1	0	
323000	1	5000			
323100	1	6000			
323200	1	7000			
323300	1	8000			
323400	1	9000			
323500	1	10000			
323600	1	11000			
323700	1	12000			
323800	1	13000			
323900	1	14000			
324000	1	3000			
324001	30	2			
324100	1	5000			
324101	30	4			
324200	1	7500			
324201	30	6			
324300	1	10000			
324301	30	8			
330000	1	3000			
330001	12	3			
330002	30012	1			
330100	1	3500			
330101	12	3			
330102	30012	1			
330200	1	4000			
330201	12	3			
330202	30012	1			
330300	1	4500			
330301	12	3			
330302	30012	1			
330400	1	5000			
330401	12	3			
330402	30012	1			
330500	1	5500			
330501	12	3			
330502	30012	1			
330600	1	6000			
330601	12	3			
330602	30012	1			
330700	1	6500			
330701	12	3			
330702	30012	1			
331000	1	3000			
331001	12	3			
331002	30012	1			
331100	1	3500			
331101	12	3			
331102	30012	1			
331200	1	4000			
331201	12	3			
331202	30012	1			
331300	1	4500			
331301	12	3			
331302	30012	1			
331400	1	5000			
331401	12	3			
331402	30012	1			
331500	1	5500			
331501	12	3			
331502	30012	1			
331600	1	6000			
331601	12	3			
331602	30012	1			
331700	1	6500			
331701	12	3			
331702	30012	1			
332000	1	3000			
332001	12	3			
332002	30012	1			
332100	1	3500			
332101	12	3			
332102	30012	1			
332200	1	4000			
332201	12	3			
332202	30012	1			
332300	1	4500			
332301	12	3			
332302	30012	1			
332400	1	5000			
332401	12	3			
332402	30012	1			
332500	1	5500			
332501	12	3			
332502	30012	1			
332600	1	6000			
332601	12	3			
332602	30012	1			
332700	1	6500			
332701	12	3			
332702	30012	1			
333000	1	3000			
333001	12	3			
333002	30012	1			
333100	1	3500			
333101	12	3			
333102	30012	1			
333200	1	4000			
333201	12	3			
333202	30012	1			
333300	1	4500			
333301	12	3			
333302	30012	1			
333400	1	5000			
333401	12	3			
333402	30012	1			
333500	1	5500			
333501	12	3			
333502	30012	1			
333600	1	6000			
333601	12	3			
333602	30012	1			
333700	1	6500			
333701	12	3			
333702	30012	1			
334000	1	3000			
334001	12	3			
334002	30012	1			
334100	1	3500			
334101	12	3			
334102	30012	1			
334200	1	4000			
334201	12	3			
334202	30012	1			
334300	1	4500			
334301	12	3			
334302	30012	1			
334400	1	5000			
334401	12	3			
334402	30012	1			
334500	1	5500			
334501	12	3			
334502	30012	1			
334600	1	6000			
334601	12	3			
334602	30012	1			
334700	1	6500			
334701	12	3			
334702	30012	1			
335000	1	3000			
335001	12	3			
335002	30012	1			
335100	1	3500			
335101	12	3			
335102	30012	1			
335200	1	4000			
335201	12	3			
335202	30012	1			
335300	1	4500			
335301	12	3			
335302	30012	1			
335400	1	5000			
335401	12	3			
335402	30012	1			
335500	1	5500			
335501	12	3			
335502	30012	1			
335600	1	6000			
335601	12	3			
335602	30012	1			
335700	1	6500			
335701	12	3			
335702	30012	1			
336000	1	3000			
336001	12	3			
336002	30012	1			
336100	1	3500			
336101	12	3			
336102	30012	1			
336200	1	4000			
336201	12	3			
336202	30012	1			
336300	1	4500			
336301	12	3			
336302	30012	1			
336400	1	5000			
336401	12	3			
336402	30012	1			
336500	1	5500			
336501	12	3			
336502	30012	1			
336600	1	6000			
336601	12	3			
336602	30012	1			
336700	1	6500			
336701	12	3			
336702	30012	1			
337000	1	3000			
337001	12	3			
337002	30012	1			
337100	1	3500			
337101	12	3			
337102	30012	1			
337200	1	4000			
337201	12	3			
337202	30012	1			
337300	1	4500			
337301	12	3			
337302	30012	1			
337400	1	5000			
337401	12	3			
337402	30012	1			
337500	1	5500			
337501	12	3			
337502	30012	1			
337600	1	6000			
337601	12	3			
337602	30012	1			
337700	1	6500			
337701	12	3			
337702	30012	1			
338000	1	3000			
338001	12	3			
338002	30012	1			
338100	1	3500			
338101	12	3			
338102	30012	1			
338200	1	4000			
338201	12	3			
338202	30012	1			
338300	1	4500			
338301	12	3			
338302	30012	1			
338400	1	5000			
338401	12	3			
338402	30012	1			
338500	1	5500			
338501	12	3			
338502	30012	1			
338600	1	6000			
338601	12	3			
338602	30012	1			
338700	1	6500			
338701	12	3			
338702	30012	1			
339000	1	3000			
339001	12	3			
339002	30012	1			
339100	1	3500			
339101	12	3			
339102	30012	1			
339200	1	4000			
339201	12	3			
339202	30012	1			
339300	1	4500			
339301	12	3			
339302	30012	1			
339400	1	5000			
339401	12	3			
339402	30012	1			
339500	1	5500			
339501	12	3			
339502	30012	1			
339600	1	6000			
339601	12	3			
339602	30012	1			
339700	1	6500			
339701	12	3			
339702	30012	1			
340000	1	3000			
340001	12	3			
340002	30012	1			
340100	1	3500			
340101	12	3			
340102	30012	1			
340200	1	4000			
340201	12	3			
340202	30012	1			
340300	1	4500			
340301	12	3			
340302	30012	1			
340400	1	5000			
340401	12	3			
340402	30012	1			
340500	1	5500			
340501	12	3			
340502	30012	1			
340600	1	6000			
340601	12	3			
340602	30012	1			
340700	1	6500			
340701	12	3			
340702	30012	1			
341000	1	3000			
341001	12	3			
341002	30012	1			
341100	1	3500			
341101	12	3			
341102	30012	1			
341200	1	4000			
341201	12	3			
341202	30012	1			
341300	1	4500			
341301	12	3			
341302	30012	1			
341400	1	5000			
341401	12	3			
341402	30012	1			
341500	1	5500			
341501	12	3			
341502	30012	1			
341600	1	6000			
341601	12	3			
341602	30012	1			
341700	1	6500			
341701	12	3			
341702	30012	1			
342000	1	3000			
342001	12	3			
342002	30012	1			
342100	1	3500			
342101	12	3			
342102	30012	1			
342200	1	4000			
342201	12	3			
342202	30012	1			
342300	1	4500			
342301	12	3			
342302	30012	1			
342400	1	5000			
342401	12	3			
342402	30012	1			
342500	1	5500			
342501	12	3			
342502	30012	1			
342600	1	6000			
342601	12	3			
342602	30012	1			
342700	1	6500			
342701	12	3			
342702	30012	1			
343000	1	3000			
343001	12	3			
343002	30012	1			
343100	1	3500			
343101	12	3			
343102	30012	1			
343200	1	4000			
343201	12	3			
343202	30012	1			
343300	1	4500			
343301	12	3			
343302	30012	1			
343400	1	5000			
343401	12	3			
343402	30012	1			
343500	1	5500			
343501	12	3			
343502	30012	1			
343600	1	6000			
343601	12	3			
343602	30012	1			
343700	1	6500			
343701	12	3			
343702	30012	1			
350000	1	2000			
350001	12	3			
350002	30012	1			
350100	1	2500			
350101	12	3			
350102	30012	1			
350200	1	3000			
350201	12	3			
350202	30012	1			
350300	1	3500			
350301	12	3			
350302	30012	1			
350400	1	4000			
350401	12	3			
350402	30012	1			
350500	1	4500			
350501	12	3			
350502	30012	1			
350600	1	5000			
350601	12	3			
350602	30012	1			
350700	1	5500			
350701	12	3			
350702	30012	1			
350800	1	6000			
350801	12	3			
350802	30012	1			
350900	1	6500			
350901	12	3			
350902	30012	1			
351000	1	2000			
351001	12	3			
351002	30012	1			
351100	1	2500			
351101	12	3			
351102	30012	1			
351200	1	3000			
351201	12	3			
351202	30012	1			
351300	1	3500			
351301	12	3			
351302	30012	1			
351400	1	4000			
351401	12	3			
351402	30012	1			
351500	1	4500			
351501	12	3			
351502	30012	1			
351600	1	5000			
351601	12	3			
351602	30012	1			
351700	1	5500			
351701	12	3			
351702	30012	1			
351800	1	6000			
351801	12	3			
351802	30012	1			
351900	1	6500			
351901	12	3			
351902	30012	1			
352000	1	2000			
352001	2994001	1	1	0	
352002	3934001	1	1	0	
352100	1	2500			
352101	2994001	1	1	0	
352102	3934001	1	1	0	
352200	1	3000			
352201	2994001	1	1	0	
352202	3934001	1	1	0	
352300	1	3500			
352301	2994001	1	1	0	
352302	3934001	1	1	0	
352400	1	4000			
352401	2994001	1	1	0	
352402	3934001	1	1	0	
352500	1	4500			
352501	2994001	1	1	0	
352502	3934001	1	1	0	
352600	1	5000			
352601	2994001	1	1	0	
352602	3934001	1	1	0	
352700	1	5500			
352701	2994001	1	1	0	
352702	3934001	1	1	0	
352800	1	6000			
352801	2994001	1	1	0	
352802	3934001	1	1	0	
352900	1	6500			
352901	2994001	1	1	0	
352902	3934001	1	1	0	
353000	1	2000			
353001	2994001	1	1	0	
353002	3934001	1	1	0	
353100	1	2500			
353101	2994001	1	1	0	
353102	3934001	1	1	0	
353200	1	3000			
353201	2994001	1	1	0	
353202	3934001	1	1	0	
353300	1	3500			
353301	2994001	1	1	0	
353302	3934001	1	1	0	
353400	1	4000			
353401	2994001	1	1	0	
353402	3934001	1	1	0	
353500	1	4500			
353501	2994001	1	1	0	
353502	3934001	1	1	0	
353600	1	5000			
353601	2994001	1	1	0	
353602	3934001	1	1	0	
353700	1	5500			
353701	2994001	1	1	0	
353702	3934001	1	1	0	
353800	1	6000			
353801	2994001	1	1	0	
353802	3934001	1	1	0	
353900	1	6500			
353901	2994001	1	1	0	
353902	3934001	1	1	0	
354000	1	7000			
354001	2994001	1	1	0	
354002	3934001	1	1	0	
355000	1	2000			
355001	2994001	1	1	0	
355002	3934001	1	1	0	
355100	1	2500			
355101	2994001	1	1	0	
355102	3934001	1	1	0	
355200	1	3000			
355201	2994001	1	1	0	
355202	3934001	1	1	0	
355300	1	3500			
355301	2994001	1	1	0	
355302	3934001	1	1	0	
355400	1	4000			
355401	2994001	1	1	0	
355402	3934001	1	1	0	
355500	1	4500			
355501	2994001	1	1	0	
355502	3934001	1	1	0	
355600	1	5000			
355601	2994001	1	1	0	
355602	3934001	1	1	0	
355700	1	5500			
355701	2994001	1	1	0	
355702	3934001	1	1	0	
355800	1	6000			
355801	2994001	1	1	0	
355802	3934001	1	1	0	
355900	1	6500			
355901	2994001	1	1	0	
355902	3934001	1	1	0	
356000	1	3000			
356001	2994001	1	1	0	
356002	3934001	1	1	0	
356100	1	5000			
356101	2994001	1	1	0	
356102	3934001	1	1	0	
356200	1	7500			
356201	2994001	1	1	0	
356202	3934001	1	1	0	
356300	1	10000			
356301	2994001	1	1	0	
356302	3934001	1	1	0	
357000	1	3000			
357001	300	50			
357100	1	5000			
357101	300	50			
357200	1	7500			
357201	300	50			
357300	1	10000			
357301	300	50			
360000	1	5500			
360100	1	6000			
360200	1	6500			
360300	1	7000			
360400	1	7500			
360500	1	8000			
360600	1	8500			
360700	1	9000			
360800	1	9500			
360900	1	10000			
361000	1	3000			
361100	1	5000			
361200	1	7500			
361300	1	10000			
362000	1	3000			
362100	1	5000			
362200	1	7500			
362300	1	10000			
363000	1	3000			
363100	1	5000			
363200	1	7500			
363300	1	10000			
364000	1	3000			
364001	40692	1			
364100	1	5000			
364101	40692	2			
364200	1	7500			
364201	40692	3			
364300	1	10000			
364301	40692	4			
365000	1	3000			
365001	40692	1			
365100	1	5000			
365101	40692	2			
365200	1	7500			
365201	40692	3			
365300	1	10000			
365301	40692	4			
366000	1	3000			
366001	3	50			
366100	1	4000			
366101	3	50			
366200	1	5000			
366201	3	50			
366300	1	6000			
366301	3	50			
366400	1	7000			
366401	3	50			
366500	1	8000			
366501	3	50			
366600	1	9000			
366601	3	50			
366700	1	10000			
366701	3	50			
380100	1	2000			
380101	23	5			
380102	30012	1			
380103	12	2			
380200	1	2000			
380201	23	5			
380202	30012	1			
380203	12	2			
380300	1	2000			
380301	23	5			
380302	30013	1			
380303	12	2			
380400	1	2000			
380401	23	5			
380402	30012	1			
380403	12	2			
380500	1	2000			
380501	23	5			
380502	30012	1			
380503	12	2			
380600	1	2000			
380601	23	5			
380602	30013	1			
380603	12	2			
380700	1	2500			
380701	23	10			
380702	3914001	1			
380703	30012	1			
380800	1	2500			
380801	23	10			
380802	2994001	1			
380803	30012	1			
380901	23	10			
381001	23	10			
381101	23	10			
381201	23	10			
381301	23	10			
400000	7	160			
400001	50000	50			
400003	3924001	6	1	0	
400004	30012	8			
400005	12	8			
400006	1	10000			
400010	7	160			
400011	50000	50			
400013	3914001	5	1	0	
400014	30012	5			
400015	12	9			
400016	1	10000			
400020	7	140			
400021	50000	50			
400023	2994001	5	1	0	
400024	30012	7			
400025	12	10			
400026	1	8000			
400030	7	160			
400031	50000	60			
400033	3934001	6	1	0	
400034	30012	5			
400036	1	10000			
400040	7	140			
400043	3944001	5	1	0	
400044	30012	7			
400046	1	8000			
400050	7	160			
400053	3954001	4	1	0	
400054	30012	5			
400056	1	10000			
400060	7	120			
400063	3964001	4	1	0	
400064	30012	9			
400066	1	6000			
400070	7	140			
400073	2994001	5	1	0	
400074	30012	7			
400076	1	8000			
400080	7	160			
400083	3914001	5	1	0	
400084	30012	5			
400086	1	10000			
400090	7	120			
400093	3924001	6	1	0	
400094	30012	7			
400096	1	6000			
400100	7	140			
400103	3934001	4	1	0	
400104	30012	10			
400106	1	8000			
400110	7	160			
400113	3944001	5	1	0	
400114	30012	5			
400116	1	10000			
400120	7	120			
400124	30012	7			
400126	1	6000			
400130	7	140			
400136	1	8000			
400140	7	160			
400146	1	10000			
400150	7	120			
400156	1	6000			
400160	7	140			
400166	1	8000			
400170	7	160			
400176	1	10000			
400180	7	120			
400186	1	6000			
400190	7	140			
400196	1	8000			
400200	7	160			
400206	1	10000			
400210	7	140			
400216	1	8000			
400220	7	160			
400226	1	10000			
400230	7	120			
400236	1	6000			
400240	7	140			
400246	1	8000			
400250	7	160			
400256	1	10000			
400260	7	120			
400266	1	6000			
400270	7	140			
400276	1	8000			
400280	7	160			
400286	1	10000			
400290	7	120			
400296	1	6000			
400300	7	140			
400306	1	8000			
400310	7	160			
400316	1	10000			
401000	1	10000			
401001	30011	4			
401010	1	15000			
401011	30012	1			
401020	1	20000			
401021	30012	3			
401030	1	16000			
401031	30013	1			
500000	50000	100			
500010	50000	100			
500020	50000	100			
500030	50000	200			
500040	50000	200			
500050	90030	1			
500051	90030	1			
500060	90030	1			
500061	90030	1			
500070	90030	1			
500071	90030	1			
500080	90030	1			
500081	90030	1			
500090	90030	1			
500091	90030	1			
500100	90030	1			
500101	90030	1			
500110	90030	1			
500111	90030	1			
500120	90030	1			
500121	90030	1			
500130	90030	1			
500131	90030	1			
500140	90030	1			
500141	90030	1			
500150	90030	1			
500151	90030	1			
500160	90030	1			
500161	90030	1			
500170	90030	1			
500171	90030	1			
500180	90030	1			
500181	90030	1			
500190	90030	1			
500191	90030	1			
500200	50000	2500			
500210	90030	1			
500211	90030	1			
500220	90030	1			
500221	90030	1			
500230	50005	2500			
500240	90030	1			
500241	90030	1			
500250	90030	1			
500251	90030	1			
500260	50000	2500			
701010	3	20			
701020	3	30			
701030	3	40			
701040	3	50			
701050	3	60			
701060	3	70			
701070	3	80			
702010	3	100			
702020	3	120			
702030	3	140			
702040	3	160			
702050	3	200			
702060	3	240			
702070	3	300			
710000	3	50			
710001	2992001	1	1	0	
710002	20	2			
710100	3	50			
710101	1	10000			
710102	20	3			
710200	3	50			
710201	1	10000			
710202	20	5			
710300	3	50			
710301	2993001	1	1	0	
710302	20	5			
710400	3	50			
710401	1	10000			
710402	20	5			
710500	3	50			
710501	2993001	1	1	0	
710502	20	5			
720000	3	50			
720001	1	10000			
720002	20	5			
720100	3	50			
720101	2993001	1	1	0	
720102	20	5			
720200	3	50			
720201	1	10000			
720202	20	5			
720300	3	50			
720301	2993001	1	1	0	
720302	20	5			
720400	3	50			
720401	1	10000			
720402	20	5			
730000	3	50			
730001	2993001	1	1	0	
730002	20	5			
730100	3	50			
730101	2993001	1	1	0	
730102	20	5			
730200	3	50			
730201	1	10000			
730202	20	5			
730300	3	50			
730301	1	10000			
730302	20	5			
740000	3	50			
740001	1	10000			
740002	20	5			
740100	3	100			
740101	1	10000			
740102	20	5			
740200	3	50			
740201	2993001	1	1	0	
740202	20	5			
740300	3	100			
740301	1	10000			
740302	20	5			
740401	30	3			
750000	3	100			
