Id	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition[1]	ActivateCondition[2]	ActivateCondition[3]	Condition[1]	Condition[2]	Condition[3]	Result	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType	ShowCondition
840	6	8700	Gray Raven File 041	Clear Stronghold 5-1	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					840			1	220040	840			Clear	839						
841	6	8690	Gray Raven File 042	Clear Stronghold 5-2	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					841			1	220041	841			Clear	840						
842	6	8680	Gray Raven File 043	Clear Stronghold 5-3	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					842			1	220042	842			Clear	841						
843	6	8670	Gray Raven File 044	Clear Stronghold 5-4	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					843			1	220043	843			Clear	842						
844	6	8660	Gray Raven File 045	Clear Stronghold 6-1	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					844			1	220044	844			Clear	843						
845	6	8650	Gray Raven File 046	Clear Stronghold 6-2	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					845			1	220045	845			Clear	844						
846	6	8640	Gray Raven File 047	Clear Stronghold 6-3	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					846			1	220046	846			Clear	845						
847	6	8630	Gray Raven File 048	Clear Stronghold 6-4	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					847			1	220047	847			Clear	846						
848	6	8620	Gray Raven File 049	Clear Stronghold 7-1	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					848			1	220048	848			Clear	847						
849	6	8610	Gray Raven File 050	Clear Stronghold 7-2	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					849			1	220049	849			Clear	848						
850	6	8600	Gray Raven File 051	Clear Stronghold 7-3	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					850			1	220050	850			Clear	849						
851	6	8590	Gray Raven File 052	Clear Stronghold 7-4	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					851			1	220051	851			Clear	850						
852	6	8580	Gray Raven File 053	Clear Stronghold 8-1	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					852			1	220052	852			Clear	851						
853	6	8570	Gray Raven File 054	Clear Stronghold 8-2	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					853			1	220053	853			Clear	852						
854	6	8560	Gray Raven File 055	Clear Stronghold 8-3	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					854			1	220054	854			Clear	853						
855	6	8550	Gray Raven File 056	Clear Stronghold 8-4	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					855			1	220055	855			Clear	854						
900	6	8540	Gray Raven	Normal Story Chapter 1	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					900			1	221000	900			Clear							
901	6	8530	Broken Gears	Normal Story Chapter 2	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					901			1	221001	901			Clear	900						
902	6	8520	Gray Raven: Memories	Complete Hidden Story Chapter 1	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					902			1	221002	902			Clear	901						
903	6	8510	Nightmare	Normal Story Chapter 3	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					903			1	221003	903			Clear	902						
904	6	8500	Broken Gears: Memories	Complete Hidden Story Chapter 2	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					904			1	221004	904			Clear	903						
905	6	8490	Forget and Forgotten	Normal Story Chapter 4	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					905			1	221005	905			Clear	904						
906	6	8480	Nightmare: Memories	Complete Hidden Story Chapter 3	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					906			1	221006	906			Clear	905						
907	6	8470	The First Promise	Normal Story Chapter 5	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					907			1	221007	907			Clear	906						
908	6	8460	Forget and Forgotten: Memories	Complete Hidden Story Chapter 4	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					908			1	221008	908			Clear	907						
909	6	8450	Eye of the Hunter	Normal Story Chapter 6	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					909			1	221009	909			Clear	908						
910	6	8440	The First Promise: Memories	Complete Hidden Story Chapter 5	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					910			1	221010	910			Clear	909						
911	6	8430	At Death's Door	Normal Story Chapter 7	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					911			1	221011	911			Clear	910						
912	6	8420	Eye of the Hunter: Memories	Complete Hidden Story Chapter 6	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					912			1	221012	912			Clear	911						
913	6	8410	Farewell	Normal Story Chapter 8	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					913			1	221013	913			Clear	912						
914	6	8400	At Death's Door: Memories	Complete Hidden Story Chapter 7	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					914			1	221014	914			Clear	913						
915	6	8390	Farewell: Memories	Complete Hidden Story Chapter 8	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					915			1	221015	915			Clear	914						
2000	2	10000	Daily Login	Daily 1st Login	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2000			1	10001				Login							
2001	6	9990	Afternoon Link	Noon Serum	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2001			1	10002				Login							
2002	6	9980	Night Link	Night Serum	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2002			1	10003				Login							
2003	2	9935	Daily Battle 4	Clear any 5 stages	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2003			5	10004	2003			Clear	2006						
2004	2	9960	Daily Battle 1	Clear a stage	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2004			1	10005	2004			Clear							
2005	2	9950	Daily Battle 2	Clear any 2 stages	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2005			2	10006	2005			Clear	2004						
2006	2	9940	Daily Battle 3	Clear any 3 stages	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2006			3	10007	2006			Clear	2005						
2007	2	9930	Co-op Challenge	Clear 1 Co-op Mission	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2007			1	10008	2007			Clear							
2008	6	9920			Assets/Product/Texture/Image/IconTask/TaskIconOnline.png					2008			9	10009	2008			Clear							
2009	6	9910	Gear Enhancement	Enhance 1 piece of equipment	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2009			1	10010	2009			強化							
2010	6	9900	Enhance Memory	Enhance a Memory (not material)	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2010			1	10011	2010			強化							
2011	6	9890	Construct Upgrade	Use EXP materials on a Construct	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2011			1	10012	2011			Level up							
2012	2	9880	Buy Item	Buy an item at the Shop	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2012			1	10013	2012			Shop							
2013	2	9870	Serum Exchange	Use Black Card to refill Serum	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2013			1	10014	2013			Serum	123						
2014	2	9860	Serum Use 1	Use 100ml of Serum	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2014			100	10015	2014			Serum							
2015	2	9850	Serum Use 2	Use 200ml of Serum	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2015			200	10016	2015			Serum							
2016	2	9840	Serum Use 3	Use 300ml of Serum	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2016			300	10017	2016			Serum	2015						
2017	2	9830	Construct	Interact with your Construct Aide	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2017			1	10018	2017			Clear							
2018	2	9810	Daily Dormitory	Enter the Dormitory	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2018			1	10019	2018			Dormitory							
2019	2	9770	War Zone	Clear 3 War Zone stages for the first time	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2019			3	10020	30013			Challenge							9
2020	2	9790	Phantom Pain Cage	First time clearing 3 Phantom Pain stages	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2020			3	10021	30001			Challenge							10
3000	4	10000	Rookie Commandant	Complete 30 Main Stages	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3000			30	30000	3000			Battle		1					
3001	4	9990	Fledging Commandant	Complete 50 Main Stages	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3001			50	30010	3001			Battle		1					
3002	4	9980	Trusted Commandant	Complete 80 Main Stages	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3002			80	30020	3002			Battle		1					
3003	4	9970	Veteran Commandant	Complete 100 Main Stages	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3003			100	30030	3003			Battle		1					
3020	4	9960	Cleanup	Eliminate 50 Corrupted in Daily Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3020			50	30200	3020			Battle		1					
3021	4	9950	Scrapheap	Eliminate 100 Corrupted in Daily Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3021			100	30210	3021			Battle		1					
3022	4	9940	Disassembly	Eliminate 200 Corrupted in Daily Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3022			200	30220	3022			Battle		1					
3023	4	9930	Scrapmaker	Eliminate 300 Corrupted in Daily Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3023			300	30230	3023			Battle		1					
3030	4	9920	Co-op! Novice	Clear 10 Co-op Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3030			10	30300	3030			Battle		1					
3031	4	9910	Co-op! Journeyman	Clear 30 Co-op Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3031			30	30310	3031			Battle		1					
3032	4	9900	Co-op! Expert	Clear 50 Co-op Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3032			50	30320	3032			Battle		1					
3033	4	9890	Co-op! Master	Clear 100 Co-op Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3033			100	30330	3033			Battle		1					
3040	4	9880	Desperado I	Clear Phantom Pain Cage 10 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3040			10	30400	3040			Battle		1					
3041	4	9870	Desperado II	Clear Phantom Pain Cage 30 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3041			30	30410	3041			Battle		1					
3042	4	9860	Desperado III	Clear Phantom Pain Cage 50 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3042			50	30420	3042			Battle		1					
3043	4	9850	Desperado IV	Clear Phantom Pain Cage 100 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3043			100	30430	3043			Battle		1					
3050	4	9840	Sweeper	Clear War Zone 50 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3050			50	30500	3050			Battle		1					
3051	4	9830	Competition is Power	Clear War Zone 100 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3051			100	30510	3051			Battle		1					
3052	4	9820	Heir Apparent	Clear War Zone 200 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3052			200	30520	3052			Battle		1					
3053	4	9810	Overlord	Clear War Zone 300 times	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3053			300	30530	3053			Battle		1					
3060	4	9800	Pocket Money	Complete 3 S-Rank Bounty Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3060			3	30600	3060			Battle		1					
3061	4	9790	Living Wage	Complete 9 S-Rank Bounty Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3061			9	30610	3061			Battle		1					
3062	4	9780	Bounty Hunter	Complete 15 S-Rank Bounty Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3062			15	30620	3062			Battle		1					
3063	4	9770	Ace Hunter	Complete 21 S-Rank Bounty Missions	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3063			21	30630	3063			Battle		1					
3064	6	9760	Nightmare Story	Complete Nightmare Story 3-2	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3064			1	30640	3064			Battle		1					
3065	6	9750	Nightmare Story	Complete Nightmare Story 3-3	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3065			1	30650	3065			Battle		1					
3066	6	9740	Nightmare Story	Complete Nightmare Story 3-4	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3066			1	30660	3066			Battle		1					
3067	6	9730	Nightmare Story	Complete Nightmare Story 3-5	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3067			1	30670	3067			Battle		1					
3068	6	9720	Nightmare Story	Complete Nightmare Story 3-6	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3068			1	30680	3068			Battle		1					
3069	6	9710	Nightmare Story	Complete Nightmare Story 3-7	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3069			1	30690	3069			Battle		1					
3070	6	9700	Nightmare Story	Complete Nightmare Story 3-8	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3070			1	30700	3070			Battle		1					
3071	6	9690	Nightmare Story	Complete Nightmare Story 3-10	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3071			1	30710	3071			Battle		1					
3072	6	9680	Nightmare Story	Complete Nightmare Story 3-11	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3072			1	30720	3072			Battle		1					
3073	6	9670	Nightmare Story	Complete Nightmare Story 3-12	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3073			1	30730	3073			Battle		1					
3074	6	9660	Nightmare Story	Complete Nightmare Story 4-1	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3074			1	30740	3074			Battle		1					
3075	6	9650	Nightmare Story	Complete Nightmare Story 4-2	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3075			1	30750	3075			Battle		1					
3076	6	9640	Nightmare Story	Complete Nightmare Story 4-3	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3076			1	30760	3076			Battle		1					
3077	6	9630	Nightmare Story	Complete Nightmare Story 4-4	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3077			1	30770	3077			Battle		1					
3078	6	9620	Nightmare Story	Complete Nightmare Story 4-5	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3078			1	30780	3078			Battle		1					
3079	6	9610	Nightmare Story	Complete Nightmare Story 4-6	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3079			1	30790	3079			Battle		1					
3080	6	9600	Nightmare Story	Complete Nightmare Story 4-7	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3080			1	30800	3080			Battle		1					
3081	6	9590	Nightmare Story	Complete Nightmare Story 4-8	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3081			1	30810	3081			Battle		1					
3082	6	9580	Nightmare Story	Complete Nightmare Story 4-9	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3082			1	30820	3082			Battle		1					
3083	6	9570	Nightmare Story	Complete Nightmare Story 4-10	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3083			1	30830	3083			Battle		1					
3084	6	9560	Nightmare Story	Complete Nightmare Story 4-11	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3084			1	30840	3084			Battle		1					
3085	6	9550	Nightmare Story	Complete Nightmare Story 4-12	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3085			1	30850	3085			Battle		1					
3100	6	9760	Blazing Fields	Activate Lee: Palefire	Assets/Product/Texture/Image/IconTask/TaskIconLi2.png					3100			1	31000	3100			Collect		2					
3101	6	9750	The Day I Shot My Love	Activate Bianca: Zero	Assets/Product/Texture/Image/IconTask/TaskIconBianka2.png					3101			1	31010	3101			Collect		2					
3102	6	9740	Modern Warrior	Activate Kamui: Bastion	Assets/Product/Texture/Image/IconTask/TaskIconShenwei2.png					3102			1	31020	3102			Collect		2					
3103	6	9730	Boom!	Activate Karenina: Blast	Assets/Product/Texture/Image/IconTask/TaskIconKalienina2.png					3103			1	31030	3103			Collect		2					
3104	6	9720	What Leaders Are Made Of	Activate Watanabe: Nightblade	Assets/Product/Texture/Image/IconTask/TaskIconDubian2.png					3104			1	31040	3104			Collect		2					
3105	6	9710	After the Night	Activate Lucia: Dawn	Assets/Product/Texture/Image/IconTask/TaskIconLuxiya2.png					3105			1	31050	3105			Collect		2					
3106	6	9700	Lux Aeterna	Activate Liv: Lux	Assets/Product/Texture/Image/IconTask/TaskIconLifu2.png					3106			1	31060	3106			Collect		2					
3107	6	9690	Energy Charge	Activate Kamui: Tenebrion	Assets/Product/Texture/Image/IconTask/TaskIconShenwei3.png					3107			1	31070	3107			Collect		2					
3108	6	9680	A Pact With Time	Activate Liv: Luminance	Assets/Product/Texture/Image/IconTask/TaskIconLifu3.png					3108			1	31080	3108			Collect		2					
3109	6	9670	Gaussian Distribution	Activate Lee: Entropy	Assets/Product/Texture/Image/IconTask/TaskIconLi2.png					3109			1	31090	3109			Collect		2					
3110	6	9660	Explosive Finale	Activate Karenina: Ember	Assets/Product/Texture/Image/IconTask/TaskIconKalienina3.png					3110			1	31100	3110			Collect		2					
3120	6	9650	I'm Stronger, But... I	Own 3 S-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3120			3	31200	3120			Collect		2					
3121	6	9640	I'm Stronger, But... II	Own 5 S-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3121			5	31210	3121			Collect	3120	2					
3122	6	9630	I'm Stronger, But... III	Own 7 S-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3122			7	31220	3122			Collect	3121	2					
3123	6	9620	I'm Stronger, But... IV	Own 9 S-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3123			9	31230	3123			Collect	3122	2					
3124	6	9610	I'm Stronger, But... V	Own 12 S-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3124			12	31240	3124			Collect	3123	2					
3125	6	9600	I'm Stronger, But...VI	Own 15 S-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3125			15	31250	3125			Collect	3124	2					
3130	4	9590	I Have No Friends I	Own 1 SS-rank Construct	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3130			1	31300	3130			Collect		2					
3131	4	9580	I Have No Friends II	Own 3 SS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3131			3	31310	3131			Collect	3130	2					
3132	4	9570	I Have No Friends III	Own 5 SS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3132			5	31320	3132			Collect	3131	2					
3133	4	9560	I Have No Friends IV	Own 7 SS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3133			7	31330	3133			Collect	3132	2					
3134	4	9550	I Have No Friends V	Own 9 SS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3134			9	31340	3134			Collect	3133	2					
3135	4	9540	I Have No Friends VI	Own 12 SS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3135			12	31350	3135			Collect	3134	2					
3136	4	9530	I Have No Friends VII	Own 15 SS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3136			15	31360	3136			Collect	3135	2					
3140	4	9520	Development of Science I	Own 1 SSS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3140			1	31400	3140			Collect		2					
3141	4	9510	Development of Science II	Own 3 SSS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3141			3	31410	3141			Collect	3140	2					
3142	4	9500	Development of Science III	Own 5 SSS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3142			5	31420	3142			Collect	3141	2					
3143	4	9490	Development of Science IV	Own 7 SSS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3143			7	31430	3143			Collect	3142	2					
3144	4	9480	Development of Science V	Own 9 SSS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3144			9	31440	3144			Collect	3143	2					
3145	4	9470	Development of Science VI	Own 12 SSS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3145			12	31450	3145			Collect	3144	2					
3146	4	9460	Development of Science VII	Own 15 SSS-rank Constructs	Assets/Product/Texture/Image/IconTask/TaskIconExem.png					3146			15	31460	3146			Collect	3145	2					
3150	4	9450	prpr！	Get 2 Coatings	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3150			2	31500	3150			Collect		2					
3151	4	9440	prprprprpr！	Get 5 Coatings	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3151			5	31510	3151			Collect	3150	2					
3152	4	9430	prprprprpr！！	Get 10 Coatings	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3152			10	31520	3152			Collect	3151	2					
3153	4	9420	prprprprpr！！！	Get 20 Coatings	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3153			20	31530	3153			Collect	3152	2					
3170	4	9370	Right Tool for the Job I	Own 5★ weapons * 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3170			2	31700	3170			Collect		2					
3171	4	9360	Right Tool for the Job II	Own 5★ weapons * 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3171			4	31710	3171			Collect	3170	2					
3172	4	9350	Right Tool for the Job III	Own 5★ weapons * 6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3172			6	31720	3172			Collect	3171	2					
3173	4	9340	Right Tool for the Job IV	Own 5★ weapons * 8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3173			8	31730	3173			Collect	3172	2					
3174	4	9330	Don't Leave Home Without It I	Own 5★ weapons * 10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3174			10	31740	3174			Collect	3173	2					
3175	6	9320	Don't Leave Home Without It II	Own 5★ weapons * 12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3175			12	31750	3175			Collect	3174	2					
3176	6	9310	Don't Leave Home Without It III	Own 5★ weapons * 14	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3176			14	31760	3176			Collect	3175	2					
3177	6	9300	Don't Leave Home Without It IV	Own 5★ weapons * 16	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3177			16	31770	3177			Collect	3176	2					
3178	6	9290	Don't Leave Home Without It VII	Own 5★ weapons * 20	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3178			20	31780	3178			Collect	3177	2					
3180	4	9280	Dawn of Memory I	Own 5★ Memory * 6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3180			6	31800	3180			Collect		2					
3181	4	9270	Dawn of Memory II	Own 5★ Memory * 12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3181			12	31810	3181			Collect	3180	2					
3182	4	9260	Dawn of Memory III	Own 5★ Memory * 18	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3182			18	31820	3182			Collect	3181	2					
3183	4	9250	Dawn of Memory IV	Own 5★ Memory * 24	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3183			24	31830	3183			Collect	3182	2					
3184	4	9240	Awakening of Memory I	Own 5★ Memory * 30	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3184			30	31840	3184			Collect	3183	2					
3185	6	9230	Awakening of Memory II	Own 5★ Memory * 36	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3185			36	31850	3185			Collect	3184	2					
3186	6	9220	Awakening of Memory III	Own 5★ Memory * 42	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3186			42	31860	3186			Collect	3185	2					
3187	6	9210	Awakening of Memory IV	Own 5★ Memory * 48	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3187			48	31870	3187			Collect	3186	2					
3188	6	9200	Awakened World	Own 5★ Memory * 54	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3188			54	31880	3188			Collect	3187	2					
3190	4	9190	Thirst for Power I	Own 6★ weapon * 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3190			1	31900	3190			Collect		2					
3191	4	9180	Thirst for Power II	Own 6★ weapons * 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3191			2	31910	3191			Collect	3190	2					
3192	4	9170	Thirst for Power III	Own 6★ weapons * 3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3192			3	31920	3192			Collect	3191	2					
3193	4	9160	Thirst for Power IV	Own 6★ weapons * 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3193			4	31930	3193			Collect	3192	2					
3194	4	9150	Thirst for Power V	Own 6★ weapons * 5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3194			5	31940	3194			Collect	3193	2					
3195	4	9140	Thirst for Power VI	Own 6★ weapons * 6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3195			6	31950	3195			Collect	3194	2					
3196	4	9130	Thirst for Power VII	Own 6★ weapons * 7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3196			7	31960	3196			Collect	3195	2					
3197	4	9120	Thirst for Power VIII	Own 6★ weapons * 8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3197			8	31970	3197			Collect	3196	2					
3198	4	9110	Thirst for Power IX	Own 6★ weapons * 9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3198			9	31980	3198			Collect	3197	2					
3199	4	9100	Thirst for Power X	Own 6★ weapons * 10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3199			10	31990	3199			Collect	3198	2					
3200	4	9090	Fully Armed I	Own 6★ weapons * 12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3200			12	32000	3200			Collect	3199	2					
3201	6	9080	Fully Armed II	Own 6★ weapons * 14	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3201			14	32010	3201			Collect	3200	2					
3202	6	9070	Fully Armed III	Own 6★ weapons * 16	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3202			16	32020	3202			Collect	3201	2					
3203	6	9060	Fully Armed IV	Own 6★ weapons * 18	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3203			18	32030	3203			Collect	3202	2					
3204	6	9050	Fully Armed V	Own 6★ weapons * 20	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3204			20	32040	3204			Collect	3203	2					
3210	4	9040	Installing Memory I	Own 6★ Memory * 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3210			2	32100	3210			Collect		2					
3211	4	9030	Installing Memory II	Own 6★ Memory * 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3211			4	32110	3211			Collect	3210	2					
3212	4	9020	Installing Memory III	Own 6★ Memory * 6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3212			6	32120	3212			Collect	3211	2					
3213	4	9010	Installing Memory IV	Own 6★ Memory * 8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3213			8	32130	3213			Collect	3212	2					
3214	4	9000	Installing Memory V	Own 6★ Memory * 10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3214			10	32140	3214			Collect	3213	2					
3215	4	8990	Installing Memory VII	Own 6★ Memory * 14	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3215			14	32150	3215			Collect	3214	2					
3216	4	8980	Installing Memory VII	Own 6★ Memory * 18	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3216			18	32160	3216			Collect	3215	2					
3217	4	8970	Installing Memory VIII	Own 6★ Memory * 22	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3217			22	32170	3217			Collect	3216	2					
3218	4	8960	Installing Memory IX	Own 6★ Memory * 26	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					3218			26	32180	3218			Collect	3217	2					
