Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
90630	9063	9305	2	1	Hetero Explore Unit (Extreme)	1		Me1YihekantandanyuanMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.3	10									0.05	0					3		1	90630098	90630096	90630094	90630092		9063	900007			900011	900051							906301	906302	906303	906321	906322	906323	906325	906326	906328	906331	906332	906333	906335	906341	906342	906352	906353	906354	906355	906361	906362	906363	906364	906365	906367	906368	906369	906370	906371	906372	906373	906374	906375	906381	906304	906305	906306																																																															
90640	9064	9064	2	1	Blubber VI (Extreme)	1		Mo1LishiliuxingMd000001		1		1	1	0.2			1.2	1.2	1.2		0	5	0.8	2	1.5	0	0.3	10		1#906461|2#906463|3#906464	1#1#15|2#1#15|3#1#15						1.2	0					3		1	90640098	90640096	90640094	90640092		9064	900007	900008	100027	900011	900051	906401						906401	906402	906403	906404	906405	906406	906461	906462	906463	906464	906470	906471																																																																																								
90650	9065	9065	2	1	Ballwheel IV (Extreme)	1		Mo1WulunsixingMd000001		1		1	1	0.2			1.1	1.1	1.1	100201	0	5	0.8	2	1.5	0	0.3	10		1#906561|2#906563|3#906564	1#1#15|2#1#15|3#1#15						1.2	0					3		1	90650098	90650096	90650094	90650092		9065	900007	900008	100027	900011	900051	906511						906501	906502	906503	906504	906505	906506	906507	906561	906562	906563																																																																																										
90660	9066	9066	3	1	Hanged Man III (Extreme)	1		Mo1DiaorensanxingMd000001		1		1	1	0.2			1.1	1.1	1.1		0	5	0.8	2	1.5	0	0.3	10									4.4	0					3		1	90660098	90660096	90660094	90660092		9066	900008	100027	900011	900051	906629	900407						906601	906602	906603	906604	906605	906606	906607	906608	906609	906610	906611	906612	906613	906614	906615	906616	906617	906618	906619	906620	906621	906622	906623	906624	906625	906626	906627	906628	906629	906630	906631	906632	906633	906634	906635	906636	906637	906638																																																														
90670	9067	9067	2	1	Kemuri I (Extreme)	1		Mo1YanfenyixingMd000001		1		0.8	1	0.2			1.1	1.1	1.1		0	5	0.8	2	1.5	0	0.3	10									2.2	0					3		1	90670098	90670096	90670094	90670092		9067	900007	900008	100027	900011	900051							906701	906702	906703	906705	906706	906707	906708	906709	906710																																																																																											
90680	9068	9068	2	1	Kowloong Crew - Yazi (Extreme)	1		Me1JiulongzhongyaziMd000001		1		0.8	1	0.2			1.1	1.1	1.1		0	5	0.8	2	1.5	0	0.3	10									2.2	0					3		0.8	90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051							906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																														
90690	9069	9307	3	1	Phecda	1		Mo1LucunMd000001		1		1.4	1	1.4			1.4	1			0	5	0.8	2	1.5	0	0.3	10									2.8	0					3		1	90660098	90660096	90660094	90660092		9069	900007	900008	100027	900011	900051	906944	906945					906901	906902	906903	906904	906905	906906	906907	906908	906909	906910	906911	906912	906913	906914	906915	906916	906917	906918	906919	906920	906921	906922																																																																														
90691	9069	9303	3	1	Phecda	1		Mo1LucunMd000001		1		1	1	1			1	1			0	5	0.8	2	1.5	0	0.3	10									2.8	0					3		1	90660098	90660096	90660094	90660092		9069	900007	900008	100027	900011	900051							906901	906902	906903	906904	906905	906906	906907	906908	906909	906910	906911	906912	906913	906914	906915	906916	906917	906918	906919	906920	906921	906922																																																																														
90700	9070	9300	2	1	Prime	1		Me1ZhizunMd000001		1		1	1	0.1			1.1	1			0	10	0.8	2	1.5	0	0.3	10									3	0					3		1	90700098	90700096	90700094	90700092		9070	900007	900008	100027	900011	900051							907001	907002	907003	907004	907005	907006	907007	907008	907009	907010	907011	907012	907013	907014	907015	907016																																																																																				
90710	9071	9300	2	1	Cathy (Extreme)	1		Mo1BiaoyanyirenMd000001		1		1	1	1			1	1	1		0	5	0.8	2	1.5	0	0.3	10									1.7	0					3		1	90710098	90710096	90710094	90710092		9071	900007	900008	100027	900011	900051							907101	907102	907103	907104	907105	907107	907108	907109	907110																																																																																											
90720	9072	9300	2	1	Martini (Extreme)	1		Mo1TiaojiushiMd000001		1		1	1	1			1	1	1		0	5	0.8	2	1.5	0	0.3	10									1.4	0					3		1	90720098	90720096	90720094	90720092		9072	900007	900008	100027	900011	900051							907201	907202	907203	907204	907205	907206	907207	907208																																																																																												
90730	9073	9300	2	1	Mr. White (Extreme)	1		Mo1YouyongjiaoguanMd000001		1		1	1	1			1.1	1.1	1.1		0	5	0.8	2	1.5	0	0.3	10									0.85	0					3		1	90730098	90730096	90730094	90730092		9073	900007	900008	100027	900011	900051							907301	907303	907304	907305	907306	907307	907308	907309	907310	907311	907312	907315	907316	907317	907318	907319	907320	907321	907322	907323	907324	907325																																																																														
90731	9073	9300	2	1	Mr. White (Extreme)	1		Mo1YouyongjiaoguanMd000002		1		1	1	1			1.1	1.1	1.1		0	5	0.8	2	1.5	0	0.3	10									0.85	0					3		1	90730098	90730096	90730094	90730092		9073	900007	900008	100027	900011	900051							907301	907303	907304	907305	907306	907307	907308	907309	907310	907311	907312	907315	907316	907317	907318	907319																																																																																				
90740	9074	9305	3	1	A'Mao	1		Me1XiguajunMd000002		1		1	1	1			1	1			0	5	0.8	2	1.5	0	0.3	10									2.8	0					3		1	90660098	90660096	90660094	90660092		9074	900008	100027	900011	900051								907401	907402	907403	907404	907405	907406	907407	907408	907409	907410	907411	907412	907413	907414	907415	907416	907417	907418	907419	907420	907421	907422	907423	907424	907425	907426	907427	907428	907429	907430																																																																						
91030	9003	9200	3	3	Repairer (Enhanced)	1		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1	1			0	5	0.8	2	1.5	0	0.3	20									0.05	0					3		0.7	90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051						910300	900301	900302	900303	900304	900305	900306																																																																																														
91031	9003	9200	3	3	Repairer Specialist I	1		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1	1			0	5	0.8	2	1.5	0	0.3	20									2.5	0					3		0.7	90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051						910300	900301	900302	900303	900304	900305	900306																																																																																														
91090	9009	9200	3	3	Ground Monitor (Enhanced)	1		Mo1DimianjianshiqiMd000001		1		1	1	0.1			1	1			0	5	1	2	1.5		0.3	20									0.05	0					3		1	90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051						910900	900901	900902																																																																																																		
91100	9010	9201	3	3	Aerial Monitor (Enhanced)	1		Mo1KongzhongjianshiqiMd000001		1		1	1	0.1			1	1			0	5	0.8	2	1.5		0.3	20									0.05	0					3		1	90100098	90100096	90100094	90100092		9010	900007	900008	100027	900011	900051						911000	901001	901002																																																																																																		
91110	9011	9201	3	3	Pilgrim (Enhanced)	1		Me1XunjingzheMd000001		1		1	1	0.2			1	1			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1	90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						911100	901101	901102	901103																																																																																																	
91111	9011	9200	3	3	Pilgrim Specialist I	1		Me1XunjingzheMd000001		1		1	1	0.2			1	1			0	5	1.1	2	1.5		0.3	20									2.5	0					3		1	90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						911100	901101	901102	901103																																																																																																	
91120	9012	9200	3	3	Protector (Enhanced)	1		Mo1BaohuzheMd000001		1		1.3	1.3	0.2			1	1			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.3	90120098	90120096	90120094	90120092		9012	900007	900008	100027	900011	900051						911200	901201	901202	901203																																																																																																	
91130	9013	9200	3	3	Tamer (Enhanced)	1		Me1XunshoushiMd000001		1		1.7	1.7	1.5			1	1			0	5	0.8	2	1.5		0.3	20									0.05	0					3		1.7	90130098	90130096	90130094	90130092		9013	900007	900008	100027	900011	900051	730061					911300	901301	901302	901303	901304																																																																																																
91140	9014	9200	3	3	Jitterbomb (Enhanced)	1		Mo1LiebianyuanchongMd000001		1		0.6	0.6	0.1			1	1			0	5	0.8	2	1.5		0.3	20									0	0					3		0.6						9014	900008	100027	900011	900051	901412						911400	901401	901402																																																																																																		
91150	9015	9200	3	3	Hydraulic (Enhanced)	1		Mo1YeyaMd000001		1		1.2	1.2	0.5			1	1			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.2	90150098	90150096	90150094	90150092		9015	900007	900008	100027	900011	900051	730061					911500	901501	901502	901503	901504	901505																																																																																															
91160	9016	9201	3	3	Sentry Gun (Enhanced)	1		Mo1ShaojiejipaoMd000001		1		0.8	0.8	0.3			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90160098	90160096	90160094	90160092		9016	900007	900008	100027	900011	900051						911600	901601	901602																																																																																																		
91170	9017	9201	3	3	Missionary (Enhanced)	1		Mo1BudaozheMd000001		1		0.5	0.5	0.1			1	1			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.5	90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051						911700	901701	901702	901703	901704	901705	901706																																																																																														
91180	9018	9200	3	3	Executor (Enhanced)	1		Mo1ZhixingzheMd000001		1		0.6	0.6	0.1			1	1			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.6	90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061					911800	901801	901802	901803	901804																																																																																																
91190	9019	9202	3	3	Shieldbearer (Enhanced)	1		Mo1ShouhuzheMd000001		1		1	1	0.5			1	1			0	5	1	2	1.5		0.3	20									0.05	0					3		1	90190098	90190096	90190094	90190092		9019	900007	900008	100027	900011	900051	901910	901917				911900	901901	901902	901903	901904	901905	901906	901907	901908	901909	901910	901911	901912	901998	901999																																																																																						
91200	9020	9200	3	3	Black Spider (Enhanced)	1		Mo1HeizhizhuMd000001		1		1	1	0.1			1	1			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0	90200098	90200096	90200094	90200092		9020	900008	100027	900011	900051							912000	902001	902002	902003																																																																																																	
91210	9021	9203	3	3	Gardener (Enhanced)	1		Me1YuandingMd000001		1		0.8	0.8	0.3			1	1			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051						912100	902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
91220	9022	9303	2	2	Excavator (Enhanced)	1		Me1YijiwajuezheMd000001		1		0.5	0.5	0.1			1	1			0	5	0.8	2	1.5		0.7	20									1.9	0					3		0.5	90220098	90220096	90220094	90220092		9022	900008	100027	900011	900051								902201	902202	902203	902204	902205	902206	902207	902208	902209	902210	902211																																																																																									
91250	9025	9203	3	2	Ronin IV (Enhanced)	1		Mo1LangrensixingMd000001		1		1.1	1.1	0.2			1	1			0	3	0.8	2	1.5		0.3	20									2.5	0					3		1.1	90250098	90250096	90250094	90250092		9025	900008	100027	900011	900033							912500	902501	902502	902503	902504	902505																																																																																															
91260	9026	9204	3	3	Bio-Salamander (Enhanced)			Mo1FangshengrongyuanMd000001		1		1.1	1.1	0.4			1	1			0	3	0.8	2	1.5		0.3	20									2.5	0					3		1.1	90260098	90260096	90260094	90260092		9026	900008	100027	900011	900033							912600	902601	902602	902603	902604	902605	902606																																																																																														
91330	9033	9203	3	2	Envoy (Enhanced)			Me1XinshiMd000001		1		1	1	0.3			1	1			0	5	0.8	2	1.5		0.3	20									2.5	0					3		1	90330098	90330096	90330094	90330092		9033	900007	900008	100027	900011	900051	903310	903311				913300	903301	903302	903303	903304	903305	903306	903307	903308	903309	903310																																																																																										
91340	9034	9203	3	2	Royal Guard (Enhanced)			Me1JinweiMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5		0.3	20									3	0					3		1	90340098	90340096	90340094	90340092		9034	900007	900008	100027	900011	900051	903423						903401	903402	903403	903404	903405	903406	903407	903408	903409	903451	903452	903455	903456	903457	903458	903459	903460	903461	903462	903463																																																																																
91350	9035	9203	3	2	Firefighter (Enhanced)	1		Me1XiaofangweishiMd000001		1		1.5	1.5	0.5			1	1			0	5	1	2	1.5		0.3	20	0								0	0					3		1.5	90350098	90350096	90350094	90350092		9035	900007	900008	100027	900011	900051						913500	903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
91360	9036	9203	3	2	Deconstructor (Enhanced)	1		Me1FenjiezheMd000001		1		1	1	0.3			1	1			1	5	0.8	2	1.5	0	0.3	20									0.95	0					3		1	90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704					913600	903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
91370	9037	9204	3	3	Explorer (Enhanced)	1		Me1YijikantanzheMd000001		1		1	1	0.2			1	1			0	3	0.8	2	2		0.3	20	0								2.5						3		1	90370098	90370096	90370094	90370092		9037	900007	900008	100027	900011	900051		995203				913700	903701	903702	903703	903704	903705																																																																																															
91380	9038	9204	3	2	Construct (Enhanced)			Me1GouzaotiMd10001		1		1	1	0.3			1	1			0	5	0.8	2	1.5		0.3	20									2	0					3		1	90380098	90380096	90380094	90380092		9038											913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702																																																																																					
91381	9038	9204	3	2	Construct (Support)			Me1GouzaotiMd10001		1		1	1	0.3			1	1			0	5	0.8	2	1.5		0.3	20									2	0					3		1	90380098	90380096	90380094	90380092		9038	790013	715088									913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702																																																																																					
91390	9039	9200	1	2	Harvester (Enhanced)			Mb1RobotarmorMd030001		1		1.5	1.5	0.1			0.8	0.8			1	10	0.8	2	1.5		0	99999									4.2						3		1.5	90390098	90390096	90390094	90390092		9039	900022	821203	970006	821256	100098	100097	900056				913900	903901	903902	903903	903904	903905																																																																																															
91400	9040	9203	3	2	Bio-Bull (Enhanced)	1		Me1FangshengdouniuMd000001		1		1.7	1.7	1.5			1	1			0	5	0.8	2	1.5		0	20	0								3						3		1.7	90400098	90400096	90400094	90400092		9040	900008	100027	900011	970006							914000	904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
91410	9041	9204	3	2	Acid Ant (Enhanced)	1		Me1SuanyegongyiMd000001		1		1.7	1.7	0.5			1	1			0	5	0.8	2	1.5		0	20	0								3						3		1.7	97010098	97010096	97010094	97010092		9701	900008	100027	900011	970006							914100	970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
91420	9042	9204	3	2	Musashi VI (Enhanced)	1		Me1WuzangliuxingMd000001		1		1.7	1.7	0.5			1	1			0	5	1.1	2	1.5		0	20									1.5	0					3		1.7	90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006							914200	904201	904202	904203	904204	904205	904206																																																																																														
91430	9043	9203	3	3	Musashi IX (Enhanced)	1		Me1SwordMd002001		1		1.3	1.3	0.1			1	1			0	5	1.3	2	1.5		0	20	0								3						3		1.3	81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006						914300	904301	904302	904303	904304	904305	904306	904307	904308	904309																																																																																											
91440	9044	9204	3	3	Terrapod (Enhanced)	1		Me1ZilujingweiMd000001		1		1.1	1.1	0.1			1	1			0	5	1.5	2	1.5		0	20	0								3						3		1.1	90440098	90440096	90440094	90440092		9044	900008	100027	900011	970006	971101							904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
91450	9045	9203	3	2	Polar Soldier	1		Me1JidijibingMd000001		1		0.8	0.8	0.3			1	1	1		0	5	0.8	2	1.5		0.7	10									1.9	0					3		0.8	90450098	90450096	90450094	90450092		9045	900007	904530	900011	900051							914500	904501	904502	904503	904504	904505	904506	904507	904508	904509	904510	904511	904512	904513	904514	904515	904516	904517																																																																																			
91460	9046	9203	3	2	Deep-sea Ambusher	1		Me1ShenhaiqianfuzheMd000002		1		0.9	0.9	0.5			1.5	1.5	1.5		0	5	0.8	2	1.5		0.7	10									1.9	0					3		0.9	90460098	90460096	90460094	90460092		9046	904607	900011	900051								914600	904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616																																																																																				
91470	9015	9200	3	3	Heteromer Hydraulic (Enhanced)	1		Mo1YijuyeyaMd000001		1		1.2	1.2	0.5			1.2	1.2			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.2	90150098	90150096	90150094	90150092		9047	900007	900011	900051	750306	730061							904701	904702	904703	904704																																																																																																
91480	9016	9201	3	3	Heteromer Sentry Gun (Enhanced)	1		Mo1YijushaojiejipaoMd000001		1		0.8	0.8	0.3			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90160098	90160096	90160094	90160092		9048	900007	900011	900051	750306								904801	904802	904803																																																																																																	
91490	9010	9201	3	3	Heteromer Aerial Monitor (Enhanced)	1		Mo1YijukongzhongjianshiqiMd000001		1		1	1	0.1			1	1	1		0	5	0.8	2	1.5		0.3	20									0.05	0					3		1	90100098	90100096	90100094	90100092		9049	900007	900011	900051	750306								904901	904902	904903																																																																																																	
91600	9060	9201	3	1	Hetero Deconstruct Unit (Enhanced)	1		Me1YihefenjiedanyuanMd000001		1		1	1	0.2			0.8	0.8	0.8		0	5	0.8	2	1.5	0	0.7	10									2.6						3		1	90600098	90600096	90600094	90600092		9060	900007			900011	900051							906001	906002	906003	906004	906005	906006	906007	906008	906009	906011	906012	906013	906014	906015	906021	906022	906023	906024	994106																																																																																	
91610	9061	9201	3	1	Hetero Repair Unit (Enhanced)	1		Me1YihexiufudanyuanMd000001		1		1	1	0.2			0.8	0.8	0.8		0	5	0.8	2	1.5	0	0.7	10									2.6						3		1	90610098	90610096	90610094	90610092		9061	900007			900011	900051	906006						906101	906102	906103	906104	906105	906106	906107	906108	906109	906111	906112	906113	906121	906122	906123	994106																																																																																				
91620	9062	9201	3	1	Hetero Fire Unit (Enhanced)	1		Me1YihehuolidanyuanMd000001		1		1	1	0.2			0.8	0.8	0.8		0	5	0.8	2	1.5	0	0.7	10									2.6						3		1	90620098	90620096	90620094	90620092		9062	900007			900011	900051							906201	906202	906203	906204	906205	906206	906207	906208	906209	906211	906212	906221	906222	906223	994106																																																																																					
91630	9063	9203	3	1	Hetero Explore Unit (Enhanced)	1		Me1YihekantandanyuanMd000001		1		1	1	0.2			0.8	0.8	0.8		0	5	0.8	2	1.5	0	0.3	10									0.05	0					3		1	90630098	90630096	90630094	90630092		9063	900007			900011	900051							906301	906302	906303	906321	906322	906323	906325	906326	906328	906331	906332	906333	906335	906341	906342	906352	906353	906354	906355	906361	906362	906363	906364	906365	906367	906368	906369	906370	906371	906372	906373	906374	906375	906381																																																																		
91640	9064	9203	3	1	Blubber VI (Enhanced)	1		Mo1LishiliuxingMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.3	10		1#906461|2#906463|3#906464	1#1#15|2#1#15|3#1#15						1.2	0					3		1	90640098	90640096	90640094	90640092		9064	900007	900008	100027	900011	900051	906401					914500	906401	906402	906403	906404	906405	906406	906461	906462	906463	906464	906470	906471																																																																																								
91650	9065	9202	3	1	Ballwheel IV (Enhanced)	1		Mo1WulunsixingMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.3	10		1#906561|2#906563|3#906564	1#1#15|2#1#15|3#1#15						1.2	0					3		1	90650098	90650096	90650094	90650092		9065	900007	900008	100027	900011	900051	906511					914500	906501	906502	906503	906504	906505	906506	906507	906561	906562	906563																																																																																										
91660	9066	9203	3	1	Hanged Man III (Enhanced)	1		Mo1DiaorensanxingMd000001		1		0.8	0.8				0.8	0.8			0	5	0.8	2	1.5	0	0.3	10									4.35	0					3		1	90660098	90660096	90660094	90660092		9066	900008	100027	900011	900051	900407						916600	906601	906602	906603	906604	906605	906606	906607	906608	906609	906610	906611	906612	906613	906614	906615	906616	906617	906618	906619	906620	906621	906622	906623	906624	906625	906626	906627	906628	906629	906630	906631	906632	906633	906634	906635																																																																	
91670	9067	9203	3	1	Kemuri I (Enhanced)	1		Mo1YanfenyixingMd000001		1		0.8	1	0.2			1	1			0	5	0.8	2	1.5	0	0.3	10									2.2	0					3		1	90670098	90670096	90670094	90670092		9067	900007	900008	100027	900011	900051						914500	906701	906702	906703	906705	906706	906707	906708	906709	906710																																																																																											
91680	9068	9203	2	1	Kowloong Crew - Yazi (Enhanced)			Me1JiulongzhongyaziMd000001		1		0.8	1				1	1			0	5	0.8	2	1.5	0	0.3	10									2.2	0					3		0.8	90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051							906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826																																																																															
91690	9069	9205	3	1	Phecda	1		Mo1LucunMd000001		1		1.4	1	1.4			1.4	1			0	5	0.8	2	1.5	0	0.3	10									2.8	0					3		1	90660098	90660096	90660094	90660092		9069	900007	900008	100027	900011	900051	906945					916900	906901	906902	906903	906904	906905	906906	906907	906908	906909	906910	906911	906912	906913	906914	906915	906916	906917	906918	906919	906920	906921	906922																																																																														
91710	9071	9205	3	1	Cathy (Enhanced)	1		Mo1BiaoyanyirenMd000001		1		1	1	1			1	1			0	5	0.8	2	1.5	0	0.3	10									1.7	0					3		1	90710098	90710096	90710094	90710092		9071	900007	900008	100027	900011	900051							907101	907102	907103	907104	907105	907107	907108	907109	907110																																																																																											
91720	9072	9205	3	1	Martini (Enhanced)	1		Mo1TiaojiushiMd000001		1		1	1	1			1	1			0	5	0.8	2	1.5	0	0.3	10									1.4	0					3		1	90720098	90720096	90720094	90720092		9072	900007	900008	100027	900011	900051							907201	907202	907203	907204	907205	907206	907207	907208																																																																																												
91730	9073	9205	3	1	Mr. White (Enhanced)	1		Mo1YouyongjiaoguanMd000001		1		1	1	1			1	1			0	5	0.8	2	1.5	0	0.3	10									0.85	0					3		1	90730098	90730096	90730094	90730092		9073	900007	900008	100027	900011	900051							907301	907303	907304	907305	907306	907307	907308	907309	907310	907311	907312	907315	907316	907317	907318	907319	907320	907321	907322	907323	907324	907325																																																																														
91740	9074	9205	3	1	A'Mao	1		Me1XiguajunMd000002		1		1	1	1			1	1			0	5	0.8	2	1.5	0	0.3	10									2.8	0					3		1	90660098	90660096	90660094	90660092		9074	900008	100027	900011	900051								907401	907402	907403	907404	907405	907406	907407	907408	907409	907410	907411	907412	907413	907414	907415	907416	907417	907418	907419	907420	907421	907422	907423	907424	907425	907426	907427	907428	907429	907430																																																																						
92030	9536	9100	3	3	Repairer (Basic)	1		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			0.8	0.8			0	5	0.8	2	1.5	0	0.3	20									0.05	0					3		0.7	90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051	730007					920300	900301	900302	900303	900304	900305	900306																																																																																														
92090	9009	9100	3	3	Ground Monitor (Basic)	1		Mo1DimianjianshiqiMd000001		1		1	1	0.1			1	1			0	5	1	2	1.5		0.3	20									0.05	0					3		1	90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051						920900	900901	900902																																																																																																		
92100	9010	9100	3	3	Aerial Monitor (Basic)	1		Mo1KongzhongjianshiqiMd000001		1		1	1	0.1			0.8	0.8			0	5	0.8	2	1.5		0.3	20									0.05	0					3		1	90100098	90100096	90100094	90100092		9010	900007	900008	100027	900011	900051						921000	901001	901002																																																																																																		
92110	9011	9100	3	3	Pilgrim (Basic)	1		Me1XunjingzheMd000001		1		1	1	0.2			1	1			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1	90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						921100	901101	901102	901103																																																																																																	
92120	9012	9100	3	3	Protector (Basic)	1		Mo1BaohuzheMd000001		1		1.3	1.3	0.2			0.8	0.8			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.3	90120098	90120096	90120094	90120092		9012	900007	900008	100027	900011	900051						921200	901201	901202	901203																																																																																																	
92130	9013	9100	3	3	Tamer (Basic)	1		Me1XunshoushiMd000001		1		1.7	1.7	1.5			0.8	0.8			0	5	0.8	2	1.5		0.3	20									0.05	0					3		1.7	90130098	90130096	90130094	90130092		9013	900007	900008	100027	900011	900051	730061					921300	901301	901302	901303	901304																																																																																																
92140	9014	9100	3	3	Jitterbomb (Basic)	1		Mo1LiebianyuanchongMd000001		1		0.6	0.6	0.1			0.8	0.8			0	5	0.8	2	1.5		0.3	20									0	0					3		0.6						9014	900008	100027	900011	900051	901412						921400	901401	901402																																																																																																		
92150	9015	9100	3	3	Hydraulic (Basic)	1		Mo1YeyaMd000001		1		1.2	1.2	0.5			0.8	0.8			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.2	90150098	90150096	90150094	90150092		9015	900007	900008	100027	900011	900051	730061					921500	901501	901502	901503	901504	901505																																																																																															
92160	9016	9100	3	3	Sentry Gun (Basic)	1		Mo1ShaojiejipaoMd000001		1		0.8	0.8	0.3			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90160098	90160096	90160094	90160092		9016	900007	900008	100027	900011	900051						921600	901601	901602																																																																																																		
