StageId	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId[1]	UnlockEventId[2]	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	PreEventId[3]	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[2]	StarRewardId[3]	StarRewardId	TeamExp	CardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]	MultiChallengeId	Restartable
10120125	Plume		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1212.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben11TitleBg1.png	21	327	20007			1								25	77		0		60	15	300	10120124	11120106			100801010	10120125	100801	10120125				15	80	10			1	ZX01225BA	ZX01225EB		3	Have all members survive	Die less than once	Die less than twice							1		2	1	1129						12	1		RectangleEx			1	2	3		
10120126	Hope	It was over... For now.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben12Img1.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben11TitleBg1.png	28	327	20007			1								26	77		0		60	15	300	10120125	11120107										15	80	10			1	ZX01226BB			3	Have all members survive	Die less than once	Die less than twice							1		2	1								1	2	SquareEx			1	2	3		
11010101	Patched Memories	To ensure the victory in Zone Q1, Gray Raven decided to head further into the zone.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								1	23		1		10	12	300	10020304				110101010	11010101	110101	11010101				12	30	10			1	1110111			3	Have all members survive	Die less than once	Die less than twice							1		2	1							1	2		Square	1000		1	2	3		
11010102	Hello World	During the battle, Gray Raven received a rendezvous signal, so they decided to set C-point as the temporary destination.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								2	23		1		10	12	300	11010101				110101020	11010102	110102	11010102				12	30	10			1	1110112			3	Have all members survive	Die less than once	Die less than twice							1	21	2	1	1100						1	2		Square			1	2	3		
11010103	Repair Damaged Sector	Lee didn't think Liv was fit for battle, so he asked her to follow behind. However, they were ambushed, and Liv decided to pick up a weapon.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		101					1								3	23		1		10	12	300	11010102				110101030	11010103	110103	11010103				12	30	10							3	Have all members survive	Die less than once	Die less than twice							1		2	1							1	2		Square	1002		1	2	3		
11010104	Infection	Commandant, now you can try using Liv in the battle. - Lucia	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		111					1								4	23		1		10	12	300	11010103				110101040	11010104	110104	11010104				12	30	10							3	Have all members survive	Die less than once	Die less than twice							1		2	1	1101						1	2		Square			1	2	3		
11010105	Repair Damaged Sector 2	After reaching C-point, all Gray Raven saw were the remains of their comrades, as well as the Corrupted feasting on them. Get rid of them.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								5	25		1		10	12	300	11010104				110101050	11010105	110105	11010105				12	30	10							3	Have all members survive	Die less than once	Die less than twice							1	21	2	1							1	2		Square	1004		1	2	3		
11010106	Initial Inspiration	Lucia found an arm from the remains that fit her just well. The Corrupted ahead are perfect targets for her to test it.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0101.png		101					1								6	25		1		10	12	300	11010105				110101060	11010106	110106	11010106				12	30	10			1	1110122			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1102						1	2		Rectangle			1	2	3		
11020101	Into the M.I.N.D.	After destroying the new variant, the Corrupted became disorganized again. Gray Raven decided to take this opportunity to establish a safe route to the portal.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								1	41		1		25	20	300	10030304				110201010	11020101	110201	11020101				20	60	10			1	1110211			3	Have all members survive	Die less than once	Die less than twice							1	21	2	1							12	2		Square	1006		1	2	3		
11020102	Dark Struggle	Many out-of-control Corrupted were wandering on the bridge. Get rid of them, so the "Iso-Device" can be installed.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0201.png		102					1								2	41		1		25	20	300	11020101				110201020	11020102	110202	11020102				20	60	10			1	1110212			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1103						12	2		Rectangle			1	2	3		
11020103	New Masterpiece	Another task force team was also on a mission in this area. Thanks to their "careless mistake", Gray Raven had to deal with more Corrupted.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0202.png		101					1								3	41		1		25	20	300	11020102				110201030	11020103	110203	11020103				20	60	10			1		3110213		3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Rectangle	1008		1	2	3		
11020104	Escape from Underground	Lee is an expert military engineer. The bridge is still not safe, but the best you can do is to protect him while he sets up the Iso-Device.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		111					1								4	41		1		25	20	300	11020103				110201040	11020104	110204	11020104				20	60	10							3	Have all members survive	Die less than once	Die less than twice							1		2	1	1105						12	2		Square			1	2	3		
11020105	Nostalgic Toy	To reach the portal, one must go through the city occupied by many Corrupted. Clean this area like what you did last time.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								5	41		1		25	20	300	11020104				110201050	11020105	110205	11020105				20	60	10							3	Have all members survive	Die less than once	Die less than twice							1		2	1	1106						12	2		Square			1	2	3		
11020106	Collapsed Bridge	Liv won the recognition of other team members through her hard work and excellent battle performance. Keep the momentum going and clear the next area.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		101					1								6	41		1		25	20	300	11020105				110201060	11020106	110206	11020106				20	60	10			1	1110222	3110222		3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1011		1	2	3		
11030101	Arrival	The true identity of the Princess was still unknown. After learning about "Operation Portal" from Kamui of Strike Hawk, Gray Raven headed toward the Estate.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								1	50		1		30	20	300	10040304				110301010	11030101	110301	11030101				20	90	10			1	1110311			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1012		1	2	3		
11030102	Vintage Taste	Hassen gave you a priority mission. Before joining Strike Hawk, you need to retrieve the Constructs in the subway station with Gray Raven.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								2	50		1		30	20	300	11030101				110301020	11030102	110302	11030102				20	90	10			1	1110312			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1108						12	2		Square			1	2	3		
11030103	Enjoyment	Tifa was also one of the "new variants". How the Corrupted suddenly gained the ability to think was still unknown, but they quickly occupied the subway station after she was gone.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		101					1								3	50		1		30	20	300	11030102				110301030	11030103	110303	11030103				20	90	10			1	1110313			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1109						12	2		Square			1	2	3		
11030104	Smiling Devil	The Corrupted significantly impacted the retrieval of Constructs. Gray Raven decided to split into two groups; one would continue working on the retrieval, while the other would focus on fighting the Corrupted.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0301.png		111					1								4	50		1		30	20	300	11030103				110301040	11030104	110304	11030104				20	90	10			1	1110314			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1110						12	2		Rectangle			1	2	3		
11030105	Hideous Fireworks	Operation Portal was run by Strike Hawk. After joining forces with them, Gray Raven was assigned the task of scouting in the Estate where the portal was located.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								5	50		1		30	20	300	11030104				110301050	11030105	110305	11030105				20	90	10							3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1016		1	2	3		
11030106	Taming	After scouting, Gray Raven's next task is night patrol.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								6	50		1		30	20	300	11030105				110301060	11030106	110306	11030106				20	90	10			1	1110322			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1017		1	2	3		
11040101	Zack Activated	Strike Hawk suffered a heavy loss, so Kamui was reassigned to Gray Raven, whose last task here is to establish a safe zone.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								1	57		1		38	20	300	10050304				110401010	11040101	110401	11040101				20	120	10			1	1110411			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1018		1	2	3		
11040102	Ruthlessness	Cover Lee so he could set up the Iso-Device outside the Estate and hence establish a safe route between the base and the portal.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								2	57		1		38	20	300	11040101				110401020	11040102	110402	11040102				20	120	10			1	1110412			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1113						12	2		Square			1	2	3		
11040103	Her	A siren suddenly went off in the Estate. Check it out and ensure the portal is safe.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		101					1								3	57		1		38	20	300	11040102				110401030	11040103	110403	11040103				20	120	10			1	1110413			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1113						12	2		Square			1	2	3		
11040104	Protection	Turned out it was some Corrupted that triggered the safety robots. Destroy the Corrupted and the robots.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0401.png		111					1								4	57		1		38	20	300	11040103				110401040	11040104	110404	11040104				20	120	10			1	1110414			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Rectangle	1021		1	2	3		
11040105	Emma	The portal was tampered by Roland and failed to send you to the designated location. After some discussion, you decided to walk there.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								5	57		1		38	20	300	11040104				110401050	11040105	110405	11040105				20	120	10			1	1110415			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1114						12	2		Square			1	2	3		
11040106	Farewell	Kamui seemed to have this desert's information. Gray Raven headed toward the desert base for supplies and Construct maintenance.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								6	57		1		38	20	300	11040105				110401060	11040106	110406	11040106				20	120	10			1	1110416			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1023		1	2	3		
11050101	Destination	Executive Nikolai sent the Purifying Force to hunt deserter Liv. Time is running out, but you must find Liv and take care of the unconscious Lucia at the same time.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								1	63		1		45	24	300	10060304				110501010	11050101	110501	11050101				24	150	10			1	1110511			3	Clear in 300s	Clear in 240s	Clear in 180s							1		2	1							12	2		Square	1024		1	2	3		
11050102	Tracing	Lee and Kamui had an argument about the dismembered team. Their heated debate caught the Corrupted's attention.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								2	63		1		45	24	300	11050101				110501020	11050102	110502	11050102				24	150	10			1	1110512			3	Clear in 300s	Clear in 240s	Clear in 180s							1		2	1	1116							2		Square			1	2	3		
11050103	Split Road	The team still had different opinions, but the priority was to treat Lucia. You decided to head toward the oasis that Kamui mentioned.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		101					1								3	63		1		45	24	300	11050102				110501030	11050103	110503	11050103				24	150	10			1	1110513			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1026		1	2	3		
11050104	Brawling	The team was finally able to have a break, but more Corrupted were in the way to the terminal that could be used to heal Lucia.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0501.png		111					1								4	63		1		45	24	300	11050103				110501040	11050104	110504	11050104				24	150	10			1	1110514			3	Clear in 300s	Clear in 240s	Clear in 180s							1		2	1	1118						12	2		Rectangle			1	2	3		
11050105	Lost	While the desert terminal is "decompressing" Lucia's M.I.N.D., get Lee and Kamui to hold off the enemies.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								5	63		1		45	24	300	11050104				110501050	11050105	110505	11050105				24	150	10			1	1110521			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1119						12	2		Square			1	2	3		
11050106	Swallowed	After Lucia woke up, she wanted to stay alone. Recalling the tragedies of the First Force seemed to have impacted her significantly. You decided to check her situation.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								6	63		1		45	24	300	11050105				110501060	11050106	110506	11050106				24	150	10			1	1110522	3110522		3	Clear in 300s	Clear in 240s	Clear in 180s							1		2	1							12	2		Square	1029		1	2	3		
11060101	Sister	Liv had returned, and Nanami also volunteered to join. Gray Raven decides to take the path that Watanabe mentioned and heads toward the bureau.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								1	67		1		50	24	300	10070304				110601010	11060101	110601	11060101				24	180	10			1	1110611			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1030		1	2	3		
11060102	Child	Under the desert was a gigantic city that wasn't recorded on maps. You decided to walk around first.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								2	67		1		50	24	300	11060101				110601020	11060102	110602	11060102				24	180	10			1	1110612			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1031		1	2	3		
11060103	Dismemberment	It's difficult to find the entry to the bureau on bare foot. Going high above the ground may be a good option.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		101					1								3	67		1		50	24	300	11060102				110601030	11060103	110603	11060103				24	180	10			1	1110613			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1121						12	2		Square			1	2	3		
11060104	Blade	New variants awaited Gray Raven on the high platform. Defeat them.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0601.png		102					1								4	67		1		50	24	300	11060103				110601040	11060104	110604	11060104				24	180	10			1	1110614			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Rectangle	1033		1	2	3		
11060105	Against the Current	According to Watanabe, this city belonged to Kurono Group. They might have put the map in one of the facilities in the city center.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								5	67		1		50	24	300	11060104				110601050	11060105	110605	11060105				24	180	10			1	1110615			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1034		1	2	3		
11060106	Ending	The conflict between Nanami and Watanabe seemed to have started here. A number of Corrupted had gathered here since they left.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								6	67		1		50	24	300	11060105				110601060	11060106	110606	11060106				24	180	10			1		3110616		3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1035		1	2	3		
11070101	Recurrence	粛清部隊との交戦が造反と看做され、グレイレイヴン指揮官はニコラに拘束された。一方、廃墟にいるルシアが目を覚ます。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0701.png		101					1								1	71		1		56	24	300	10080304				110701010	11070101	110701	11070101				24	210	10			1	1110711			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Rectangle	1036		1	2	3		
11070102	Defense	粛清部隊の攻撃によりグレイレイヴンは深部へと落下し、散り散りになってしまった。ルシアは移動中にリーとリーフを発見する。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								2	71		1		56	24	300	11070101				110701020	11070102	110702	11070102				24	210	10			1	1110712	3110712		3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1037		1	2	3		
11070103	Kindred	隊員を捜索していたグレイレイヴンは、交戦中のワタナベとナナミを見つけた。交戦の理由は不明だが、まずは止めなくては。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								3	71		1		56	24	300	11070102				110701030	11070103	110703	11070103				24	210	10			1	1110713	3110713		3	Have all members survive	Die less than once	Die less than twice							1		2	1	1122						12	2		Square			1	2	3		
11070104	Friends	どうやらカムイも侵蝕体と戦闘中のようだ。グレイレイヴンは援護に向かう。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		111					1								4	71		1		56	24	300	11070103				110701040	11070104	110704	11070104				24	210	10			1		3110714		3	Have all members survive	Die less than once	Die less than twice							1		2	1	1123						12	2		Square			1	2	3		
11070105	Treasure Hunt	地底のグレイレイヴンは、指揮官とコンタクトを取るためにもまず地上に戻る方法を探すことにした。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0702.png		101					1								5	71		1		56	24	300	11070104				110701050	11070105	110705	11070105				24	210	10			1	1110721			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Rectangle	1040		1	2	3		
11070106	Fantasy	どうやら粛清部隊も内部抗争に巻き込まれていたようだ。「グレイレイヴンを攻撃しない」という条件付きで、ビアンカは出口捜索のチームに合流した。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								6	71		1		56	24	300	11070105				110701060	11070106	110706	11070106				24	210	10			1		3110722		3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1041		1	2	3		
11080101	Report	帕弥什一举感染统治局外围的感染体和空中的伊甸，危亡之间哈桑让你孤军出战，目标：统治局！	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								1	74		1		58	24	300	11070106				110801010	11080101	110801	11080101				24	240	10			1	1110811			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1042		1	2	3		
11080102	Retrospective Memory	グレイレイヴンは遺跡を通り抜け、統治局にたどり着いた。そこで待ち受けていたのは、かつての仲間の成れの果てだった……	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								2	74		1		58	24	300	11080101				110801020	11080102	110802	11080102				24	240	10			1	1110812			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1043		1	2	3		
11080103	Dark Pursuit	パニシングに侵蝕された仲間に加えて最初に遭遇した特異体も現れ、グレイレイヴンの行く手に立ち塞がった。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png		102					1								3	74		1		58	24	300	11080102				110801030	11080103	110803	11080103				24	240	10			1	1110813			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1125						12	2		Square			1	2	3		
11080104	Relentless	感染体们的愿望是包含自身在内的毁灭，一旦伊甸被帕弥什占领，那事情将不可收拾，突破过去。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0801.png		111					1								4	74		1		58	24	300	11080103				110801040	11080104	110804	11080104				24	240	10			1	1110814			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Rectangle	1045		1	2	3		
11080105	Alter Ego	统治局毫无疑问是一个不见底的深渊，而根据七实所说的，帕弥什的主电脑放在了最下层。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								5	74		1		58	24	300	11080104				110801050	11080105	110805	11080105				24	240	10			1	1110821			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1126						12	2		Square			1	2	3		
11080106	Unity	ルナの手により蘇ったティファが深淵への道を守っている。まずはティファの操る侵蝕体を倒さなければならない。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png		101					1								6	74		1		58	24	300	11080105				110801060	11080106	110806	11080106				24	240	10			1	1110822	3110822		3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Square	1047		1	2	3		
11090101	Reply Signal		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0902.png		9					1								1	77		1		60	24	300	10090401				110801040	11090101	110804	11090101				24	240	10			1	1110911			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1128						12	2		Rectangle			1	2	3		
11090102	Assist		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0909.png		9					1								2	77		1		60	24	300	11090101				110801050	11090102	110805	11090102				24	240	10			1	1110912			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1128						12	2		Rectangle			1	2	3		
11090103	Lose Again		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0906.png		9					1								3	77		1		60	24	300	11090102				110801060	11090103	110806	11090103				24	240	10			1	1110913	3110913		3	Have all members survive	Die less than once	Die less than twice							1		2	1	1128						12	2		Rectangle			1	2	3		
11100101	Threat		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH01001.png		13	317	20004			1								1	77		1		60	24	300	10100304				110801010	11100101	110801	11100101				24	240	10			1	1111011			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		Rectangle			1	2	3		
11100102	Spider		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH01002.png		13	317	20004			1								2	77		1		60	24	300	11100101				110801020	11100102	110802	11100102				24	240	10			1	1111012			3	Have all members survive	Die less than once	Die less than twice							1		2	1	5006						12	2		Rectangle			1	2	3		
11100103	Obstacles		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH01003.png		13	317	20004			1								3	77		1		60	24	300	11100102				110801030	11100103	110803	11100103				24	240	10			1	1111013			3	Have all members survive	Die less than once	Die less than twice							1		2	1	5006						12	2		Rectangle			1	2	3		
11100104	Return		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH01004.png		13		20004			1								4	77		1		60	24	300	11100103				110801040	11100104	110804	11100104				24	240	10			1				3	Have all members survive	Die less than once	Die less than twice							1		2	1	5006						12	2		Rectangle			1	2	3		
11100105	Deviate		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH01005.png		13		20004			1								5	77		1		60	24	300	11100104				110801050	11100105	110805	11100105				24	240	10			1	1111021			3	Have all members survive	Die less than once	Die less than twice							1		2	1	5006						12	2		Rectangle			1	2	3		
11100106	Decision		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH01006.png		13	317	20004			1								6	77		1		60	24	300	11100105				110801060	11100106	110806	11100106				24	240	10			1	1111022	3111022		3	Have all members survive	Die less than once	Die less than twice							1		2	1	5006						12	2		Rectangle			1	2	3		
11110100	Puppet		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1101.png		16		20006			1								0	77		1		62	24	300	10110112				110801010	11110101	110801	11110101				24	240	10			1				3	Have all members survive	Die less than once	Die less than twice							1		2	1	8020						12	2		Rectangle			1	2	3		
11110101	Entry		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1102.png		16	326	20006			1								1	77		1		62	24	300	11110100				110801020	11110102	110802	11110102				24	240	10			1	YC01101BA	YC01101EA		3	Have all members survive	Die less than once	Die less than twice							1		2	1	8020						12	2		Rectangle			1	2	3		
11110102	Disguise		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1103.png		16	301	20006			1								2	77		1		62	24	300	11110101				110801030	11110103	110803	11110103				24	240	10			1	YC01102BA	YC01102EA		3	Have all members survive	Die less than once	Die less than twice							1		2	1	8020						12	2		Rectangle			1	2	3		
11110105	Mesmerized	They're all trapped in this place, yet they're excited as ever for this event. Are they controlled too deep—or are they poisoned by this dream?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben11Img1.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben11TitleBg1.png	17		20006			1								3	77		1		62	24	300	11110102				110801050	11110105	110805	11110105				24	240	10			1	YC01103BA			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2	2	Square			1	2	3		
11110103	Confusion		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1104.png		16	327	20006			1								4	77		1		62	24	300	11110105				110801040	11110104	110804	11110104				24	240	10			1		YC01104EA		3	Have all members survive	Die less than once	Die less than twice							1		2	1	8020						12	2		Rectangle			1	2	3		
11110104	Diminishing		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1105.png		17	327	20006			1								5	77		1		62	24	300	11110103				110801050	11110105	110805	11110105				24	240	10			1	YC01105BA	YC01105EA		3	Have all members survive	Die less than once	Die less than twice							1		2	1	8020						12	2		Rectangle			1	2	3		
11120101	Trojan Horse		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1201.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben11TitleBg1.png	28		20007			1								1	80		0		65	24	300	10120111				110801010	11120101	110801	11120101				24	240	10			1	YC01201BA			3	Have all members survive	Die less than once	Die less than twice							1		2	1	1121						12	2		RectangleEx			1	2	3		
11120102	Trapped Hound	Who was the real prey? Cerberus, or Roland?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben12Img1.png		28		20007			1								2	80		0		65	24	300	11120101	10120108										24	240	10			1	YC01202BA			3	Have all members survive	Die less than once	Die less than twice							1		2	1								2	2	SquareEx			1	2	3		
11120103	Gold & Centaur		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1202.png		28		20007			1								3	80		0		65	24	300	11120102	10120122			110801010	11120103	110801	11120103				24	240	10			1	YC01203BA	YC01203EA		3	Have all members survive	Die less than once	Die less than twice							1		2	1	5003						12	2		RectangleEx			1	2	3		
11120104	Fireworks		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1203.png		28		20007			1					101201070			4	80		0		65	24	300	11120103	10120120			110801010	11120104	110801	11120104				24	240	10			1	YC01204BA			3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		RectangleEx			1	2	3		
11120105	Deceptor	Lamia owed Watanabe a favor.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben12Img1.png		28		20007			1								5	80		0		65	24	300	11120104	10120118										24	240	10			1	YC01205BA			3	Have all members survive	Die less than once	Die less than twice							1		2	1								2	2	SquareEx			1	2	3		
11120106	Another Ending	The war was coming to an end. Everybody had their own thoughts and plans.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben12Img1.png		28		20007			1								6	80		0		65	24	300	11120105	11120105										24	240	10			1	YC01206BA			3	Have all members survive	Die less than once	Die less than twice							1		2	1								2	2	SquareEx			1	2	3		
11120107	Seize		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH1204.png		28		20007			1								7	80		0		65	24	300	11120106	10120125			110801010	11120107	110801	11120107				24	240	10			1	YC01207BA	YC01207EA		3	Have all members survive	Die less than once	Die less than twice							1		2	1							12	2		RectangleEx			1	2	3		
30000101	Experiment	This is a formidable Boss.			111					1								1			0				300																					3							30000101					3	1										Rectangle			1	2	3		
30000102	Elite	This is a formidable Boss.			111					1								2			0				300	30000101																				3							30000101					3	1										Rectangle			1	2	3		
30000103	Knight	This is a formidable Boss.			111					1								3			0				300	30000102																				3							30000101					3	1										Rectangle			1	2	3		
30000104	Chaos	This is a formidable Boss.			111					1								4			0				300	30000103																				3							30000101					3	1										Rectangle			1	2	3		
30000105	Hell	This is a formidable Boss.			111					1								5			0				300	30000104																				3							30000101					2	1										Rectangle			1	2	3		
30000106	Hidden	This is a formidable Boss.			111					1								5			0				60	30000104																				3							30000101					2	1										Rectangle			1	2	3		
30000201	Experiment	This is a formidable Boss.			111					1								1			0				300																					3							30000101					3	1										Rectangle			1	2	3		
30000202	Elite	This is a formidable Boss.			111					1								2			0				300	30000201																				3							30000101					3	1										Rectangle			1	2	3		
30000203	Knight	This is a formidable Boss.			111					1								3			0				300	30000202																				3							30000101					3	1										Rectangle			1	2	3		
