StageId	ModelId	BossName	Score	PreFullScore[1]	PreFullScore[2]	PreFullScore[3]	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	OpenCondition[1]	OpenCondition[2]	BuffDetailsId[1]	BuffDetailsId[2]	BuffDetailsId[3]	BuffDetailsId[4]	BuffDetailsId[5]	FeaturesId[1]	FeaturesId[2]	FeaturesId[3]	SkillTitle[1]	SkillDesc[1]	SkillTitle[2]	SkillDesc[2]	SkillTitle[3]	SkillDesc[3]	SkillTitle[4]	SkillDesc[4]	SkillTitle[5]	SkillDesc[5]	SkillTitle[6]	SkillDesc[6]	SkillTitle[7]	SkillDesc[7]	SkillTitle[8]	SkillDesc[8]	SkillTitle[9]	SkillDesc[9]	SkillTitle[10]	SkillDesc[10]	SkillTitle[11]	SkillDesc[11]	SkillTitle[12]	SkillDesc[12]	AttackName[1]	AttackName[2]	AttackName[3]
30000916	Mb1BraveMd010011	Riot	200000				80000	96000	24000	6	Hidden	HIDE	0	2	420010										Infinite	60s continuous challenge. Once the boss is defeated, it will respawn with increased HP for up to 10 times.	Random Laser	Fires multiple laser beams on the map. Increased number of laser beams with random position and movement.	Scatter Laser	Fires multiple laser beams on the map.	Grapeshot Blast	Quickly fires bullets in a fan-shape.	Energy Blast	Fires a powerful energy beam.	Gravity Bomb	Bomb follows the target slowly, exploding on contact.															
30000911	Mb1BraveMd010011	Riot	12500				5000	6000	1500	1	Test	TEST	1	2											Energy Blast	Fires a powerful energy beam.	Gravity Bomb	Bomb follows the target slowly, exploding on contact.																							
30000912	Mb1BraveMd010011	Riot	25000				10000	12000	3000	2	Elite	ELITES	1	2											Scatter Shot	Quickly fires bullets in a fan-shape.	Energy Blast	Fires a powerful energy beam.	Gravity Bomb	Bomb follows the target slowly, exploding on contact.																					
30000913	Mb1BraveMd010011	Riot	50000				20000	24000	6000	3	Knight	KNIGHT	1	2											Scatter Laser	Fires multiple laser beams on the map.	Scatter Shot	Quickly fires bullets in a fan-shape.	Energy Blast	Fires a powerful energy beam.	Gravity Bomb	Bomb follows the target slowly, exploding on contact.																			
30000914	Mb1BraveMd010011	Riot	100000				40000	48000	12000	4	Chaos	CHAOS	0	2											Random Laser	Fires multiple laser beams on the map. Increased number of laser beams with random position and movement.	Scatter Laser	Fires multiple laser beams on the map.	Scatter Shot	Quickly fires bullets in a fan-shape.	Energy Blast	Fires a powerful energy beam.	Gravity Bomb	Bomb follows the target slowly, exploding on contact.																	
30000915	Mb1BraveMd010011	Riot	200000				80000	96000	24000	5	Hell	HELL	0	2											Random Laser	Fires multiple laser beams on the map. Increased number of laser beams with random position and movement.	Scatter Laser	Fires multiple laser beams on the map.	Scatter Shot	Quickly fires bullets in a fan-shape.	Energy Blast	Fires a powerful energy beam.	Gravity Bomb	Bomb follows the target slowly, exploding on contact.																	
30000917	Mb1BraveMd010011	Riot	200000				80000	96000	24000	6	Hidden	HIDE	0	2	420011										Infinite	60s continuous challenge. Once the boss is defeated, it will respawn with increased HP for up to 10 times.	Random Laser	Fires multiple laser beams on the map. Increased number of laser beams with random position and movement.	Scatter Laser	Fires multiple laser beams on the map.	Grapeshot Blast	Quickly fires bullets in a fan-shape.	Energy Blast	Fires a powerful energy beam.	Gravity Bomb	Bomb follows the target slowly, exploding on contact.															
30001001	Mb1LuosaitarenMd000001	Rosetta	12500				5000	6000	1500	1	Test	TEST	1	2								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30001002	Mb1LuosaitarenMd000001	Rosetta	25000				10000	12000	3000	2	Elite	ELITES	1	2								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30001003	Mb1LuosaitarenMd000001	Rosetta	50000				20000	24000	6000	3	Knight	KNIGHT	1	2								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30001004	Mb1LuosaitarenMd000001	Rosetta	100000				40000	48000	12000	4	Chaos	CHAOS	0	2								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30001005	Mb1LuosaitarenMd000001	Rosetta	200000				80000	96000	24000	5	Hell	HELL	0	2								3			Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.					
30001006	Mb1LuosaitarenMd000001	Rosetta	200000				80000	96000	24000	6	Hidden	HIDE	0	2	420012							3			Infinite	60s continuous challenge. Once the boss is defeated, it will respawn with increased HP for up to 10 times.	Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.			
30001201	Mb1MelodyhuaxuMd10001	Huaxu	12500				5000	6000	1500	1	Test	TEST	1	2			90012	90013							Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																			
30001202	Mb1MelodyhuaxuMd10001	Huaxu	25000				10000	12000	3000	2	Elite	ELITES	1	2			90012	90013							Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																			
30001203	Mb1MelodyhuaxuMd10001	Huaxu	50000				20000	24000	6000	3	Knight	KNIGHT	1	2			90012	90013							Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																			
30001204	Mb1MelodyhuaxuMd10001	Huaxu	100000				40000	48000	12000	4	Chaos	CHAOS	0	2			90012	90013							Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																			
30001205	Mb1MelodyhuaxuMd10001	Huaxu	200000				80000	96000	24000	5	Hell	HELL	0	2			90012	90013							Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																	
30001206	Mb1MelodyhuaxuMd10001	Huaxu	200000				80000	96000	24000	6	Hidden	HIDE	0	2	420013		90012	90013							Infinite	60s continuous challenge. Once the boss is defeated, it will respawn with increased HP for up to 10 times.	Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.															
