Id	GroupId	Order	Name	Desc	Author	Bg	LockBg	UnLockTime	Condition	IsShowRedPoint	BgWidth	BgHigh	BgOffSetX	BgOffSetY
105006	5	6	Eve Fireworks	Happy New Year!		Assets/Product/Texture/Image/BgUi/BgFightLoading12.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png			0	1920	1080	0	0
107001	7	1	Clash	The angry Camu slams his greatsword at Roland.		Assets/Product/Texture/Image/BgCg/Cg1301_3.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84800105	0	1280	720	0	0
107002	7	2	Rozen Thorns	The long sought for battle finally begins.		Assets/Product/Texture/Image/BgCg/Cg1301_1.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84800116	0	1280	720	0	0
107003	7	3	Response	Now a Transcendant, what is Camu's answer?		Assets/Product/Texture/Image/BgCg/Cg1301_7.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84800120	0	1280	720	0	0
108001	8	1	Bloody Confession	You're dying here, today.		Assets/Product/Texture/Image/BgCg/Cg1301_5.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84900106	0	1280	720	0	0
108002	8	2	Sandy Babe	Night beach, fireworks, a question you don't know how to answer.		Assets/Product/Texture/Image/BgCg/Cg1301_2.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84900108	0	1280	720	0	0
106001	6	1	Ink-lit Hermit	The quiet river flows through the mountains where cranes live.		Assets/Product/Texture/Image/BgCg/Cghb001.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		812001	1	1280	720	0	0
106002	6	2	Eventide Glow	The flowing crimson clouds saw her smile.		Assets/Product/Texture/Image/BgCg/Cghb002.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		812002	1	1280	720	0	0
106003	6	3	Oceanic Blues	The ocean tunes under the blue summer sky.		Assets/Product/Texture/Image/BgCg/Cghb003.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		812003	1	1280	720	0	0
106004	6	4	Puella Subnautica	The white maiden on the summer beach.		Assets/Product/Texture/Image/BgCg/Cghb004.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		812004	1	1280	720	0	0
106005	6	5	Shells and Tulle	Clear skies. Hot sand. The dazzling two.		Assets/Product/Texture/Image/BgCg/Cghb005.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		812005	1	1280	720	0	0
