Id	GroupId	Order	Type	Title	Text	Condition
8340012	83400	2	1	Data II	Its legs are the mutated wheels formed by the Eternal Engine's wheels and Conversion Probes. With these virus-contaminated legs, it is able to cling on to other objects, jump long distances, and move at high speed. The giant ancillaries installed on its joints are there to support its weighty body.	800003
8340013	83400	3	1	Data III	Its heat dissipator is the heat-dissipating carriage of the nuclear fusion reactor. After transforming into a Rail Heterozygote, its energy consumption has rocketed and the heat dissipator has been working without rest. As a result, the heat dissipator has become its weakness.	800003
8340014	83400	4	1	Data IV	The Hetero Explore Units embedded inside function as its visual system.	800003
8340015	83400	5	1	Data V	The nuclear fusion reactor was originally the train's engine. It was taken by Rail Heterozygote to fuel itself.	800003
8340021	83400	1	2	Story	After the space station core corrupted the Eternal Engine, it has carried out self-modification with the train's industrial carriage. Traces of forceful and crude assemblage can be observed. The modification has yet to be completed due to time restrictions, which is why numerous Repair Units can still be seen moving on its body.	800004
8111011	81110	1	1	Data I	The two legs and the support pillar enable high-speed movement. The power cables are exposed.	800003
8111012	81110	2	1	Data II	It can shoot a highly destructive electrical beam.	800003
8111021	81110	1	2	Story	Once a large engineering robot for urban use. During the early outbreak of the Punishing Virus, it became refitted and militarized by humans. They were, however, only used inside of Central Purification Filters to avoid exposure to the virus.	800004
8322011	83220	1	1	Data I	Rosetta can shoot a highly destructive spear-like energy beam. This function will, however, overload her and thus has a very long cooldown.	800003
8322012	83220	2	1	Data II	Rosetta's back thrusters enable her to fly and even levitate for a short distance. Rosetta uses this function to approach her target almost instantaneously.	800003
8322013	83220	3	1	Data III	Her thrusters are stored inside her lower body when they are not in use.	800003
8322021	83220	1	2	Story	This silver-haired humanoid hybrid Construct is the current leader of the Forest Guard in South Murmansk Port. Rosetta and Derek, the Narwhal, are long-acquainted. She is also able to communicate with it.	800004
8310011	83100	1	1	Data	A pitch-black Construct. Brutal and swift in battle, his greatsword is often the first and last thing that his enemies see.	800003
8310021	83100	1	2	Story	Appears to be connected with Kamui. No further information.	800004
8350011	83500	1	1	Data	■■■■	800000
8350012	83500	1	2	Story	■■■■	800000
8352011	83520	1	1	Data	■■■■	800000
8352012	83520	1	2	Story	■■■■	800000
8360011	83600	1	1	Data I	As one of the Ascendants, Gabriel's powerful body enables him to crush any enemy standing in his way like a storm.	800003
8360012	83600	2	1	Data II	Gabriel had modified and redesigned his own body numerous times to free himself from the constraints of machines. In fact, such modifications are still under way.	800003
8360021	83600	1	2	Story I	Despite his dislike for humans, Gabriel does not oppose human culture. He reads all sorts of books during his free time and even marks them with notes.	800004
8360022	83600	2	2	Story II	In contrary to his rough looks, Gabriel has great mechanical knowledge and is a master of tactics and strategies. Every step he takes in battle has been well calculated.	800004
