Id	ChapterId	Order	Name	SubName	Icon	DescTitle	Desc	Condition	UnLockTime	StoryId[0]	StoryId[1]
303011	30301	163	XX Month/XX Day, Sunny				Nanami's got a diary book today!	84303011		1130311	
303012	30301	164	Day XX, Expectation				Nanami will live happily ever after. Just like daddy and mommy...	84303012		1130312	
303013	30301	165	Day XX, Fissure				Everybody has stopped going to class. Daddy and mommy also stayed home.	84303013		1130313	
303014	30301	166	Day XX, Decision				I... must... fight...	84303014		1130314	
303015	30301	167	Day XX, Anomaly				Why are there... machines... in Nanami's arm?	84303015		1130321	
303016	30301	168	Day XX, Truth				We have lied to you...	84303016		1130322	3130322
303017	30301	169	Day XX, A New Journey				From now on, Nanami's alone...	84303017		1130323	
303021	30302	1	Pulse Strike				Make sure you wait for Nanami! I'll be back!	84303021		1130331	
303022	30302	2	Barren Land				Even scavengers cannot survive on this barren land.	84303022		1130332	
303023	30302	3	Between Friends				We are friends. Always are!	84303023		1130333	
303024	30302	4	Hunting Ground				A scavenger had witnessed some Construct in the hunting ground.	84303024		1130334	
303025	30302	5	Born as Human				All this attacking and robbing... Are we really that different from the Corrupted?	84303025		1130335	
303026	30302	6	Beyond Friendship				Tell her that we are thankful... and sorry.	84303026		1130336	
303027	30302	7	Secret of the Hunting Ground				I... still don't really understand what it means to live, but well, I'm not human to start with.	84303027		1130337	
304011	30401	170	Core Parts				You can have this robot on your birthday, Murray.	84304011		1130171	
304012	30401	171	At What Cost				I don't care what I do, or what price I pay... As long as Murray can stay alive.	84304012		1130172	
304013	30401	172	Thug in a Suit				Just some simple modifications. 30 seconds are more than enough.	84304013		1130173	
304014	30401	173	Little Robot				When Murray's not around... This robot can stay with you, brother...	84304014		1130174	
304015	30401	174	Robotic Heart				Leave all the risk to me.	84304015		1130175	
304016	30401	175	So Close, Yet So Far				You'll be fine. Everything will be fine.	84304016		1130176	
304017	30401	176	Binary - Assemble				That dancing robot is still incomplete.	84304017		1130177	
305011	30501	177	Sand Pit				The sand pit is the children's favorite playground. But to some, it could be a place of malice.	84305011		1130511	
305012	30501	178	Crazy Old Nutter and Little Dummy				They say you are crazy, but you are the only one who has cared for me.	84305012		1130512	
305013	30501	179	Hidden in Danger				Remorse is just another form of craziness. Truth lies in danger.	84305013		1130513	
305014	30501	180	Stolen Hope				The kids laughed as they took away her treasure. No one noticed the hatred in her eyes.	84305014			1130514
305015	30501	181	Light Lost				A sudden blackout put everybody in panic.	84305015		1130515	
305016	30501	182	The Punishment				If someone must be punished, I'll be the one and only.	84305016		1130516	
305017	30501	183	Spiral of Causality				Be it known or unknown, the spiral of causality never stops.	84305017		1130517	
306011	30601	184	Physical Training				We're used to it, but what's the point in it?	84306011		1130611	
306012	30601	185	Imagine the Future				Money and survival, that's what humans live for.	84306012		1130612	
306013	30601	186	Snow Rescue				Oasis, Bruce, Watanabe, prepare to move out. Our mission, search and rescue.	84306013		1130613	
306014	30601	187	Don't Stop				Don't mourn the dead with sorrow, Watanabe.	84306014		1130614	3130614
306015	30601	188	Saving Hope				No matter how hopeless, as long as I can save someone...	84306015		1130615	
306016	30601	189	Who's the First				I can't always let that brave soldier be ahead of me...	84306016		1130616	
306017	30601	190	Oasis Squad				Oasis will be under my leadership starting from today! That is Bruce's... last order!	84306017		1130617	
306021	30602	212	Retreat				Before the shuttle successfully lands on Babylonia, the torch of humanity is in your hands.	84306021		1130621	
306022	30602	213	Reminisce				Bruce and I are different. If you could spend more time with him, I'm sure you will be proud of him.	84306022		1130622	
306023	30602	214	Infiltrate the Airport				I'll leave my back to you then, Captain Cyril!	84306023		1130623	
306024	30602	215	Ambush				Command Center! Why are there missile attacks?!	84306024		1130624	
306025	30602	216	Standoff				I will continue to fight on Earth, for Bruce!	84306025		1130625	3130625
306026	30602	217	Final Choice				Watanabe, I thank you for your service to humanity on behalf of Babylonia.	84306026		1130626	
306027	30602	218	Finding Oasis				He hobbled across the scorching desert in search of "Oasis".	84306027		1130627	
307011	30701	191	May We Be Blessed				Someone will soon come here and take us to a safe place.	84307011		1130411	
307012	30701	192	Forgotten Church				More and more people are coming to Snow Plain Church in this arctic land.	84307012		1130412	
307013	30701	193	Prayer & Faith				I'm willing to give everything... even my life.	84307013		1130413	
307014	30701	194	To the Light				Take them to somewhere safe before the blizzard comes again.	84307014		1130414	
307015	30701	195	Protection & Judgement				Be prepared to atone for your sins, for I shall be your judgement!	84307015		1130415	3130415
307016	30701	196	Snowfall				Follow your heart, my child.	84307016		1130416	3130416
307017	30701	197	Losing Myself				God, if I ever lose myself, I am willing to accept any judgement and punishment.	84307017		1130417	
307021	30702	198	Lily				Toby holds out the supply pack to Bianca, and on top of the pack lies a single white lily.	84307021		1130421	
307022	30702	199	Bold Request				The quiet of the night is shattered by a series of footsteps reverberating through the empty corridor.	84307022		1130422	3130422
307023	30702	200	Daedalus				Allow me to introduce myself. I'm Wen, chairman of Daedalus Security Company.	84307023		1130423	
307024	30702	201	Dreams				Keep it up. I'm sure you'll make your dreams come true before long.	84307024		1130424	
307025	30702	202	The Truth				When the warehouse was lit up, what came into Bianca's sight, instead of the company's goods, were the Constructs restrained by the restraint devices.	84307025		1130425	
307026	30702	203	The Ending				It's all over. Time to take a break...	84307026		1130426	
307027	30702	204	Invite				I took lots of wrong paths when I was your age, but those experiences have made me who I am.	84307027		1130427	
308011	30801	205	Chit-Chat				Large-scale missions are always exciting.	84308011		1130811	
308012	30801	206	First Team				The first team of Task Force is the most powerful.	84308012		1130812	
308013	30801	207	Battle-Type Construct				They always fight relentlessly, as if fighting is the sole reason for them to exist.	84308013		1130813	
308014	30801	208	Large-scale Extermination Mission				This is a large scale mission to eliminate Corrupted.	84308014			3130814
308015	30801	209	Dilemma				During the battle, Constructs have received orders... But every single order is different.	84308015		1130815	
308016	30801	210	Sparks of Farewell				Among liquid and parts, the sparks bid farewell to a friend under the setting sun.	84308016		1130816	
308017	30801	211	Dark Side				Shh. You don't have to be afraid. No need to know who I am either... For you will eventually become me.	84308017		1130817	
309011	30901	219	Colors				Meka announced the travel plans to the painting Ayla. Ayla was very excited.	84309011		1130911	
309012	30901	220	The Beginning				Among the frolicking children, an ancient story is going to be reenacted by inhuman creatures.	84309012		1130912	3130912
309013	30901	221	Friends				Ayla made a friend because of "Thunderstorm".	84309013		1130913	
309014	30901	222	The Letter				Ayla received unexpected news as she was preparing for her exhibition.	84309014		1130914	3130914
309015	30901	223	A Gift				Ayla received a "gift" from Selena, causing minor changes in her mood.	84309015		1130915	
309016	30901	224	Farewell				Ayla is determined to set off on her journey, leaving behind an unfinished painting.	84309016		1130916	
309017	30901	225	The Other				What was Selena feeling when she was surrounded by the Corrupted?	84309017		1130917	
310011	31001	233	Hyena				Risking her life to steal food rations, a shelter that could have been broken through at any moment... It was the world in the eyes of a girl named "Hyena".	84310011		1131011	
310012	31001	234	Wrench				A burst of noise outside the shelter drew Hyena's attention. Maybe today would be a little bit different?	84310012		1131012	
310013	31001	235	Sophia				"Hyena" was no longer "Hyena". She became soft-hearted and adorable, all because of the... "family".	84310013		1131013	
310014	31001	236	Catastrophe				Within a mere few hours, everyone's fate would be changed completely. Most of them would not be able to see the sunrise again.	84310014		1131014	
310015	31001	237	Sworn Enemy				The letter indicated the direction of hatred, but was it really that simple?	84310015		1131015	
310016	31001	238	The Truth				The truth changed everything.	84310016		1131016	3131016
310017	31001	239	When the Day Comes				A letter with Akdilek's wax seal lay on President Hassen's desk...	84310017		1131017	
311011	31101	1	No.1				Tsk, why is he getting all the benefits?	84311011		JZ11201BA	
311012	31101	2	Dialogue				A smart person knows when to do what. Focus on the moment and plan for the future.	84311012		JZ11202BA	
311013	31101	3	Connection				Please break the memory connection immediately. If you exceed your connection threshold, memory loss may occur!	84311013		JZ11203BA	
311014	31101	4	Proud Work				You have perfect Tantalum-193 heteropolymer adaptability and beautiful biological readings. Looks like we have a high chance of success.	84311014		JZ11204BA	
311015	31101	5	Available Resource				Whether you are the weapon or the user, once you are on the battlefield, you share the same fate.	84311015		JZ11205BA	JZ11205EA
311016	31101	6	Leader				Hurry up, Leader! Let's go together.	84311016		JZ11206BA	JZ11206EA
311017	31101	7	Scar				A warrior fears not wounds nor bleeding.	84311017		JZ11207BA	
312011	31201	1	The Redheaded Death				"Isn't she... the Redheaded Death?"	84312011		JZ11301BA	
312012	31201	2	Construct - Vera				At the medic station, Vera raised her hand with determination to fight at the front lines.	84312012		JZ11302BA	
312013	31201	3	Evacuation				The battlefield was not as good as Vera had thought. Her squad was eliminated as expected.	84312013		JZ11303BA	
312014	31201	4	Shrouded in Darkness				Vera was locked in the detention room for the fighting with the Constructs calling her the death.	84312014		JZ11304BA	
312015	31201	5	Embrace the Pain				Instead of following the orders, Vera decided to do what her heart said—protect the city at all cost.	84312015		JZ11305BA	
312016	31201	6	Among the Agonies				Vera and other soldiers were overwhelmed by the Corrupted. She painfully realized what she should do now.	84312016		JZ11306BA	JZ11306EA
312017	31201	7	File: Iron Maiden				Taking away Tifa's pain was all Vera could do for her.	84312017		JZ11307BA	
313011	31301	1	The Eve				Like his master said, Camu accepted the serum injection and became a Kurono soldier.	84313011		JZ15101BA	
313012	31301	2	Soldier				Camu and his companions were dispatched to the mobile fleet. During their missions, they realized how cruel the world was.	84313012		JZ15102BA	
313013	31301	3	Pact				The serum did not stop a soldier from dying. Camu discovered something when he delivered the goods to Kurono.	84313013		JZ15103BA	
313014	31301	4	Incinerate				What had to be burned down was not only the city occupied by the Corrupted, but also the "Corrupted" themselves.	84313014		JZ15104BA	JZ15104EA
313015	31301	5	Crawling				Grasping their weapons with rage, Camu and his companions marched to Kurono's base.	84313015		JZ15105BA	
313016	31301	6	Avengers				This was a battle between the Constructs and the Corrupted. Surrounded by blazing flames, everything fell into darkness.	84313016		JZ15106BA	JZ15106EA
313017	31301	7	Kamui				"I'd like to see how you live through this world, Kamui."	84313017		JZ15107BA	
400101	4001	291	Cottie				The leader of the mysterious organization only briefly existed in history. What's the true identity of this Memory?	84400101		1140111	3140111
400102	4001	292	Einsteina				As the renowned "brain" of the mysterious organization, Dr. Einsteina, the legendary Memory, has a secret side.	84400102		1140112	3140112
400103	4001	293	Becky				She's the No.3 database of the mysterious organization. Will anyone ever witness her power?	84400103			3140113
400104	4001	294	Condelina				According to the record, this Memory is able to utilize sounds to manipulate people's minds. Will Gray Raven be able to resist the temptation?	84400104		1140114	3140114
400105	4001	295	Athmail				She's the greatest weapon of the Syndicute. What will her power be...?	84400105			3140115
400106	4001	296	Guinevere				A girl once lost her life in the pursuit of love. What Memory did she leave behind?	84400106		1140116	3140116
400107	4001	297	Heisen				As the No.1 mad scientist of the Syndicute, she had stepped into the realm of death beyond any sanity. Yet, she faced a cruel future.	84400107			3140117
400108	4001	298	Shakespeare				Gray Raven was looking forward to someone normal... This time, it's the hymn of emotions.	84400108		1140118	3140118
400109	4001	299	Catherine				This is dedicated to you, my beloved rose garden.	84400109			3140119
400110	4001	300	Aife				Aife was the last sniper and the greatest treasure left behind by the Syndicute. She must be rescued for the sake of the humanity's future.	84400110		1140121	3140121
5001001	5001	301	Unveiling the Golden Veil	M_1 			Hidden in the darkness before Dawn, Gray Raven traveled through sandstorms and entered the unpopulated desert named "Golden Vortex".	845001001		1170111	
5001002	5001	302	Mystery of the Light Pillar	M_3 			In the center of Golden Vortex was a group of buildings shrouded in the "Golden Pillar". Its origin was still unknown to Gray Raven.	845001002		1170113	
5001003	5001	303	Value of Existence	B II_1 			Yesterday at noon time, Goldfinch changed their mission objective and started heading toward the center of Golden Vortex.	845001003		1170131	
5001004	5001	304	Contribution	B II_4 			As the night started to fall, Goldfinch members seemed to have foreseen their upcoming fate...	845001004		1170134	
5001005	5001	305	Lone Raven	M_5 			After the communication with Liv was cut, Lee left to search for her. Lucia stayed back with the commandant.	845001005		1170115	
5001006	5001	306	Royal Guards	M_8 			The queen's royal guards chased after Lucia and the commandant. They had to run for almost an hour...	845001006		1170152	
5001007	5001	307	Red Light, Green Light	B III_1 			Minutes after Lee left, he was trapped among a group of guards with peculiar behaviors...	845001007		1170141	
5001008	5001	308	Big Gamble	B III_3 			Lee fought a tough battle in the underground secret passage. The guards wanted to trap him to death...	845001008		1170143	
5001009	5001	309	Letter of Invitation	M_9 			When Lucia was trapped in a tough fight, the mysterious queen sent her royal guards to invite the commandant to her palace.	845001009		1170153	
5001010	5001	310	Queen's Arrival	M_11 			It was nearly noon, the sun was hanging high in the sky and scorching the Golden Vortex. The "Golden Queen" finally revealed herself...	845001010		1170155	
5001011	5001	311	Digging Site	B I_2 			Browning finally found the device after searching in the desert for almost 40 minutes. But it was covered under some golden powder...	845001011		1170122	
5001012	5001	312	Aftermath	B I_4 			After more than 10 minutes of digging, the device was almost out. But Browning triggered a landmine underneath it...	845001012		1170124	
5001013	5001	313	Cheap Shot	B I_6 			Liv returned to her Construct after 5 minutes of hacking into the system. But Browning...	845001013		1170126	
5001014	5001	314	Explosive Encounter	B I_7 			Liv seized the opportunity for a "mutual destruction" with Browning...	845001014		1170127	
5002001	5002	315	Maverick	M I_1 			Watanabe reached the Golden Vortex in the morning. The enemy info was still unknown, but he charged in alone.	845001015		1170211	
5002002	5002	316	Risk Transfer	M I_3 			10 minutes into the Golden Vortex, Watanabe met Bianca and decided to follow her.	845001016		1170213	
5002003	5002	317	Saving the Earth	M II_1 			After sending Liv away, Bianca searched in the sand for half an hour because she had figured out Babylonia's real intention...	845001017		1170221	
5002004	5002	318	Old Habit	M I_4 			It didn't take long before Watanabe was forced to reveal himself...	845001018		1170214	
5002005	5002	319	Choice	M I_6 			Watanabe's rescue plan faced challenge immediately after he got away from Bianca...	845001019		1170216	
5002006	5002	320	Relic	M I_8 			After leaving the weather engine, Watanabe found a pendant of the Forsaken from a guard...	845001020		1170241	
5002007	5002	321	Queen's Treat	M II_3 			Golden Queen revealed her true form to Gray Raven. Meanwhile, Bianca had explored Golden Vortex for hours, but the sample analysis still hadn't succeeded...	845001021		1170223	
5002008	5002	322	Queen's Request	M I_12 			Golden Queen announced her requests to the commandant and Babylonia in her palace.	845001022		1170245	
5002009	5002	323	Promise	M I_10 			Watanabe and Bianca fought for almost 10 minutes, but neither was going to win. The guards took the opportunity and laid siege on them...	845001023		1170243	
5002010	5002	324	Off Form	B_1 			Kamui and Roland fought all the way to the northwest of Golden Vortex, when Kamui discovered some anomaly in Roland's Construct...	845001024		1170231	
5002011	5002	325	Promise Keeper	M I_11 			It took Watanabe an hour to make sure all Forsaken had safely evacuated. Some tried to persuade him not to return and help Bianca...	845001025		1170244	
5002012	5002	326	Hostage	M II_5 			After defeating the "Silent Guards", Bianca followed the strange noise into a secret chamber with humans locked up in it...	845001026		1170225	
5002013	5002	327	Two Ways of Rescue	M II_7 			Bianca defeated the warden and freed all the hostages. Bianca stopped her as he wanted to take his own men.	845001027		1170227	
5002014	5002	328	Golden Antibody	M II_8 			Despite letting the hostage go, Bianca still took the Golden Antibody... But the royal guards suddenly attacked her!	845001028		1170228	
5002015	5002	329	Negotiation	B_3 			After confronting each other for many more minutes, Kamui almost made Roland devastated...	845001029		1170233	
5002016	5002	330	For Commandant	M I_13 			Bianca fought alongside the Forsaken to defeat the royal guards. Once again, she faced different choices...	845001030		1170246	
5003001	5003	331	Follower	M I_1 			Karenina sneaked into the Golden Vortex from the south. But she didn't know she was being followed...	845001031		1170311	
5003002	5003	332	Human Experiment	M l_4 			Nanami joined Karenina to defeat the guards of the main building together, but she disappeared within 5 minutes...	845001032		1170312	
5003003	5003	333	Starting Again	M l_6 			The communication was restored for minutes and Karenina completed her mission with flying colors. It's up to her where she wants to go now.	845001033		1170313	
5003004	5003	334	Resistance	M l_7 			Blasting through dozens of walls, Karenina decided to explore Golden Vortex in her own way...	845001034		1170314	
5003005	5003	335	Merge	M l_9 			Nanami returned, but she brought bad news about Roland the Ascendant...	845001035		1170315	
5003006	5003	336	Vision	M l_11 			Nanami's hacking only took a few minutes. She failed to trace Roland in the internal network, but she found out that Nithart took the commandant of Gray Raven...	845001036		1170316	
5003007	5003	337	Tracking the Sound	M l_13 			After defeating golden guards and royal guards, they were only one door away from the commandant...	845001037		1170317	
5003008	5003	338	Deterrence	B ll_1 			Under Roland's order, the Corrupted managed to stall Kamui for over 2 hours, only to make him fight even harder...	845001038		1170332	
5003009	5003	339	Hospitality	M ll_1 			After getting rid of Kamui, Roland carefully assessed the threat of Golden Antibody...	845001039		1170321	
5003010	5003	340	Seeking Help	M ll_3 			Captured by Nithart, Roland was unfortunately covered in the antibody and suffered for 90 minutes...	845001040		1170322	
5003011	5003	341	Communication Disorder	B l_1 			After leaving Karenina, Nanami finally found the thing that caught her attention.	845001041		1170331	
5003012	5003	342	Blockage	M ll_4 			Roland spent an hour calling for help, but the reinforcement didn't arrive as expected.	845001042		1170323	
5003013	5003	343	Mutual Destruction	M ll_6 			Due to the antibody, Roland was completely overwhelmed by Nanami. He had to use more extreme methods to save himself.	845001043		1170324	
5003014	5003	344	Annihilation	M ll_7 			As the building collapsed, Roland fell into the ruins. He had a chance to prove himself again...	845001044		1170325	
5004001	5004	345	Hound or Eagle	M_1 			Soldiers of Babylonia gathered for the first time in the afternoon. The truth of Golden Antibody was soon announced...	845001045		1170411	
5004002	5004	346	Unity	M_4 			The queen's royal guards all appeared. Gray Raven's evacuation plan was interrupted once again.	845001046		1170412	
5004003	5004	347	Total Alert	M_5 			An hour into the ambush against Gray Raven, Golden Queen once again destroyed the Constructs' formation...	845001047		1170413	
5004004	5004	348	Prelude of Pandemic	M_7 			As the power system of Golden Vortex crashed, Babylonia's remote communication was restored. Gray Raven managed to contact Hassen...	845001048		1170414	
5004005	5004	349	Climb	M_8 			50 minutes into the evacuation, Gray Raven and other Constructs finally found the correct route.	845001049		1170415	
5004006	5004	350	Expansion	B ll_1 			Minutes into the trap, Karenina discovered the secret to the expanding numbers of golden guards...	845001050		1170433	
5004007	5004	351	Scorching Hot	B lll_2 			7 minutes after Bianca defeated the guards, she encountered another out-of-control guard...	845001051		1170434	
5004008	5004	352	Bet	M_9 			Far away in the space, an emergency meeting was taking place in Babylonia's ship...	845001052		1170421	
5004009	5004	353	Dynasty	M_12 			Gray Raven successfully held off the royal guards. Infuriated, Golden Queen exposed her biggest weakness...	845001053		1170422	
5004010	5004	354	Master Gamer	B l_1 			Kamui was too powerful to be contained. Golden Queen had to separate him from the others...	845001054		1170431	
5004011	5004	355	Exit	B l_3 			After successfully contaminating the power system, Roland left the Golden Vortex with his damaged Construct...	845001055		1170432	
5004012	5004	356	Collapse	M_14 			Unable to stop her loss, the Golden Queen's frame broke down. Golden Vortex collapsed, and so did her "dynasty"...	845001056		1170423	
5004013	5004	357	Source of Disaster	M_15 			Before sunset, Punishing Virus converted countless defeated guards into Corrupted. They were "reborn" from the Golden Vortex's ruins...	845001057		1170424	
700101	7001	1	Port Hub				Information saved	8470100		BJ00101BA	BJ00101EA
700102	7001	2	Unloading Area				Information saved	8470100		BJ00102BA	BJ00102EA
700103	7001	3	Core Management Area				Information saved	8470100		BJ00103BA	BJ00103EA
700201	7002	4	Reunion Pavilion				Information saved	8470200		BJ00104BA	BJ00104EA
700202	7002	5	Dream Terrace				Information saved	8470200		BJ00105BA	BJ00105EA
700203	7002	6	Cloud Passage				Information saved	8470200		BJ00106BA	BJ00106EA
700301	7003	7	Maintenance Tunnel				Information saved	8470300		BJ00107BA	BJ00107EA
700302	7003	8	Shopping Town				Information saved	8470300		BJ00108BA	BJ00108EA
700303	7003	9	Yazaki Park				Information saved	8470300		BJ00109BA	BJ00109EA
700401	7004	10	Counter Corridor				Information saved	8470400		BJ00110BA	BJ00110EA
700402	7004	11	Anti-Direct Hit Partition				Information saved	8470400		BJ00111BA	BJ00111EA
700403	7004	12	QR Passageway				Information saved	8470400		BJ00112BA	BJ00112EA
700501	7005	13	Bamboo Garden				Information saved	8470500		BJ00201BA	BJ00201EA
700502	7005	14	Hospital Buildings				Information saved	8470500		BJ00202BA	
700503	7005	15	Underground Factory				Information saved	8470500			BJ00203EA
700601	7006	16	Titan Trench				Information saved	8470600		BJ00204BA	BJ00204EA
700602	7006	17	Hangar Passage				Information saved	8470600		BJ00205BA	BJ00205EA
700603	7006	18	Residential Area				Information saved	8470600		BJ00206BA	BJ00206EA
700701	7007	19	Bunker Dune				Information saved	8470700		BJ00207BA	BJ00207EA
700702	7007	20	Reinforced Passage				Information saved	8470700		BJ00208BA	BJ00208EA
700703	7007	21	Data Center				Information saved	8470700		BJ00209BA	BJ00209EA
700801	7008	22	Ghost Coast				Information saved	8470800		BJ00210BA	BJ00210EA
700802	7008	23	Quick Reaction Passage				Information saved	8470800		BJ00211BA	BJ00211EA
700803	7008	24	Radar Station				Information saved	8470800		BJ00212BA	BJ00212EA
800101	8001	1	HelloWorld	EX01_1 			The Start of Summer Time	84800101		ZX01301BA	
800102	8001	2	Summer Beach Fun	EX01_2 			An aqua ocean, soft sand, and little surprises.	84800102		ZX01302BA	ZX01302EA
800103	8001	3	Chat about the Future	EX01_3 			The Gray Ravens have settled down and started enjoying themselves on the beach...	84800103		ZX01303BA	
800104	8001	4	Cat and Mouse - Fake	EX01_4 			Rats are just a bunch of tiny creatures, but at least they can entertain you...	84800104		ZX01304BA	ZX01304EA
800105	8001	5	Transcendant	EX01_5 			Kamui woke up, but he looked like another person entirely...	84800105		ZX01305BA	ZX01305EA
800106	8001	6	Uncontrolled Reality	EX01_6 			Things seemed to have gone beyond your control now...	84800106		ZX01306BA	ZX01306EA
800107	8001	7	Into the Abyss	EX01_7 			Enter the unknown realm.	84800107		ZX01307BA	
800108	8001	8	Searing	EX01_8 			Hot day, hot blood.	84800108		ZX01308BA	
800109	8001	9	It's Gonna Work	EX01_9 			When you are not sure what a button or switch does, you have to rely on your intuition.	84800109		ZX01309BA	
800110	8001	10	System Warnings	EX01_10 			Illegal operation detected.	84800110		ZX01310BA	ZX01310EA
800111	8001	11	Ant Venom	EX01_11 			The pain boiling in the heart.	84800111		ZX01311BA	
800112	8001	12	Scientific Solutions	EX01_12 			Bomb the best!	84800112			ZX01312EA
800113	8001	13	Dead End	EX01_13 			Cannot be caught by that guy, not now.	84800113		ZX01313BA	
800114	8001	14	Countdown	EX01_14 			I'll be waiting there.	84800114		ZX01314BA	ZX01314EA
800115	8001	15	Bloody Confession	EX01_15 			You're dying here, today.	84800115		ZX01315BA	
800116	8001	16	M.A.D	EX01_16 			When will you understand that they're nothing but enemies?	84800116		ZX01316BA	ZX01316EA
800117	8001	17	The End of Childhood	EX01_17 			Everyone dies, and so does our childhood.	84800117		ZX01317BA	ZX01317EA
800118	8001	19	Rose Stem	EX01_19 			It might have thorns. It might also secretly want you to hold it.	84800118		ZX01318BA	
800119	8001	18	Your Life Story	EX01_18 			After a series of dreadful events, your summer finally began.	84800119		ZX01319BA	
800120	8001	20	The Necessary Black Sheep	EX01_20 			That's right, we haven't forgotten you.	84800120		ZX01320BA	
900101	9001	1	Shome	EX01_1 			The sound of anxious back-and-forth pacing fills the research room, deep in the facility.	84900101		YC01301BA	
900102	9001	2	Crushed Bones	EX01_2 			Covet that which shan't be coveted, and be prepared to go through fire and water.	84900102		YC01302BA	
900103	9001	3	The Forgotten Land	EX01_3 			Wind blows over the vast desert, sweeping up sand and dust into a storm.	84900103		YC01303BA	YC01303EA
900104	9001	4	Venus Splash Park	EX01_4 			At the moment of its completion, time became frozen on this enchanted isle. The observation platform, dreamily hanging in the sky, looks almost like a border between fantasy and reality.	84900104		YC01304BA	YC01304EA
900105	9001	5	Game Starts	EX01_5 			Everything will end here, through a spectacular finale.	84900105		YC01305BA	
900106	9001	6	Ascension-Network	EX01_6 			Hmph, and what have you discovered? —Huff... The essence of... the Ascension-Network.	84900106		YC01306BA	
900107	9001	7	Suspicions	EX01_7 			I keep thinking she seems a little weird today.	84900107		YC01307BA	
900108	9001	8	A Trivial Moment	EX01_8 			The sound of footsteps come from the end of the walkway, adding from liveliness to the sluggish street.	84900108		YC01308BA	YC01308EA
600101	6001	240	Different Plans				Liv seemed to be troubled by something lately. After some discussion, Lucia explained everything...	96000001	2021/12/30 7:00	1180211	
600102	6001	241	Mysterious Helper				To prepare a secret Christmas celebration for Liv, other Gray Raven members and the commandant started to take action. They also met a great helper.	96000002	2021/12/30 7:00	1180212	
600103	6001	242	Operation Begins				Information saved	96000003	2021/12/30 7:00	1180213	3180213
600104	6001	243	Lumberjack				Information saved	96000004	2021/12/30 7:00	1180214	3180214
600105	6001	244	Super Christmas Tree				Nanami brought back a Christmas tree, but Lucia and Lee were puzzled by the choice of decorations.	96000005	2021/12/30 7:00	1180215	
600106	6001	245	Operation Christmas				Liv also ended up joining the preparation. Everyone was working full on for the final stage before the Christmas celebration.	96000006	2021/12/30 7:00	1180216	
600107	6001	246	Lone Wolf				Information saved	96000007	2021/12/30 7:00	1180217	
600108	6001	247	Fireworks and Presents				Thanks to Karenina, the fireworks were lit up. When the folks gathered outside to watch the fireworks show, snowflakes started to fall.	96000008	2021/12/30 7:00	1180218	
600109	6001	248	Merry Christmas!				In the end, everyone decided to take a group photo to celebrate Gray Raven and other Constructs' first ever Christmas.	96000009	2021/12/30 7:00		1180219
600201	6002	249	Narwhal				Information saved				3180111
600202	6002	250	Returning to the Surface				Gray Raven was attacked on the way to the surface...			1180112	
600203	6002	251	Forest Guard				Gray Raven had an emergency landing in the snow ruins and encountered a local force.			1180113	
600204	6002	252	Aurora				Information saved			1180814	3180114
600205	6002	253	Watch From Afar				Information saved			1180115	
600206	6002	254	Blade to Blade				Information saved			1180116	3180816
600207	6002	255	Stubbornness & Courage				The locals were surprisingly stubborn and brave, even against a formidable enemy.			1180117	
600208	6002	256	Reasons to Fight				Information saved			1180118	
600209	6002	257	Tide of Machines				The Corrupted from deep sea swarmed the Murmansk Port!			1180121	
600210	6002	258	Chaos				Information saved			1180822	
600211	6002	259	Reunion				Information saved			1180123	
600212	6002	260	Failed Work				Information saved			1180124	3180124
600213	6002	261	Direction of Hope				Narwhal Derek saved a seed of hope for Rosetta. What would happen to her in future...?			180825	
600701	6007	262	Snowmark				Information saved			1180131	3180131
600702	6007	263	Sub-Zero Guardian				Information saved			1180135	3180135
600301	6003	264	Stars and Sands				After the battle ended, Babylonia forged an alliance with Akdilek. As the Gray Raven hadn't left the train, they received an order to assist the train repair works.			1180311	
600302	6003	265	Chaotic Carriages				Before getting to the next check point, Gray Ravens had to pass a commoners' carriage corrupted by the Heterozygote. Meanwhile, someone caught up with them...			1180312	
600303	6003	266	Baby Dream				Gray Ravens arrived at the central stronghold, the industrial carriage. Lee would team up with the repairers to face the dangers in this carriage.			1180313	
600304	6003	267	Endless Tunnel				Sophia informed Gray Ravens out of the blue that a substantial malfunction forced the train to stop in an emergency...			1180314	
600305	6003	268	Gronin Station				The repair works nearly came to an end. It was time to farewell this train at this nostalgic place.			1180315	
600401	6004	269	Sleeping Beauty				Are you clear about the rules, my "Sleeping Beauty"?			1180411	
600402	6004	270	Little Red Cap				All good now. Commandant, why are you using remote communication... Do you mind explaining?			1180412	3180412
600403	6004	271	Two Musketeers				And I am Lee... We are like two musketeers now.			1180413	
600404	6004	272	Ali Baba				Is this another trick that Lord is playing on me?			1180414	
600405	6004	273	The Three Little Pigs				Let us show you the power of the trio!			1180415	
600406	6004	274	Puss in Boots				...What a terrible joke.			1180416	
600407	6004	275	Pinocchio				You are a pervert, aren't you?!			1180417	
600408	6004	276	Daughter of the Ocean				These are the guidelines on Connection Chambers.			1180418	
600409	6004	277	The Prince				It doesn't matter what Commandant sees in me, because I only have one thing to do, right from the beginning.			1180419	
600410	6004	278	Happy April Fools' Day!				It's great when everyone comes together, Commandant. I wish we can spend every year, every month, and every holiday like this.			1180421	
600411	6004	279	Sky Lord Celica				The world fell into darkness, and I became the Lord of the Skies.			1180422	
