Id	CharacterId	ResourcesId	Name	Quality	Description	WorldDescription	Icon	BigIcon	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	Priority	ItemKey	ItemCount	SmallHeadIcon	BigHeadIcon	RoundnessNotItemHeadIcon	RoundnessHeadIcon	BigRoundnessHeadIcon	HalfBodyImage	RoleCharacterBigImage	RoundnessNotItemHeadIconLiberation	SmallHeadIconLiberation	BigHeadIconLiberation	CharacterIcon
6610101	1061002	1060101	Generic	1	Default — Kamui: Bastion	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010101.png	19005					830	32	3	Assets/Product/Texture/Image/Role/RoleHeadShenwei.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6610102	1061002	1060102	Generic - Modified	2	Default — Kamui: Bastion	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010102.png	19005					820	32	6	Assets/Product/Texture/Image/Role/RoleHeadShenwei.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6610103	1061002	1060103	Generic - Final	2	Default — Kamui: Bastion	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010103.png	19005					810	32	9	Assets/Product/Texture/Image/Role/RoleHeadShenwei.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6610104	1061002	1060104	End Messenger	5	Corrosion — Kamui: Bastion	The enhanced lower-body structure allows the wearer of this outfit to quickly dash across cities full of obstacles. Also has a low-level filter installed.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010701Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010701.png	10016					800	32	21	Assets/Product/Texture/Image/Role/RoleHeadShenwei.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6610104.png
6610105	1061002	1060105	Gray Feathers: Bastion	5	Uniform — Kamui: Bastion	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010702Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010702.png	10016					795	32	27	Assets/Product/Texture/Image/Role/RoleHeadShenwei.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6610105.png
6710101	1071002	1070101	Generic	1	Default — Karenina: Blast	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10710010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710010101.png	19006					790	32	3	Assets/Product/Texture/Image/Role/RoleHeadKalie.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigKalieninaNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6710102	1071002	1070102	Generic - Modified	2	Default — Karenina: Blast	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10710010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710010102.png	19006					780	32	6	Assets/Product/Texture/Image/Role/RoleHeadKalie.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigKalieninaNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6710103	1071002	1070103	Generic - Final	2	Default — Karenina: Blast	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10710010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710010103.png	19006					770	32	9	Assets/Product/Texture/Image/Role/RoleHeadKalie.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigKalieninaNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6710104	1071002	1070104	Gray Feathers: Blast	5	Uniform — Karenina: Blast	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10710020201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710020201.png	10016					765	32	27	Assets/Product/Texture/Image/Role/RoleHeadKalie.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigKalieninaNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6710104.png
6710105	1071002	1070105	Crack 'n Blast	5	Spring Festival — Karenina: Blast	This limited-edition Spring Festival outfit was designed for female Constructs specifically by Babylonia. Its design refers to traditional clothing of the Golden Age, and highlights the cheerful yet vintage fashion without hindering combat function.	Assets/Product/Texture/Image/IconToolsSp/Clo10710029131Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710029131.png						765	32	14	Assets/Product/Texture/Image/Role/RoleHeadKalie.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigKalieninaNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6710105.png
6810101	1081002	1080101	Generic	1	Default — Watanabe: Nightblade	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10810010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10810010101.png	19007					760	32	3	Assets/Product/Texture/Image/Role/RoleHeadDubian.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadDubian2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadDubian2.png	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigDubianNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadDubian5.png	Assets/Product/Texture/Image/Role/RoleHeadDubian6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6810102	1081002	1080102	Generic - Modified	2	Default — Watanabe: Nightblade	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10810010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10810010102.png	19007					750	32	6	Assets/Product/Texture/Image/Role/RoleHeadDubian.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadDubian2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadDubian2.png	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigDubianNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadDubian5.png	Assets/Product/Texture/Image/Role/RoleHeadDubian6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6810103	1081002	1080103	Generic - Final	2	Default — Watanabe: Nightblade	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10810010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10810010103.png	19007					740	32	9	Assets/Product/Texture/Image/Role/RoleHeadDubian.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadDubian2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadDubian2.png	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigDubianNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadDubian5.png	Assets/Product/Texture/Image/Role/RoleHeadDubian6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6810104	1081002	1080104	Gray Feathers: Nightblade	5	Uniform — Watanabe: Nightblade	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10810020201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10810020201.png	10016					735	32	27	Assets/Product/Texture/Image/Role/RoleHeadDubian.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadDubian2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadDubian2.png	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigDubianNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadDubian5.png	Assets/Product/Texture/Image/Role/RoleHeadDubian6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6810104.png
6310201	1031002	1030201	Generic	1	Default — Liv: Lux	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10310020101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310020101.png	19009					730	32	3	Assets/Product/Texture/Image/Role/RoleHeadLifuS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6310202	1031002	1030202	Generic - Modified	2	Default — Liv: Lux	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10310020102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310020102.png	19009					720	32	6	Assets/Product/Texture/Image/Role/RoleHeadLifuS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6310203	1031002	1030203	Generic - Final	2	Default — Liv: Lux	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10310020103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310020103.png	19009					710	32	9	Assets/Product/Texture/Image/Role/RoleHeadLifuS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6310204	1031002	1030204	Gray Feathers: Lux	5	Uniform — Liv: Lux	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10310020201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310020201.png	10016					705	32	27	Assets/Product/Texture/Image/Role/RoleHeadLifuS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5S.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310204.png
6210201	1021002	1020201	Generic	1	Default — Lucia: Dawn	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10210020101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210020101.png	19008					700	32	3	Assets/Product/Texture/Image/Role/RoleHeadluxiyaS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6210202	1021002	1020202	Generic - Modified	2	Default — Lucia: Dawn	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10210020102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210020102.png	19008					690	32	6	Assets/Product/Texture/Image/Role/RoleHeadluxiyaS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6210203	1021002	1020203	Generic - Final	2	Default — Lucia: Dawn	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10210020103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210020103.png	19008					680	32	9	Assets/Product/Texture/Image/Role/RoleHeadluxiyaS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6210204	1021002	1020204	Gothic	5	Underground Arena — Lucia: Dawn	Cruel yet elegant; she is one of the most formidable candidates in the ring. Still, many dream of becoming her new owner and taking her away.	Assets/Product/Texture/Image/IconToolsSp/Clo10210020701Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210020701.png	10016					670	32	33	Assets/Product/Texture/Image/Role/RoleHeadluxiyaS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6210204.png
6210205	1021002	1020205	Gray Feathers: Dawn	5	Uniform — Lucia: Dawn	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10210020201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210020201.png	10016					665	32	27	Assets/Product/Texture/Image/Role/RoleHeadluxiyaS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3S.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2SSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR2LuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5S.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6S.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2S.png	Assets/Product/Texture/Image/IconCoating/IconCoating6210205.png
6310301	1031003	1030301	Generic	1	Default — Liv: Luminance	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10310030101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310030101.png	19011					660	32	3	Assets/Product/Texture/Image/Role/RoleHeadLifuSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6310302	1031003	1030302	Generic - Modified	2	Default — Liv: Luminance	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10310030102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310030102.png	19011					650	32	6	Assets/Product/Texture/Image/Role/RoleHeadLifuSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6310303	1031003	1030303	Generic - Final	2	Default — Liv: Luminance	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10310030103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310030103.png	19011					640	32	9	Assets/Product/Texture/Image/Role/RoleHeadLifuSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
