Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	CharacterType	Name	LogName	Description	NeedFirstShow
3035007	0	3	5	5		14064	0		1507	1	Samantha	5★ Memory Samantha Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow the Construct's elemental attacks to disrupt the battlefield.	0
3035008	0	3	5	5		14074	0		1508	1	Mozart	5★ Memory Mozart Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow Construct to use Matrix more freely.	0
3035050	0	3	5	5		14504	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 3	Liv's Christmas outfit.	0
3036001	0	3	6	6		15004	0		1601	1	Condelina	6★ Memory Condelina Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Basic Attack power.	0
3036002	0	3	6	6		15014	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Fire DMG.	0
3036003	0	3	6	6		15024	0		1603	1	Heisen	6★ Memory Heisen Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Lightning DMG.	0
3036004	0	3	6	6		15034	0		1604	1	Darwin	6★ Memory Darwin Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when pinging Signal Orbs.	0
3036005	0	3	6	6		15044	0		1605	1	Hanna	6★ Memory Hanna Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase bonuses after a 3-Ping.	0
3036006	0	3	6	6		15054	0		1606	1	Cottie	6★ Memory Cottie Grid 3	Memory Chip of one who was guided by destiny. Equip to increase a Construct's Signature Move DMG.	0
3036007	0	3	6	6		15064	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3036008	0	3	6	6		15074	0		1608	1	Catherine	6★ Memory Catherine Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3036009	0	3	6	6		15084	0		1609	1	Einsteina	6★ Memory Einsteina Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3036010	0	3	6	6		15094	0		1610	1	Philip II	6★ Memory Philip II Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3036011	0	3	6	6		15104	0		1611	1	Guinevere	6★ Memory Guinevere Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3036012	0	3	6	6		15114	0		1612	1	Frederick	6★ Memory Frederick Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3042001	0	4	2	2		11003	0		1201	1	Speer	2★ Memory Speer Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's ATK.	0
3043001	0	4	3	3		12003	0		1301	1	Modell	3★ Memory Modell Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Melee ATK.	0
3043002	0	4	3	3		12013	0		1304	1	Hermann	3★ Memory Hermann Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Ranged ATK.	0
3044001	0	4	4	4		13003	0		1401	1	Archimedes	4★ Memory Archimedes Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Physical DMG.	0
3044002	0	4	4	4		13013	0		1404	1	Edison	4★ Memory Edison Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Elemental DMG.	0
3044003	0	4	4	4		13023	0		1407	1	Alice	4★ Memory Alice Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's healing ability.	0
3044004	0	4	4	4		13033	0		1410	1	Cunningham	4★ Memory Cunningham Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Construct Physical ATK when damaged.	0
3044005	0	4	4	4		13043	1		1413	1	Anderia	4★ Memory Anderia Grid 4	Memory Chip of one who was once a fairy tale author. Can summon a robot when equipped.	0
3045001	0	4	5	5		14003	0		1501	1	Erwin	5★ Memory Erwin Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Physical ATK.	0
3045002	0	4	5	5		14013	0		1502	1	Aife	5★ Memory Aife Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3045003	0	4	5	5		14023	0		1503	1	Ike	5★ Memory Ike Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Elemental ATK.	0
3045004	0	4	5	5		14033	0		1504	1	Voltaire	5★ Memory Voltaire Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3045005	0	4	5	5		14043	0		1505	1	Gloria	5★ Memory Gloria Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3045006	0	4	5	5		14053	0		1506	1	Richelieu	5★ Memory Richelieu Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's Physical ATK.	0
3045007	0	4	5	5		14063	0		1507	1	Samantha	5★ Memory Samantha Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow the Construct's elemental attacks to disrupt the battlefield.	0
3045008	0	4	5	5		14073	0		1508	1	Mozart	5★ Memory Mozart Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow Construct to use Matrix more freely.	0
3045050	0	4	5	5		14503	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 4	Liv's Christmas outfit.	0
3046001	0	4	6	6		15003	0		1601	1	Condelina	6★ Memory Condelina Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Basic Attack power.	0
3046002	0	4	6	6		15013	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Fire DMG.	0
3046003	0	4	6	6		15023	0		1603	1	Heisen	6★ Memory Heisen Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Lightning DMG.	0
3046004	0	4	6	6		15033	0		1604	1	Darwin	6★ Memory Darwin Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when pinging Signal Orbs.	0
3046005	0	4	6	6		15043	0		1605	1	Hanna	6★ Memory Hanna Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase bonuses after a 3-Ping.	0
3046006	0	4	6	6		15053	0		1606	1	Cottie	6★ Memory Cottie Grid 4	Memory Chip of one who was guided by destiny. Equip to increase a Construct's Signature Move DMG.	0
3046007	0	4	6	6		15063	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3046008	0	4	6	6		15073	0		1608	1	Catherine	6★ Memory Catherine Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3046009	0	4	6	6		15083	0		1609	1	Einsteina	6★ Memory Einsteina Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3046010	0	4	6	6		15093	0		1610	1	Philip II	6★ Memory Philip II Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3046011	0	4	6	6		15103	0		1611	1	Guinevere	6★ Memory Guinevere Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3046012	0	4	6	6		15113	0		1612	1	Frederick	6★ Memory Frederick Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3052001	0	5	2	2		11002	0		1201	1	Speer	2★ Memory Speer Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's HP.	0
3053001	0	5	3	3		12002	0		1301	1	Modell	3★ Memory Modell Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce melee DMG taken by Construct.	0
3053002	0	5	3	3		12012	0		1304	1	Hermann	3★ Memory Hermann Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce ranged DMG taken by Construct.	0
3054001	0	5	4	4		13002	0		1401	1	Archimedes	4★ Memory Archimedes Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Physical DMG after a 3-Ping.	0
3054002	0	5	4	4		13012	0		1404	1	Edison	4★ Memory Edison Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Elemental DMG after a 3-Ping.	0
3054003	0	5	4	4		13022	0		1407	1	Alice	4★ Memory Alice Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to weaken the enemy when attacking.	0
3054004	0	5	4	4		13032	0		1410	1	Cunningham	4★ Memory Cunningham Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase DMG dealt to enemies with Super Armor.	0
3055001	0	5	5	5		14002	0		1501	1	Erwin	5★ Memory Erwin Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Physical ATK.	0
3055002	0	5	5	5		14012	0		1502	1	Aife	5★ Memory Aife Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3055003	0	5	5	5		14022	0		1503	1	Ike	5★ Memory Ike Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Elemental ATK.	0
3055004	0	5	5	5		14032	0		1504	1	Voltaire	5★ Memory Voltaire Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3055005	0	5	5	5		14042	0		1505	1	Gloria	5★ Memory Gloria Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3055006	0	5	5	5		14052	0		1506	1	Richelieu	5★ Memory Richelieu Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's Physical ATK.	0
3055007	0	5	5	5		14062	0		1507	1	Samantha	5★ Memory Samantha Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow the Construct's elemental attacks to disrupt the battlefield.	0
3055008	0	5	5	5		14072	0		1508	1	Mozart	5★ Memory Mozart Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow Construct to use Matrix more freely.	0
3055050	0	5	5	5		14502	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 5	Liv's Christmas outfit.	0
3056001	0	5	6	6		15002	0		1601	1	Condelina	6★ Memory Condelina Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Basic Attack power.	0
3056002	0	5	6	6		15012	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Fire DMG.	0
3056003	0	5	6	6		15022	0		1603	1	Heisen	6★ Memory Heisen Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Lightning DMG.	0
3056004	0	5	6	6		15032	0		1604	1	Darwin	6★ Memory Darwin Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when pinging Signal Orbs.	0
3056005	0	5	6	6		15042	0		1605	1	Hanna	6★ Memory Hanna Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase bonuses after a 3-Ping.	0
3056006	0	5	6	6		15052	0		1606	1	Cottie	6★ Memory Cottie Grid 5	Memory Chip of one who was guided by destiny. Equip to increase a Construct's Signature Move DMG.	0
3056007	0	5	6	6		15062	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3056008	0	5	6	6		15072	0		1608	1	Catherine	6★ Memory Catherine Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3056009	0	5	6	6		15082	0		1609	1	Einsteina	6★ Memory Einsteina Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3056010	0	5	6	6		15092	0		1610	1	Philip II	6★ Memory Philip II Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3056011	0	5	6	6		15102	0		1611	1	Guinevere	6★ Memory Guinevere Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3056012	0	5	6	6		15112	0		1612	1	Frederick	6★ Memory Frederick Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3062001	0	6	2	2		11001	0		1201	1	Speer	2★ Memory Speer Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's starting Energy.	0
3063001	0	6	3	3		12001	0		1301	1	Modell	3★ Memory Modell Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase healing effect that the Construct receives.	0
3063002	0	6	3	3		12011	0		1304	1	Hermann	3★ Memory Hermann Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to improve the Construct's healing ability.	0
3064001	0	6	4	4		13001	0		1401	1	Archimedes	4★ Memory Archimedes Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Physical DMG in Matrix.	0
3064002	0	6	4	4		13011	0		1404	1	Edison	4★ Memory Edison Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Elemental DMG in Matrix.	0
3064003	0	6	4	4		13021	0		1407	1	Alice	4★ Memory Alice Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce DMG dealt by the target when attacking.	0
3064004	0	6	4	4		13031	0		1410	1	Cunningham	4★ Memory Cunningham Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase DMG taken by the enemy.	0
3065001	0	6	5	5		14001	0		1501	1	Erwin	5★ Memory Erwin Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Physical ATK.	0
3065002	0	6	5	5		14011	0		1502	1	Aife	5★ Memory Aife Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3065003	0	6	5	5		14021	0		1503	1	Ike	5★ Memory Ike Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Elemental ATK.	0
3065004	0	6	5	5		14031	0		1504	1	Voltaire	5★ Memory Voltaire Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3065005	0	6	5	5		14041	0		1505	1	Gloria	5★ Memory Gloria Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3065006	0	6	5	5		14051	0		1506	1	Richelieu	5★ Memory Richelieu Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's Physical ATK.	0
3065007	0	6	5	5		14061	0		1507	1	Samantha	5★ Memory Samantha Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow the Construct's elemental attacks to disrupt the battlefield.	0
3065008	0	6	5	5		14071	0		1508	1	Mozart	5★ Memory Mozart Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to allow Construct to use Matrix more freely.	0
3065050	0	6	5	5		14501	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 6	Liv's Christmas outfit.	0
3066001	0	6	6	6		15001	0		1601	1	Condelina	6★ Memory Condelina Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Basic Attack power.	0
3066002	0	6	6	6		15011	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Fire DMG.	0
3066003	0	6	6	6		15021	0		1603	1	Heisen	6★ Memory Heisen Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Lightning DMG.	0
3066004	0	6	6	6		15031	0		1604	1	Darwin	6★ Memory Darwin Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when pinging Signal Orbs.	0
3066005	0	6	6	6		15041	0		1605	1	Hanna	6★ Memory Hanna Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase bonuses after a 3-Ping.	0
3066006	0	6	6	6		15051	0		1606	1	Cottie	6★ Memory Cottie Grid 6	Memory Chip of one who was guided by destiny. Equip to increase a Construct's Signature Move DMG.	0
3066007	0	6	6	6		15061	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3066008	0	6	6	6		15071	0		1608	1	Catherine	6★ Memory Catherine Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3066009	0	6	6	6		15081	0		1609	1	Einsteina	6★ Memory Einsteina Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3066010	0	6	6	6		15091	0		1610	1	Philip II	6★ Memory Philip II Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3066011	0	6	6	6		15101	0		1611	1	Guinevere	6★ Memory Guinevere Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3066012	0	6	6	6		15111	0		1612	1	Frederick	6★ Memory Frederick Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3016014	0	1	6	6		15126	0		1614	1	Patton	6★ Memory Patton Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3026014	0	2	6	6		15125	0		1614	1	Patton	6★ Memory Patton Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3036014	0	3	6	6		15124	0		1614	1	Patton	6★ Memory Patton Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3046014	0	4	6	6		15123	0		1614	1	Patton	6★ Memory Patton Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3056014	0	5	6	6		15122	0		1614	1	Patton	6★ Memory Patton Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3066014	0	6	6	6		15121	0		1614	1	Patton	6★ Memory Patton Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when dodging.	0
3016013	0	1	6	6		15136	0		1613	1	Bathlon	6★ Memory Bathlon Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Dark DMG.	0
3026013	0	2	6	6		15135	0		1613	1	Bathlon	6★ Memory Bathlon Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Dark DMG.	0
3036013	0	3	6	6		15134	0		1613	1	Bathlon	6★ Memory Bathlon Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Dark DMG.	0
3046013	0	4	6	6		15133	0		1613	1	Bathlon	6★ Memory Bathlon Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Dark DMG.	0
3056013	0	5	6	6		15132	0		1613	1	Bathlon	6★ Memory Bathlon Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Dark DMG.	0
3066013	0	6	6	6		15131	0		1613	1	Bathlon	6★ Memory Bathlon Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Dark DMG.	0
3016015	0	1	6	6		15142	0		1615	1	Zu Wenyuan	6★ Memory Zu Wenyuan Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Ice DMG.	0
3026015	0	2	6	6		15141	0		1615	1	Zu Wenyuan	6★ Memory Zu Wenyuan Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Ice DMG.	0
3036015	0	3	6	6		15140	0		1615	1	Zu Wenyuan	6★ Memory Zu Wenyuan Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Ice DMG.	0
3046015	0	4	6	6		15139	0		1615	1	Zu Wenyuan	6★ Memory Zu Wenyuan Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Ice DMG.	0
3056015	0	5	6	6		15138	0		1615	1	Zu Wenyuan	6★ Memory Zu Wenyuan Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Ice DMG.	0
3066015	0	6	6	6		15137	0		1615	1	Zu Wenyuan	6★ Memory Zu Wenyuan Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Construct's Ice DMG.	0
3016016	0	1	6	6		15136	0		1616	2	Koya	6★ Transcendant Memory Koya Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3026016	0	2	6	6		15135	0		1616	2	Koya	6★ Transcendant Memory Koya Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3036016	0	3	6	6		15134	0		1616	2	Koya	6★ Transcendant Memory Koya Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3046016	0	4	6	6		15133	0		1616	2	Koya	6★ Transcendant Memory Koya Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3056016	0	5	6	6		15132	0		1616	2	Koya	6★ Transcendant Memory Koya Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3066016	0	6	6	6		15131	0		1616	2	Koya	6★ Transcendant Memory Koya Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3015051	0	1	5	5		14516	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 1		0
3025051	0	2	5	5		14515	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 2		0
3035051	0	3	5	5		14514	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 3		0
3045051	0	4	5	5		14513	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 4		0
3055051	0	5	5	5		14512	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 5		0
3065051	0	6	5	5		14511	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 6		0
3015052	0	1	5	5		14526	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 1		0
3025052	0	2	5	5		14525	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 2		0
3035052	0	3	5	5		14524	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 3		0
3045052	0	4	5	5		14523	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 4		0
3055052	0	5	5	5		14522	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 5		0
3065052	0	6	5	5		14521	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 6		0
3014006	0	1	4	4		11006	0		1416	2	Nimitz	4★ Transcendant Memory Nimitz Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3024006	0	2	4	4		11005	0		1416	2	Nimitz	4★ Transcendant Memory Nimitz Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3034006	0	3	4	4		11004	0		1416	2	Nimitz	4★ Transcendant Memory Nimitz Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3044006	0	4	4	4		11003	0		1416	2	Nimitz	4★ Transcendant Memory Nimitz Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3054006	0	5	4	4		11002	0		1416	2	Nimitz	4★ Transcendant Memory Nimitz Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3064006	0	6	4	4		11001	0		1416	2	Nimitz	4★ Transcendant Memory Nimitz Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3015009	0	1	5	5		11056	0		1509	2	Boudica	5★ Transcendant Memory Boudica Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3025009	0	2	5	5		11055	0		1509	2	Boudica	5★ Transcendant Memory Boudica Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3035009	0	3	5	5		11054	0		1509	2	Boudica	5★ Transcendant Memory Boudica Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3045009	0	4	5	5		11053	0		1509	2	Boudica	5★ Transcendant Memory Boudica Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3055009	0	5	5	5		11052	0		1509	2	Boudica	5★ Transcendant Memory Boudica Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3065009	0	6	5	5		11051	0		1509	2	Boudica	5★ Transcendant Memory Boudica Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase a Transcendant's ATK.	0
3015055	0	1	5	5		14500	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 1		0
3025055	0	2	5	5		14499	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 2		0
3035055	0	3	5	5		14498	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 3		0
3045055	0	4	5	5		14497	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 4		0
3055055	0	5	5	5		14496	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 5		0
3065055	0	6	5	5		14495	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 6		0
3015056	0	1	5	5		14494	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 1		0
3025056	0	2	5	5		14493	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 2		0
3035056	0	3	5	5		14492	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 3		0
3045056	0	4	5	5		14491	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 4		0
3055056	0	5	5	5		14490	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 5		0
3065056	0	6	5	5		14489	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 6		0
3015501	0	1	5	5		14512	1		20000	1	Straylight Terminal			0
3025501	0	2	5	5		14513	1		20000	1	Straylight Terminal			0
3035501	0	3	5	5		14514	1		20000	1	Straylight Terminal			0
