Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[3]	ItemId[4]	ItemCount[4]	ConditionId	ResId
315	3015004	2	35	30150042	30150042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015004
316	3015004	3	40	30150043	30150043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015004
317	3015004	4	45	30150044	30150044	11050	505												3015004
318	3015005	0	25	30150050	30150050	500	501	1	8000	40104	3							5000	3015005
319	3015005	1	30	30150051	30150051	1680	502	1	16000	40100	3	40104	3					5000	3015005
320	3015005	2	35	30150052	30150052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015005
321	3015005	3	40	30150053	30150053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015005
322	3015005	4	45	30150054	30150054	11050	505												3015005
323	3015006	0	25	30150060	30150060	500	501	1	8000	40104	3							5000	3015006
324	3015006	1	30	30150061	30150061	1680	502	1	16000	40100	3	40104	3					5000	3015006
325	3015006	2	35	30150062	30150062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015006
326	3015006	3	40	30150063	30150063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015006
327	3015006	4	45	30150064	30150064	11050	505												3015006
328	3015007	0	25	30150070	30150070	500	501	1	8000	40104	3							5000	3015007
329	3015007	1	30	30150071	30150071	1680	502	1	16000	40100	3	40104	3					5000	3015007
330	3015007	2	35	30150072	30150072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015007
331	3015007	3	40	30150073	30150073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015007
332	3015007	4	45	30150074	30150074	11050	505												3015007
333	3015008	0	25	30150080	30150080	500	501	1	8000	40104	3							5000	3015008
334	3015008	1	30	30150081	30150081	1680	502	1	16000	40100	3	40104	3					5000	3015008
335	3015008	2	35	30150082	30150082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015008
336	3015008	3	40	30150083	30150083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015008
337	3015008	4	45	30150084	30150084	11050	505												3015008
338	3015009	0	25	30150090	30150090	500	501	1	8000	40104	3							5000	3015009
339	3015009	1	30	30150091	30150091	1680	502	1	16000	40100	3	40104	3					5000	3015009
340	3015009	2	35	30150092	30150092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015009
341	3015009	3	40	30150093	30150093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015009
342	3015009	4	45	30150094	30150094	11050	505												3015009
343	3016001	0	25	30160010	30160010	700	601	1	10000	40104	4							5000	3016001
344	3016001	1	30	30160011	30160011	2360	602	1	20000	40100	4	40104	4					5000	3016001
345	3016001	2	35	30160012	30160012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016001
346	3016001	3	40	30160013	30160013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016001
347	3016001	4	45	30160014	30160014	15280	605												3016001
348	3016002	0	25	30160020	30160020	700	601	1	10000	40104	4							5000	3016002
349	3016002	1	30	30160021	30160021	2360	602	1	20000	40100	4	40104	4					5000	3016002
350	3016002	2	35	30160022	30160022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016002
351	3016002	3	40	30160023	30160023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016002
352	3016002	4	45	30160024	30160024	15280	605												3016002
353	3016003	0	25	30160030	30160030	700	601	1	10000	40104	4							5000	3016003
354	3016003	1	30	30160031	30160031	2360	602	1	20000	40100	4	40104	4					5000	3016003
355	3016003	2	35	30160032	30160032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016003
356	3016003	3	40	30160033	30160033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016003
357	3016003	4	45	30160034	30160034	15280	605												3016003
358	3016004	0	25	30160040	30160040	700	601	1	10000	40104	4							5000	3016004
359	3016004	1	30	30160041	30160041	2360	602	1	20000	40100	4	40104	4					5000	3016004
360	3016004	2	35	30160042	30160042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016004
361	3016004	3	40	30160043	30160043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016004
362	3016004	4	45	30160044	30160044	15280	605												3016004
363	3016005	0	25	30160050	30160050	700	601	1	10000	40104	4							5000	3016005
364	3016005	1	30	30160051	30160051	2360	602	1	20000	40100	4	40104	4					5000	3016005
365	3016005	2	35	30160052	30160052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016005
366	3016005	3	40	30160053	30160053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016005
367	3016005	4	45	30160054	30160054	15280	605												3016005
368	3016006	0	25	30160060	30160060	700	601	1	10000	40104	4							5000	3016006
369	3016006	1	30	30160061	30160061	2360	602	1	20000	40100	4	40104	4					5000	3016006
370	3016006	2	35	30160062	30160062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016006
371	3016006	3	40	30160063	30160063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016006
372	3016006	4	45	30160064	30160064	15280	605												3016006
373	3016007	0	25	30160070	30160070	700	601	1	10000	40104	4							5000	3016007
374	3016007	1	30	30160071	30160071	2360	602	1	20000	40100	4	40104	4					5000	3016007
375	3016007	2	35	30160072	30160072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016007
376	3016007	3	40	30160073	30160073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016007
377	3016007	4	45	30160074	30160074	15280	605												3016007
378	3016008	0	25	30160080	30160080	700	601	1	10000	40104	4							5000	3016008
379	3016008	1	30	30160081	30160081	2360	602	1	20000	40100	4	40104	4					5000	3016008
380	3016008	2	35	30160082	30160082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016008
381	3016008	3	40	30160083	30160083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016008
382	3016008	4	45	30160084	30160084	15280	605												3016008
383	3016009	0	25	30160090	30160090	700	601	1	10000	40104	4							5000	3016009
384	3016009	1	30	30160091	30160091	2360	602	1	20000	40100	4	40104	4					5000	3016009
385	3016009	2	35	30160092	30160092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016009
386	3016009	3	40	30160093	30160093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016009
387	3016009	4	45	30160094	30160094	15280	605												3016009
388	3016010	0	25	30160100	30160100	700	601	1	10000	40104	4							5000	3016010
389	3016010	1	30	30160101	30160101	2360	602	1	20000	40100	4	40104	4					5000	3016010
390	3016010	2	35	30160102	30160102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016010
391	3016010	3	40	30160103	30160103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016010
392	3016010	4	45	30160104	30160104	15280	605												3016010
393	3016011	0	25	30160110	30160110	700	601	1	10000	40104	4							5000	3016011
394	3016011	1	30	30160111	30160111	2360	602	1	20000	40100	4	40104	4					5000	3016011
395	3016011	2	35	30160112	30160112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016011
396	3016011	3	40	30160113	30160113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016011
397	3016011	4	45	30160114	30160114	15280	605												3016011
398	3016012	0	25	30160120	30160120	700	601	1	10000	40104	4							5000	3016012
399	3016012	1	30	30160121	30160121	2360	602	1	20000	40100	4	40104	4					5000	3016012
400	3016012	2	35	30160122	30160122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016012
401	3016012	3	40	30160123	30160123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016012
402	3016012	4	45	30160124	30160124	15280	605												3016012
403	3022001	0	10	30220010	30220010	50	301												3022001
404	3023001	0	15	30230010	30230010	100	301	1	4000	40104	1							5000	3023001
405	3023001	1	20	30230011	30230011	370	302	1	8000	40100	1	40104	1					5000	3023001
406	3023001	2	25	30230012	30230012	1020	303												3023001
407	3023002	0	15	30230020	30230020	100	301	1	4000	40104	1							5000	3023002
408	3023002	1	20	30230021	30230021	370	302	1	8000	40100	1	40104	1					5000	3023002
409	3023002	2	25	30230022	30230022	1020	303												3023002
410	3024001	0	20	30240010	30240010	300	401	1	6000	40104	2							5000	3024001
411	3024001	1	25	30240011	30240011	760	402	1	12000	40100	2	40104	2					5000	3024001
412	3024001	2	30	30240012	30240012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024001
413	3024001	3	35	30240013	30240013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024001
414	3024002	0	20	30240020	30240020	300	401	1	6000	40104	2							5000	3024002
415	3024002	1	25	30240021	30240021	760	402	1	12000	40100	2	40104	2					5000	3024002
416	3024002	2	30	30240022	30240022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024002
417	3024002	3	35	30240023	30240023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024002
418	3024003	0	20	30240030	30240030	300	401	1	6000	40104	2							5000	3024003
419	3024003	1	25	30240031	30240031	760	402	1	12000	40100	2	40104	2					5000	3024003
420	3024003	2	30	30240032	30240032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024003
421	3024003	3	35	30240033	30240033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024003
422	3024004	0	20	30240040	30240040	300	401	1	6000	40104	2							5000	3024004
423	3024004	1	25	30240041	30240041	760	402	1	12000	40100	2	40104	2					5000	3024004
424	3024004	2	30	30240042	30240042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024004
425	3024004	3	35	30240043	30240043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024004
426	3024006	0	20	30240060	30240060	300	401	1	6000	40104	2							5000	3024006
427	3024006	1	25	30240061	30240061	760	402	1	12000	40100	2	40104	2					5000	3024006
428	3024006	2	30	30240062	30240062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024006
429	3024006	3	35	30240063	30240063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024006
430	3025001	0	25	30250010	30250010	500	501	1	8000	40104	3							5000	3025001
431	3025001	1	30	30250011	30250011	1680	502	1	16000	40100	3	40104	3					5000	3025001
432	3025001	2	35	30250012	30250012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025001
433	3025001	3	40	30250013	30250013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025001
434	3025001	4	45	30250014	30250014	11050	505												3025001
435	3025002	0	25	30250020	30250020	500	501	1	8000	40104	3							5000	3025002
436	3025002	1	30	30250021	30250021	1680	502	1	16000	40100	3	40104	3					5000	3025002
437	3025002	2	35	30250022	30250022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025002
438	3025002	3	40	30250023	30250023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025002
439	3025002	4	45	30250024	30250024	11050	505												3025002
440	3025003	0	25	30250030	30250030	500	501	1	8000	40104	3							5000	3025003
441	3025003	1	30	30250031	30250031	1680	502	1	16000	40100	3	40104	3					5000	3025003
442	3025003	2	35	30250032	30250032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025003
443	3025003	3	40	30250033	30250033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025003
444	3025003	4	45	30250034	30250034	11050	505												3025003
445	3025004	0	25	30250040	30250040	500	501	1	8000	40104	3							5000	3025004
446	3025004	1	30	30250041	30250041	1680	502	1	16000	40100	3	40104	3					5000	3025004
447	3025004	2	35	30250042	30250042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025004
448	3025004	3	40	30250043	30250043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025004
449	3025004	4	45	30250044	30250044	11050	505												3025004
450	3025005	0	25	30250050	30250050	500	501	1	8000	40104	3							5000	3025005
451	3025005	1	30	30250051	30250051	1680	502	1	16000	40100	3	40104	3					5000	3025005
452	3025005	2	35	30250052	30250052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025005
453	3025005	3	40	30250053	30250053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025005
454	3025005	4	45	30250054	30250054	11050	505												3025005
455	3025006	0	25	30250060	30250060	500	501	1	8000	40104	3							5000	3025006
456	3025006	1	30	30250061	30250061	1680	502	1	16000	40100	3	40104	3					5000	3025006
457	3025006	2	35	30250062	30250062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025006
458	3025006	3	40	30250063	30250063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025006
459	3025006	4	45	30250064	30250064	11050	505												3025006
460	3025007	0	25	30250070	30250070	500	501	1	8000	40104	3							5000	3025007
461	3025007	1	30	30250071	30250071	1680	502	1	16000	40100	3	40104	3					5000	3025007
462	3025007	2	35	30250072	30250072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025007
463	3025007	3	40	30250073	30250073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025007
464	3025007	4	45	30250074	30250074	11050	505												3025007
465	3025008	0	25	30250080	30250080	500	501	1	8000	40104	3							5000	3025008
466	3025008	1	30	30250081	30250081	1680	502	1	16000	40100	3	40104	3					5000	3025008
467	3025008	2	35	30250082	30250082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025008
468	3025008	3	40	30250083	30250083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025008
469	3025008	4	45	30250084	30250084	11050	505												3025008
470	3025009	0	25	30250090	30250090	500	501	1	8000	40104	3							5000	3025009
471	3025009	1	30	30250091	30250091	1680	502	1	16000	40100	3	40104	3					5000	3025009
472	3025009	2	35	30250092	30250092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025009
473	3025009	3	40	30250093	30250093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025009
474	3025009	4	45	30250094	30250094	11050	505												3025009
475	3026001	0	25	30260010	30260010	700	601	1	10000	40104	4							5000	3026001
476	3026001	1	30	30260011	30260011	2360	602	1	20000	40100	4	40104	4					5000	3026001
477	3026001	2	35	30260012	30260012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026001
478	3026001	3	40	30260013	30260013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026001
479	3026001	4	45	30260014	30260014	15280	605												3026001
480	3026002	0	25	30260020	30260020	700	601	1	10000	40104	4							5000	3026002
481	3026002	1	30	30260021	30260021	2360	602	1	20000	40100	4	40104	4					5000	3026002
482	3026002	2	35	30260022	30260022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026002
483	3026002	3	40	30260023	30260023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026002
484	3026002	4	45	30260024	30260024	15280	605												3026002
485	3026003	0	25	30260030	30260030	700	601	1	10000	40104	4							5000	3026003
486	3026003	1	30	30260031	30260031	2360	602	1	20000	40100	4	40104	4					5000	3026003
487	3026003	2	35	30260032	30260032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026003
488	3026003	3	40	30260033	30260033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026003
489	3026003	4	45	30260034	30260034	15280	605												3026003
490	3026004	0	25	30260040	30260040	700	601	1	10000	40104	4							5000	3026004
491	3026004	1	30	30260041	30260041	2360	602	1	20000	40100	4	40104	4					5000	3026004
492	3026004	2	35	30260042	30260042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026004
493	3026004	3	40	30260043	30260043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026004
494	3026004	4	45	30260044	30260044	15280	605												3026004
495	3026005	0	25	30260050	30260050	700	601	1	10000	40104	4							5000	3026005
496	3026005	1	30	30260051	30260051	2360	602	1	20000	40100	4	40104	4					5000	3026005
497	3026005	2	35	30260052	30260052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026005
498	3026005	3	40	30260053	30260053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026005
499	3026005	4	45	30260054	30260054	15280	605												3026005
500	3026006	0	25	30260060	30260060	700	601	1	10000	40104	4							5000	3026006
501	3026006	1	30	30260061	30260061	2360	602	1	20000	40100	4	40104	4					5000	3026006
502	3026006	2	35	30260062	30260062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026006
503	3026006	3	40	30260063	30260063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026006
504	3026006	4	45	30260064	30260064	15280	605												3026006
505	3026007	0	25	30260070	30260070	700	601	1	10000	40104	4							5000	3026007
506	3026007	1	30	30260071	30260071	2360	602	1	20000	40100	4	40104	4					5000	3026007
507	3026007	2	35	30260072	30260072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026007
508	3026007	3	40	30260073	30260073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026007
509	3026007	4	45	30260074	30260074	15280	605												3026007
510	3026008	0	25	30260080	30260080	700	601	1	10000	40104	4							5000	3026008
511	3026008	1	30	30260081	30260081	2360	602	1	20000	40100	4	40104	4					5000	3026008
512	3026008	2	35	30260082	30260082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026008
513	3026008	3	40	30260083	30260083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026008
514	3026008	4	45	30260084	30260084	15280	605												3026008
515	3026009	0	25	30260090	30260090	700	601	1	10000	40104	4							5000	3026009
516	3026009	1	30	30260091	30260091	2360	602	1	20000	40100	4	40104	4					5000	3026009
517	3026009	2	35	30260092	30260092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026009
518	3026009	3	40	30260093	30260093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026009
519	3026009	4	45	30260094	30260094	15280	605												3026009
520	3026010	0	25	30260100	30260100	700	601	1	10000	40104	4							5000	3026010
521	3026010	1	30	30260101	30260101	2360	602	1	20000	40100	4	40104	4					5000	3026010
522	3026010	2	35	30260102	30260102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026010
523	3026010	3	40	30260103	30260103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026010
524	3026010	4	45	30260104	30260104	15280	605												3026010
525	3026011	0	25	30260110	30260110	700	601	1	10000	40104	4							5000	3026011
526	3026011	1	30	30260111	30260111	2360	602	1	20000	40100	4	40104	4					5000	3026011
527	3026011	2	35	30260112	30260112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026011
528	3026011	3	40	30260113	30260113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026011
529	3026011	4	45	30260114	30260114	15280	605												3026011
530	3026012	0	25	30260120	30260120	700	601	1	10000	40104	4							5000	3026012
531	3026012	1	30	30260121	30260121	2360	602	1	20000	40100	4	40104	4					5000	3026012
532	3026012	2	35	30260122	30260122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026012
533	3026012	3	40	30260123	30260123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026012
534	3026012	4	45	30260124	30260124	15280	605												3026012
535	3032001	0	10	30320010	30320010	50	301												3032001
536	3033001	0	15	30330010	30330010	100	301	1	4000	40104	1							5000	3033001
537	3033001	1	20	30330011	30330011	370	302	1	8000	40100	1	40104	1					5000	3033001
538	3033001	2	25	30330012	30330012	1020	303												3033001
539	3033002	0	15	30330020	30330020	100	301	1	4000	40104	1							5000	3033002
540	3033002	1	20	30330021	30330021	370	302	1	8000	40100	1	40104	1					5000	3033002
541	3033002	2	25	30330022	30330022	1020	303												3033002
542	3034001	0	20	30340010	30340010	300	401	1	6000	40104	2							5000	3034001
543	3034001	1	25	30340011	30340011	760	402	1	12000	40100	2	40104	2					5000	3034001
544	3034001	2	30	30340012	30340012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034001
545	3034001	3	35	30340013	30340013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034001
546	3034002	0	20	30340020	30340020	300	401	1	6000	40104	2							5000	3034002
547	3034002	1	25	30340021	30340021	760	402	1	12000	40100	2	40104	2					5000	3034002
548	3034002	2	30	30340022	30340022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034002
549	3034002	3	35	30340023	30340023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034002
550	3034003	0	20	30340030	30340030	300	401	1	6000	40104	2							5000	3034003
551	3034003	1	25	30340031	30340031	760	402	1	12000	40100	2	40104	2					5000	3034003
552	3034003	2	30	30340032	30340032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034003
553	3034003	3	35	30340033	30340033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034003
554	3034004	0	20	30340040	30340040	300	401	1	6000	40104	2							5000	3034004
555	3034004	1	25	30340041	30340041	760	402	1	12000	40100	2	40104	2					5000	3034004
556	3034004	2	30	30340042	30340042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034004
557	3034004	3	35	30340043	30340043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034004
558	3034006	0	20	30340060	30340060	300	401	1	6000	40104	2							5000	3034006
559	3034006	1	25	30340061	30340061	760	402	1	12000	40100	2	40104	2					5000	3034006
560	3034006	2	30	30340062	30340062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034006
561	3034006	3	35	30340063	30340063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034006
562	3035001	0	25	30350010	30350010	500	501	1	8000	40104	3							5000	3035001
563	3035001	1	30	30350011	30350011	1680	502	1	16000	40100	3	40104	3					5000	3035001
564	3035001	2	35	30350012	30350012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035001
565	3035001	3	40	30350013	30350013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035001
566	3035001	4	45	30350014	30350014	11050	505												3035001
567	3035002	0	25	30350020	30350020	500	501	1	8000	40104	3							5000	3035002
568	3035002	1	30	30350021	30350021	1680	502	1	16000	40100	3	40104	3					5000	3035002
569	3035002	2	35	30350022	30350022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035002
570	3035002	3	40	30350023	30350023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035002
571	3035002	4	45	30350024	30350024	11050	505												3035002
572	3035003	0	25	30350030	30350030	500	501	1	8000	40104	3							5000	3035003
573	3035003	1	30	30350031	30350031	1680	502	1	16000	40100	3	40104	3					5000	3035003
574	3035003	2	35	30350032	30350032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035003
575	3035003	3	40	30350033	30350033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035003
576	3035003	4	45	30350034	30350034	11050	505												3035003
577	3035004	0	25	30350040	30350040	500	501	1	8000	40104	3							5000	3035004
578	3035004	1	30	30350041	30350041	1680	502	1	16000	40100	3	40104	3					5000	3035004
579	3035004	2	35	30350042	30350042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035004
580	3035004	3	40	30350043	30350043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035004
581	3035004	4	45	30350044	30350044	11050	505												3035004
582	3035005	0	25	30350050	30350050	500	501	1	8000	40104	3							5000	3035005
583	3035005	1	30	30350051	30350051	1680	502	1	16000	40100	3	40104	3					5000	3035005
584	3035005	2	35	30350052	30350052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035005
585	3035005	3	40	30350053	30350053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035005
586	3035005	4	45	30350054	30350054	11050	505												3035005
587	3035006	0	25	30350060	30350060	500	501	1	8000	40104	3							5000	3035006
588	3035006	1	30	30350061	30350061	1680	502	1	16000	40100	3	40104	3					5000	3035006
589	3035006	2	35	30350062	30350062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035006
590	3035006	3	40	30350063	30350063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035006
591	3035006	4	45	30350064	30350064	11050	505												3035006
592	3035007	0	25	30350070	30350070	500	501	1	8000	40104	3							5000	3035007
593	3035007	1	30	30350071	30350071	1680	502	1	16000	40100	3	40104	3					5000	3035007
594	3035007	2	35	30350072	30350072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035007
595	3035007	3	40	30350073	30350073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035007
596	3035007	4	45	30350074	30350074	11050	505												3035007
597	3035008	0	25	30350080	30350080	500	501	1	8000	40104	3							5000	3035008
598	3035008	1	30	30350081	30350081	1680	502	1	16000	40100	3	40104	3					5000	3035008
599	3035008	2	35	30350082	30350082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035008
600	3035008	3	40	30350083	30350083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035008
601	3035008	4	45	30350084	30350084	11050	505												3035008
602	3035009	0	25	30350090	30350090	500	501	1	8000	40104	3							5000	3035009
603	3035009	1	30	30350091	30350091	1680	502	1	16000	40100	3	40104	3					5000	3035009
604	3035009	2	35	30350092	30350092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035009
605	3035009	3	40	30350093	30350093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035009
606	3035009	4	45	30350094	30350094	11050	505												3035009
607	3036001	0	25	30360010	30360010	700	601	1	10000	40104	4							5000	3036001
608	3036001	1	30	30360011	30360011	2360	602	1	20000	40100	4	40104	4					5000	3036001
609	3036001	2	35	30360012	30360012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036001
610	3036001	3	40	30360013	30360013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036001
611	3036001	4	45	30360014	30360014	15280	605												3036001
612	3036002	0	25	30360020	30360020	700	601	1	10000	40104	4							5000	3036002
613	3036002	1	30	30360021	30360021	2360	602	1	20000	40100	4	40104	4					5000	3036002
614	3036002	2	35	30360022	30360022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036002
615	3036002	3	40	30360023	30360023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036002
616	3036002	4	45	30360024	30360024	15280	605												3036002
617	3036003	0	25	30360030	30360030	700	601	1	10000	40104	4							5000	3036003
618	3036003	1	30	30360031	30360031	2360	602	1	20000	40100	4	40104	4					5000	3036003
619	3036003	2	35	30360032	30360032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036003
620	3036003	3	40	30360033	30360033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036003
621	3036003	4	45	30360034	30360034	15280	605												3036003
622	3036004	0	25	30360040	30360040	700	601	1	10000	40104	4							5000	3036004
623	3036004	1	30	30360041	30360041	2360	602	1	20000	40100	4	40104	4					5000	3036004
624	3036004	2	35	30360042	30360042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036004
625	3036004	3	40	30360043	30360043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036004
626	3036004	4	45	30360044	30360044	15280	605												3036004
