Role	Layer	State	Target	TransitionDuration
Mo1DiaorensanxingMd000001	0	Attack12	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Run	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Standup	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Walk	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Attack12	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Born	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Death	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Run	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Standup	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Walk	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Attack13	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Born	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Death	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Run	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Standup	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Walk	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Attack14	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Born	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Death	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Run	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Standup	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Walk	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Attack15	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Born	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Death	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Run	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Standup	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Walk	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Attack16	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Born	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Death	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Run	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Standup	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Walk	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Attack17	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Born	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Death	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Run	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Standup	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Walk	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Behitfly	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Born	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Born	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Born	Born	0.2
Mo1DiaorensanxingMd000001	0	Born	Death	0.2
Mo1DiaorensanxingMd000001	0	Born	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Born	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Born	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Born	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Born	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Born	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Born	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Born	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Born	Run	0.2
Mo1DiaorensanxingMd000001	0	Born	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Born	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Born	Standup	0.2
Mo1DiaorensanxingMd000001	0	Born	Walk	0.2
Mo1DiaorensanxingMd000001	0	Born	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Born	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Born	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Death	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Death	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Death	Born	0.2
Mo1DiaorensanxingMd000001	0	Death	Death	0.2
Mo1DiaorensanxingMd000001	0	Death	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Death	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Death	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Death	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Death	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Death	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Death	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Death	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Death	Run	0.2
Mo1DiaorensanxingMd000001	0	Death	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Death	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Death	Standup	0.2
Mo1DiaorensanxingMd000001	0	Death	Walk	0.2
Mo1DiaorensanxingMd000001	0	Death	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Death	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Death	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Born	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Death	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Run	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Standup	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Walk	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Falldown	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Born	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Death	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Run	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Standup	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Walk	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Hit1	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Born	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Death	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Hit1	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Hit2	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Hit3	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Hit4	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Hitdown	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Hoverhit	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Lieonfloor	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Run	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Stand1	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Stand2	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Standup	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Walk	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Walkb	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Walkl	0.2
Mo1DiaorensanxingMd000001	0	Hit2	Walkr	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack01	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack02	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack03	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack04	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack05	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack06	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack07	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack08	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack09	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack10	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack11	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack12	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack13	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack14	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack15	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack16	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Attack17	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Behitfly	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Born	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Death	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Falldown	0.2
Mo1DiaorensanxingMd000001	0	Hit3	Hit1	0.2
