Id	IsMask	MaskTarget	Type	Icon	Name	DescriptionType	Text	Duration
108020302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Liv	1	And find a way to limit Lee's attacks.	
108020401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	Tifa	1	How exciting, defeater of Roland! Hold nothing back!	
108030101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Lucia	1	The Energy Pod is all red inside... There's no way to ascertain Kamui's current status.	
108030201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Lucia	1	Our objective is to restrict Purifying Force mobility and protect Kamui.	
108030202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Lucia	1	Avoid their vitals.	
108030301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	I don't surrender to anyone! Not you or the Tenebrion!	
108030302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	I'm already mentally prepared... I'll just have to defeat you!	
108030401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	Camu	1	Your help is here, huh...?	
108030402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Why... are you...?	
108030403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Lucia	1	I said I'd help you.	
108030404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	Camu	1	Fools... It will make your M.I.N.D. overheat.	
108030405	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	Camu	1	You'll be wide open to the Punishing Virus.	
108030406	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Lucia	1	Assuming you can beat us.	
101200601	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	There must be an Ascendant behind this assault.	
101200602	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	What are you planning on doing?	
101200603	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Too many questions, Mr. Thirst. Well, you can have the floor here.	
101200604	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Ta-ta.	
101200605	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Woah! What's going on with this shaking?	
101200606	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	The tremors are coming from... above?!	
101200607	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Captain... Is it just me or is it getting more claustrophobic in here?	
101200608	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	A trap, huh...	
101200609	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	It's starting up again...!	
101200610	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	Concentrate! There are still enemies around!	
101200611	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Oh, it's done squishing down on us. Ha-hah!	
101200612	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	No, it's... building up speed and accelerating!	
101200613	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Capt.! It's gonna faaa-aa-aall!	
101200614	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	Don't just gape there! Run!	
101200001	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Asimov	1	Enough demonstration of the basic functions. Time for some real combat.	
101200002	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	Roland	1	...	
101200003	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Hassen	1	Is that Roland the Ascendant?	
101200004	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Asimov	1	It's a model derived from all the battle reports so far. I expect a 20% difference in power compared with the real one.	
101200005	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Hassen	1	Facing an Ascendant in the very first fight, huh...	
101200006	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Asimov	1	It's a model derived from battle reports. I expect a 20% difference in power compared with the real one.	
101200007	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Asimov	1	I know this is cheating, but I'm going to set the frame at maximum energy.	
101200008	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Asimov	1	Now witness the power of our new frame.	
101200009	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Hassen	1	Never thought you could win...	
101200010	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Asimov	1	What do you think? Happy with the result?	
101200701	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Capt., now that I got the time to look around, it's actually pretty cool in here...	
101200702	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	...Spare that for later. Just move!	
101200703	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Oh, by the way, I snagged this on our way out.	
101200704	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	Stow it away somewhere first. We might find it useful later.	
101200705	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Dayum! I'd be a Kamui pancake if one of those dough rollers run me over!	
101200706	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	I see some platforms around the sides. Let's advance using them as temporary shelters.	
101200707	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	Hey Chrome, those are Kowloong Constructs, right? They are surrounded!	
101200708	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	Let's help them!	
101200709	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	Beware of the flames rising from the floor. Move quickly, but with caution.	
101200710	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	Phecda	1	Never thought I'd be rescued by some Babylonians... But I won't take you as our allies just yet.	
101200711	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Kamui	1	We have all the time to fight after the war, but right now there are more important things to worry about!	
101200712	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	Phecda	1	...	
101200713	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	We should give them a copy of the ID just in case, given that Cerberus is nowhere to find.	
1013015201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	Once again, there are many Corrupted outside craving for ascension, Roland.	
1013015202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	Roland	1	If craving works... We wouldn't be wasting so much effort.	
1013015203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	Roland	1	Just do the usual thing, Gabriel.	
1013015204	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	Wipe them all out...	
1013015205	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	Roland	1	Much cleaner now. Let's go.	
1013015206	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	Yeah. Miss Luna is waiting ahead.	
111200401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Sophia	1	I'm here to help.	
111200402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Just do what you train-dwellers do. We're striking back.	
111200403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Sophia	1	What are you doing?	
111200404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/ChangyuNormal01.png	Changyu	1	Dunno what y'all are trying at. But hey, goodie, a triple.	
111200405	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Hah... Good boy, aren't you?	
111200406	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Mh-hm, putting this Strike-Hawk-delivered ID to good use.	
111200407	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Now we can stop these Corrupted from advancing!	
111200408	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	Roland	1	Just a few cannon fodders. Don't be too full of yourselves, Babylonians.	
111200409	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Let's see who's full of themselves, Ascendant!	
111200410	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Sophia	1	I'll take care of the enemies at the rear!	
111200411	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/ChangyuNormal01.png	Changyu	1	Alright! I think we can call it a day here.	
111200412	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Sophia	1	Ah... Cerberus went out, chasing after Roland.	
111200413	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/ChangyuNormal01.png	Changyu	1	...A real bunch of mad dogs, aren't they?!	
111200414	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiamilaNormal01.png	Jamilah	1	Let us not worry about them. We should provide artillery support elsewhere.	
111200451	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/ChangyuNormal01.png	Changyu	1	Now! Open fire!	2
111200452	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Let's get the roly-poly going.	2
111200453	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	Vera	1	Darn it!!!	2
111200454	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Sophia	1	I won't lose to you!	2
111200701	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Liv	1	We have to fight an Ascendant, with Lucia fallen right behind us...	
111200702	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Lee	1	Commandant, I have a plan. But I'll need some time.	
111200703	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Then we'll hold off Gabriel for a while. Commandant, we're counting on you!	
111200704	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	How...	
111200705	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	W-wait—!	
111200706	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	That's all we can do...	
111200707	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	Pathetic. As I thought... The key lies in the other "sister."	
111200751	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	Shrewd, aren't you. But no matter.	2
111200752	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel	1	Naive.	2
119000101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	I haven't seen... Selena yet!	2
119010101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	I can sense Selena's voice!	
119010102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	It's clear, and close...	
119010103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	We're going to meet again, Selena...	
119010104	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Just hang on for one more moment...	
119010105	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Keep... keep singing...	
119010106	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Those were...	
119010107	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	！	
119010108	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	That tremor...	
119010109	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	The space station is... breaking up?	
119010110	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	At this rate, not only Selena but also other troops...	
119010111	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	I have to come up with a solution...	
119010112	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	I should be able to access the control system by that.	
119010113	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	It seems pretty old-style...	
119010114	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	System	1	Electromagnetic lock control module back online, insufficient authority to modify...	
119010115	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Although I can't modify it directly, it should be good enough for now.	
119010116	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Okay, next...	
119010201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Selena should be nearby...	
119010202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TieqiuNomal01.png	Korolev	1	Intruders detected... Intruders detected...	
119010203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TieqiuNomal01.png	Korolev	1	You must buy a sightseeing ticket first... Please buy your ticket at the ticket booth...	
119010204	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TieqiuNomal01.png	Korolev	1	Otherwise, a special procedure will be initiated...	
119010205	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	...This is?	
119010206	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	That's pretty...	
119010207	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Do you know where is Selena?	
119010208	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TieqiuNomal01.png	Korolev	1	Initiating enforcement procedure—	
119010209	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Seems I don't have a choice...	
119010210	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	I have no time for this. Bring it on!	
119010211	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TieqiuNomal01.png	Korolev	1	Higher threat level detected—	
119010212	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TieqiuNomal01.png	Korolev	1	Abandoned current mission—	
119010213	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TieqiuNomal01.png	Korolev	1	Go to the location—gravity room.	
119010214	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Ah... Ran off...	
119010215	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	But I can search around at last...	
119010216	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	(Searches and digs around)	
119010217	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	There's some logbooks stored in the terminal. They should be useful...	
119010301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Hostile signals?	
119010302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	All right, Selena, wait for me. I'm coming.	
119010303	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	The interference is too strong...	
119010304	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	After wiping out the enemies here, I have to find another terminal as a signal amplifier—	
119010305	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	In doing so, I can contact Gray Ravens...	
119010306	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	According to the topographic map, there should be a terminal ahead.	
119010307	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Found it!	
119010308	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	But... that is not good.	
119010309	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Those Heteromers are protecting the terminal. And there's a robot guard near it...	
119010310	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	I'd better not get close to those cubes...	
119010311	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	And that robot guard... seems to communicate with the terminal in certain ways...	
119010312	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	...	
119010313	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	In short, I have to activate it!	
119010314	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Activated the robot guard!	
119010315	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Yeah, it works!	
119010316	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	It seems the Heteromers here could be easily deconstructed...	
119010317	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Maybe they've lost too much energy because of Gray Raven.	
119010318	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	Let me see if the terminal still works.	
119010319	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Ayla	1	It is activated. Finally I can contact Gray Ravens.	
1301011501	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LunaNomal01.png	Luna	1	Lucia, are they...	
1301011502	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Corrupted, a bit stronger than the ones you saw before.	
1301011503	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Luna, stay close.	
1301011504	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LunaNomal01.png	Luna	1	Roger...	
1301011505	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Ha... Ha...	
1301011506	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LunaNomal01.png	Luna	1	You've been fighting with them all this time...?	
1301011507	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Luna, try to focus. There's still a...	
1301011508	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LunaNomal01.png	Luna	1	But you're already...	
1301011601	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Luna!	
1301011602	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Just wait for me...	
1301011603	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Don't do... anything stupid...	
1301011604	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	I'll be right there... Just wait for me!	
1301011605	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	The Other Lucia	1	You seem to have already realized the abnormality...	
1301011606	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	The Other Lucia	1	Talk to "me" again... If you are determined to confront it.	
1301011607	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Yes.	
1301011608	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	The Other Lucia	1	As you wish...	
1301011651	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuxiyaNomal01.png	Lucia	1	Luna... I'm sorry...	
1301021401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LifujimuNomal02.png	Mother	1	You can't go out like that all covered in dust. What will the recruiter say?	
1301021402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LifujimuNomal02.png	Mother	1	Go put that dress on, sort yourself out in front of the mirror, then come back out.	
1301021403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LifuNomal01.png	Liv	1	Not here... Probably in the closet.	
1301021404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LifuNomal01.png	Liv	1	Such a pretty dress...	
1301021405	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LifuNomal01.png	Liv	1	Can I really just wear it...?	
1301031401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	Must... fight... then... find Mommy and Jane...	
1301031402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	I did it... but I'm drained...	
1301031601	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	The Corrupted are attacking humans!	
1301031602	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	Wait, why do the Corrupted and humans... all look the same... to me?	
1301031603	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	No... Nanami... Pull yourself together! Look closer...	
1301031604	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	There are two Corrupted!	
1301031605	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyongganrantiNomal01.png	Guard A	1	She's coming this way! She's been Corrupted!	
1301031606	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	No, you're...	
1301031607	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyongganrantiNomal01.png	Guard B	1	Aim!	
1301031608	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Nanami	1	No... Nanami needs to... get out of here...	
1301041401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Let's fix this quickly and go home.	
1301041501	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Murray's birthday is coming up. Before that, maybe I can...	
1301041502	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	I can send the whole message using 0s and 1s.	
1301041503	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Binary operations, being and nothingness, black and white, order without chaos.	
1301041504	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Prepare to meet your maker. It will be sequential and instantaneous.	
1301041505	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	...The final chip. Murray, your brother I might... have to wish you Happy Birthday ahead of time.	
1301051401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	Hope today's harvest is good.	
1301051402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	(Searches and digs around)	
1301051403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	Nothing at all... Ah! Those people, again!	
1301051404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	It says... Inver-Device... Beta version... I wonder what it's for...	
1301051405	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	The thing inside looks real valuable though.	
1301051406	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	There's an ID in the box... Huh? Why's it got grandpa's photo on it?	
1301051407	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	Huh? Where's all that stuff I just found?	
1301051408	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	Eek... It's getting late. I should head back...	
1301051409	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	What's this? It looks like a remote control, for... this Robo Bug.	
1301051410	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Karenina	1	It looks unstable, like it'd explode any minute... Let me try...	
